W,mode,sharpe,cagr_%,max_dd_%,mc_sharpe_med,mc_sharpe_p5,P_sharpe_neg_%,P_ruin50_%,neighbour_sharpe,spike,cluster
24,L/S momentum,-0.3867275199160008,-8.486476640866092,-70.35652183317511,-0.38953971970206225,-0.982688662146292,88.5,88.6,-0.39254966652000095,0.005822146604000156,3
25,long-only contra,0.7599942782855295,15.065959428282238,-27.336654842426565,0.7746587600191477,0.3025082085974771,0.3,0.5,0.7159134415449189,0.044080836740610585,2
25,L/S contrarian,0.45096270503302555,10.890293280857444,-31.806801426829733,0.4487890086705404,-0.08746316794779938,7.85,17.349999999999998,0.37757094098525645,0.07339176404776909,2
25,L/S momentum,-0.5279180791477134,-11.398966621771912,-78.13603532596231,-0.5245826250385863,-1.0849306710994406,95.15,93.2,-0.4559329979035317,-0.07198508124418168,3
26,long-only contra,0.8210461478717338,16.254325653086067,-24.37426599694389,0.8381567427556862,0.36642615232735937,0.05,0.2,0.7823125540261865,0.03873359384554731,2
26,L/S contrarian,0.5398160175643929,13.169877906959915,-27.797073015597817,0.5627819123534701,0.057007835558064685,3.25,7.1499999999999995,0.48392950304185395,0.055886514522538955,2
26,L/S momentum,-0.6145036139412748,-13.137549161242157,-81.59515240798608,-0.6225549051393671,-1.1456806983114995,98.25,95.95,-0.560814437878178,-0.053689176063096866,3
27,long-only contra,0.8658830980078014,17.369758063051343,-27.049195896613387,0.8676911069880813,0.3881197894173004,0.1,0.15,0.7974247544855733,0.06845834352222813,2
27,L/S contrarian,0.6220454566793389,15.315865100078096,-27.678856468202984,0.6304710040581128,0.09593190427388805,2.6,9.5,0.5019893400086305,0.12005611667070837,2
27,L/S momentum,-0.6983890019832237,-14.791740882070336,-82.81924426951298,-0.7122578305549957,-1.2557120841412002,98.55000000000001,97.45,-0.5754517371556711,-0.12293726482755263,3
28,long-only contra,0.8363919206172045,16.49781075936756,-24.169414007447266,0.840537663557775,0.38905212502852354,0.05,0.2,0.7906199234770674,0.04577199714013702,2
28,L/S contrarian,0.5575460275015772,13.628935900111872,-29.944095499077427,0.5685264951187994,0.06204103425901662,3.2,9.049999999999999,0.4920632980860076,0.06548272941556965,2
28,L/S momentum,-0.6302231504657739,-13.450181987160615,-79.64380446562973,-0.6489176848722009,-1.1734505873949432,98.15,96.3,-0.564803599080205,-0.06541955138556887,3
29,long-only contra,0.7722666711678249,15.174909289753069,-26.958414620673643,0.771715090096255,0.33382351915356834,0.25,0.35000000000000003,0.8018529318286386,-0.029586260660813712,2
29,L/S contrarian,0.4596326099355261,11.109297095483184,-27.678866344396845,0.49102195229126055,-0.006564491238877673,5.25,9.4,0.5087835307818963,-0.04915092084637018,2
29,L/S momentum,-0.5291621050679222,-11.424793304578218,-75.58611438402319,-0.5351255961668846,-1.0612897614941559,96.3,93.7,-0.5819239425924657,0.05276183752454355,3
30,long-only contra,0.7032837768609098,13.74369829200024,-21.014373712888144,0.7106525526142415,0.2658428014635457,0.5499999999999999,0.4,0.8043292958925148,-0.10104551903160497,2
30,L/S contrarian,0.34675910816477257,8.273770281486303,-29.439698664794577,0.34320596954151306,-0.13215852188508306,12.4,18.65,0.5085893187185517,-0.16183021055377916,2
30,L/S momentum,-0.41715967532839976,-9.121228900780398,-71.33461443669367,-0.4135112296315314,-0.9327015726062199,92.2,87.55,-0.5796926277668482,0.1625329524384484,3
