algn,cfrm,entry,stop_k,tp_r,n,R,usd,net,pf,win,avg_w,avg_l,dd,retdd,sharpe,sortino,p90,p10
True,False,edge,1.5,1.5,3705,-0.004189544847552865,-0.11777973869325024,-436.37393185849214,0.993914017501498,0.39838056680161943,48.2825899007248,-32.16755344339538,2962.6475497298343,-0.14729188151263062,-0.11710552131412565,-0.18797138639097738,58.277615225105535,-44.30633360718784
True,False,edge,1.5,2.0,3351,-0.0005146362918423928,0.1176974272345013,394.40407866281384,1.0054637205352084,0.3339301700984781,64.86183608682269,-32.341393594306346,2922.800558370094,0.13494046917890085,0.09208171255087556,0.1561179743610126,73.27801535218896,-45.69735414197203
False,True,close,1.0,1.5,18762,0.00455425625851401,0.16944552623319284,3179.136963187164,1.013324940670048,0.40182283338663255,32.06852191976217,-21.258616215797904,4168.361850904599,0.7626825781685057,0.5793295344727445,0.9065967939811148,39.01588952904277,-29.380007006174125
False,True,close,1.0,2.0,16319,-0.002362000996197788,0.004591499477235896,74.92867996901259,1.0003232994776152,0.3325571419817391,42.71925218876443,-21.278227409883907,5919.148729901397,0.012658691880894971,0.012943967747396232,0.022227928853889963,48.24385215864751,-30.420423452438264
False,True,close,1.5,1.5,11786,-0.015855834602429807,-0.6213699941163966,-7323.466750655851,0.9683119130087614,0.3937722721873409,48.21968833887247,-32.34584189382267,10880.178741347023,-0.6731016948117865,-1.0617465906651793,-1.607965750780711,57.94009609611021,-45.04383140350183
False,True,close,1.5,2.0,9721,-0.019476740614295013,-1.0897691395828706,-10593.645805885084,0.950804542802385,0.32753831910297293,64.3040958712673,-32.941393155881926,12265.346207696253,-0.8637054043560375,-1.5189335127907901,-2.4122700303933984,71.9756227950711,-47.32032720029383
False,True,edge,1.0,1.5,10026,0.011728235179468192,0.2930205705292243,2937.824240126003,1.0235778188567966,0.402752842609216,31.58469842625807,-20.808481630778903,3185.3883905877337,0.9222813295881785,0.737483126738857,1.23324491625878,38.42220630788506,-28.758903126145015
False,True,edge,1.0,2.0,9100,-0.021807142665562114,-0.3908418432169576,-3556.660773274314,0.9722400702217522,0.3256043956043956,42.04031356916943,-20.876993625341914,4913.387620094774,-0.7238713995875843,-0.8148235055993925,-1.2754536319809864,47.15624978600099,-29.959529664332514
False,True,edge,1.5,1.5,7327,-0.03516293431208465,-0.6319160671591857,-4630.049024075353,0.9671045289863118,0.3858332195987444,48.150088407024576,-31.277855322385296,7917.947571086595,-0.5847536855362081,-0.9244484853900938,-1.5251621097171628,57.74884332378281,-43.7970117359946
False,True,edge,1.5,2.0,6401,-0.03291407365434039,-0.65382454231158,-4185.130895336424,0.9696042414221026,0.3232307451960631,64.52530635510978,-31.783931150521365,8699.700629847815,-0.4810660818577656,-0.7953263030719399,-1.3287433149573036,71.5509353899397,-45.81540836923523
False,False,close,1.0,1.5,18797,0.004478961280382201,0.13535765792458548,2544.3178960084333,1.0106482719004228,0.4018194392722243,31.972220060288254,-21.250610122674203,2376.147437166146,1.0707744209016135,0.4855985907865556,0.7454981773425764,38.93858836101281,-29.387507339025614
False,False,close,1.0,2.0,16158,0.013846282635458871,0.32938311527629976,5322.172376634451,1.0234220002296253,0.3379749969055576,42.58410536778445,-21.24236954630611,3390.634349684704,1.5696686306293575,0.9651725769224033,1.494428680718412,48.189727701187806,-30.125574182087075
False,False,close,1.5,1.5,11801,-0.001421724715549418,-0.005253476417150669,-61.99627519879505,0.9997278315421237,0.3994576730785527,48.308105859208844,-32.141443106463846,3692.726365738774,-0.016788754177400837,-0.009697771140441371,-0.01563567396629566,58.47840176294994,-44.46274880250712
False,False,close,1.5,2.0,9569,-0.007890455746308069,-0.36251027169182365,-3468.8607898190603,0.9832738173201149,0.3310690772285505,64.36938170705417,-32.39979097606104,6665.9663857873675,-0.5203837806945867,-0.5539070299169917,-0.8560629148841331,72.38097617719326,-46.31041395297725
False,False,edge,1.0,1.5,11710,0.01892695675462359,0.3187708608820536,3732.8067809288477,1.0256844159082015,0.4061485909479078,31.342795389660683,-20.899270648877962,2715.0523056808306,1.3748563050216462,0.9350407630821213,1.5433908950460664,38.2017207774501,-28.821846976825327
False,False,edge,1.0,2.0,10617,-0.016557563593404774,-0.3818620515722347,-4054.229401542416,0.9729289362747823,0.32739945370632006,41.918366455689636,-20.972198739885116,5507.56462806763,-0.7361201684100568,-0.9444636746681845,-1.477547696776403,46.85965068120712,-29.875977240217615
False,False,edge,1.5,1.5,8410,-0.0344760448869971,-1.2313770235668389,-10355.880768197116,0.9370857894252091,0.38608799048751485,47.50456584704479,-31.887486647336605,13056.029525096226,-0.7931876033438113,-2.084707998444602,-3.267833862539665,56.500519313850965,-44.403564691366775
False,False,edge,1.5,2.0,7300,-0.026874258788411744,-0.9292755519090452,-6783.71152893603,0.9570474061102898,0.32493150684931504,63.723077475304514,-32.05497286388439,10688.491612759452,-0.6346743558125576,-1.2080198664556705,-1.8574774982264644,71.10514876731904,-46.136940786524065
