n,pts,sd,t,mde,pf,win,be,total,R,dd,ret_dd,sharpe,amb,med_min,sh_stop,sh_target,sh_chan,sh_flat,sh_eod,outside_mde,stop,tgt,policy,tie
385,5.229480519480518,81.45247374325783,1.2597507794732603,11.631669258987301,1.1693028927009754,0.4805194805194805,0.34351111111111116,2013.3499999999995,0.06972640692640686,1523.6800000000003,1.3213732542266086,0.5092049841216144,0.005194805194805195,75.0,0.34025974025974026,0.14805194805194805,0.0,0.5116883116883116,0.0,False,75,150,flatten,0
385,6.398311688311687,81.87430975222081,1.5333740373839564,11.691908766915013,1.2098715049815034,0.4857142857142857,0.34351111111111116,2463.3499999999995,0.08531082251082245,1523.6800000000003,1.6167108579229228,0.6192118844471838,0.005194805194805195,75.0,0.33506493506493507,0.15324675324675324,0.0,0.5116883116883116,0.0,False,75,150,flatten,1
389,4.648303341902313,80.65358850262676,1.1366992339352695,11.458216540640317,1.150804148679935,0.4652956298200514,0.34351111111111116,1808.1899999999996,0.06197737789203079,1505.6799999999994,1.2009125444981672,0.46005612622655395,0.005141388174807198,60.0,0.3059125964010283,0.14652956298200515,0.09254498714652956,0.455012853470437,0.0,False,75,150,+chan10,0
389,5.805115681233932,81.08360011766071,1.4120583915153646,11.51930701772292,1.1907941539776976,0.4704370179948586,0.34351111111111116,2258.1899999999996,0.0774015424164524,1505.6799999999994,1.4997808299240214,0.5709855088315257,0.005141388174807198,60.0,0.30077120822622105,0.15167095115681234,0.09254498714652956,0.455012853470437,0.0,False,75,150,+chan10,1
386,3.1892746113989623,77.3335889825824,0.8102469447829738,11.029165267057577,1.1106760801180247,0.4274611398963731,0.34351111111111116,1231.0599999999995,0.04252366148531945,1461.9199999999996,0.8420843821823354,0.32827497911195863,0.010362694300518135,60.0,0.39378238341968913,0.12953367875647667,0.0,0.47668393782383417,0.0,False,75,150,+be1R,0
386,5.132279792746113,78.48500838556718,1.2847459810264694,11.193378451189975,1.1806888588307294,0.4378238341968912,0.34351111111111116,1981.0599999999995,0.06843039723661479,1461.9199999999996,1.3551083506621429,0.5197039712152676,0.010362694300518135,60.0,0.38341968911917096,0.13989637305699482,0.0,0.47668393782383417,0.0,False,75,150,+be1R,1
436,6.378602136391685,52.53498270220318,2.535246343557968,7.049746164345802,1.4457279302700443,0.3944954128440367,0.34351111111111116,2781.070531466775,0.08504802848522244,409.3874006020714,6.793248955333637,1.0310413397520428,0.013761467889908258,15.0,0.8348623853211009,0.07110091743119266,0.0,0.09403669724770643,0.0,False,75,150,+trail1atr,0
436,7.653657119926919,54.47125630063726,2.9338969457624855,7.309577550434983,1.538051525638294,0.3967889908256881,0.34351111111111116,3336.994504288137,0.10204876159902557,409.3874006020714,8.151190044883009,1.1885764154923637,0.013761467889908258,15.0,0.8211009174311926,0.08486238532110092,0.0,0.09403669724770643,0.0,True,75,150,+trail1atr,1
384,4.267291666666664,87.6276054179736,0.9542825795232917,12.529780493292714,1.1312273615103032,0.4609375,0.2810545454545455,1638.6399999999992,0.05689722222222216,1812.97,0.9038428655741679,0.382822886748759,0.005208333333333333,75.0,0.3619791666666667,0.08854166666666667,0.0,0.5494791666666666,0.0,False,75,200,flatten,0
384,5.699583333333332,88.52802595483762,1.261618183625616,12.658530692784584,1.1774700079870584,0.4661458333333333,0.2810545454545455,2188.6399999999994,0.07599444444444438,1537.97,1.4230706710794094,0.5093468784341141,0.005208333333333333,75.0,0.3567708333333333,0.09375,0.0,0.5494791666666666,0.0,False,75,200,flatten,1
388,3.6945360824742246,86.8151070341156,0.8382633337212739,12.34944877898583,1.1139006861152054,0.44587628865979384,0.2810545454545455,1433.479999999999,0.049260481099656306,1794.97,0.7986094475116571,0.3366078055097511,0.005154639175257732,75.0,0.327319587628866,0.08762886597938144,0.09278350515463918,0.49226804123711343,0.0,False,75,200,+chan10,0
