n,pts,sd,t,mde,pf,win,be,total,R,dd,ret_dd,sharpe,amb,med_min,sh_stop,sh_target,sh_chan,sh_flat,sh_eod,outside_mde,ctl_pts,ctl_pf,pf_ratio,edge,p_pts,p_pf,excess_total,stop,tgt,policy,arm
400,1.9450000000000016,79.12912435255433,0.49160154770175113,11.085990321792861,1.0811804344718419,0.3225,,778.0000000000007,0.038900000000000004,1605.289999999997,0.48464763376087944,0.1998323938018977,0.0,60.0,0.565,0.0,0.0,0.435,0.0,False,-1.6364666612391114,0.9344409824196523,1.157034478167065,3.581466661239113,0.21333333333333335,0.21333333333333335,1432.5866644956452,50,none,+be1R,+adx<=20
438,6.101151150453881,53.576352931194066,2.383283426002339,7.173056018875281,1.4332920605724482,0.3858447488584475,,2672.3042038988,0.12202302300907758,454.5658661439463,5.878805257789787,0.9587853923491055,0.0,15.0,0.9018264840182648,0.0,0.0,0.09817351598173515,0.0,False,-0.5431366438172298,0.9662145778184852,1.4834096829800771,6.644287794271111,0.006666666666666667,0.006666666666666667,2910.198053890747,50,none,+trail1atr,+adx<=20
389,3.0313367609254454,71.32922133855918,0.8381881251787745,10.133531302774639,1.103109757910366,0.5012853470437018,0.4416571428571429,1179.1899999999982,0.04041782347900593,1285.1000000000001,0.9175861800638068,0.3397110030459389,0.012853470437017995,60.0,0.3213367609254499,0.2570694087403599,0.0,0.42159383033419023,0.0,False,-2.4921274792337735,0.9214036270412933,1.1972057907483462,5.523464240159219,0.03333333333333333,0.03333333333333333,2148.627589421936,75,100,flatten,+adx<=20
393,2.5547837150127175,70.53873468771188,0.717997197759398,9.970100150536327,1.087045215343775,0.4860050890585242,0.4416571428571429,1004.029999999998,0.03406378286683625,1233.1000000000004,0.8142324223501726,0.2914283843636727,0.01272264631043257,60.0,0.2875318066157761,0.2544529262086514,0.08651399491094147,0.37150127226463103,0.0,False,-2.899800836333477,0.9005260886011904,1.2071224022307998,5.454584551346194,0.03333333333333333,0.03333333333333333,2143.6517286790545,75,100,+chan10,+adx<=20
389,2.183007712082258,69.70628672303422,0.6176722954517839,9.902965786704884,1.0766129323286562,0.4755784061696658,0.4416571428571429,849.1899999999983,0.029106769494430088,1363.9300000000005,0.6226052656661251,0.25035310424574614,0.02056555269922879,60.0,0.34704370179948585,0.2416452442159383,0.0,0.41131105398457585,0.0,False,-2.3093948386413055,0.9209969407929769,1.1689647214264296,4.492402550723563,0.08,0.08,1747.544592231466,75,100,+be1R,+adx<=20
438,4.558435808625848,45.91219222419383,2.077901079524782,6.1469418643792055,1.3199983945905562,0.3972602739726027,0.4416571428571429,1996.5948841781214,0.060779144115011285,433.7707557503346,4.602880341078829,0.8364620924383867,0.0319634703196347,15.0,0.7831050228310502,0.1324200913242009,0.0,0.08447488584474885,0.0,False,-0.8650436950317142,0.9477112579081275,1.3928275976210032,5.423479503657562,0.006666666666666667,0.006666666666666667,2375.4840226020124,75,100,+trail1atr,+adx<=20
385,5.229480519480518,81.45247374325783,1.2597507794732603,11.631669258987301,1.1693028927009754,0.4805194805194805,0.34351111111111116,2013.3499999999995,0.06972640692640686,1523.6800000000003,1.3213732542266086,0.5092049841216144,0.005194805194805195,75.0,0.34025974025974026,0.14805194805194805,0.0,0.5116883116883116,0.0,False,-1.5193654601346942,0.9549459109049956,1.2244702860634642,6.748845979615212,0.04666666666666667,0.04666666666666667,2598.3057021518566,75,150,flatten,+adx<=20
389,4.648303341902313,80.65358850262676,1.1366992339352695,11.458216540640317,1.150804148679935,0.4652956298200514,0.34351111111111116,1808.1899999999996,0.06197737789203079,1505.6799999999994,1.2009125444981672,0.46005612622655395,0.005141388174807198,60.0,0.3059125964010283,0.14652956298200515,0.09254498714652956,0.455012853470437,0.0,False,-1.4497086018492584,0.950942478600072,1.2101721971386628,6.098011943751572,0.04,0.04666666666666667,2372.1266461193613,75,150,+chan10,+adx<=20
386,3.1892746113989623,77.3335889825824,0.8102469447829738,11.029165267057577,1.1106760801180247,0.4274611398963731,0.34351111111111116,1231.0599999999995,0.04252366148531945,1461.9199999999996,0.8420843821823354,0.32827497911195863,0.010362694300518135,60.0,0.39378238341968913,0.12953367875647667,0.0,0.47668393782383417,0.0,False,-1.5459604138551533,0.9493861746328494,1.1698886183460067,4.7352350252541155,0.11333333333333333,0.12,1827.8007197480886,75,150,+be1R,+adx<=20
436,6.378602136391685,52.53498270220318,2.535246343557968,7.049746164345802,1.4457279302700443,0.3944954128440367,0.34351111111111116,2781.070531466775,0.08504802848522244,409.3874006020714,6.793248955333637,1.0310413397520428,0.013761467889908258,15.0,0.8348623853211009,0.07110091743119266,0.0,0.09403669724770643,0.0,False,-0.1038340113845901,0.9931412082264526,1.455712358217236,6.4824361477762755,0.006666666666666667,0.006666666666666667,2826.3421604304563,75,150,+trail1atr,+adx<=20
384,4.267291666666664,87.6276054179736,0.9542825795232917,12.529780493292714,1.1312273615103032,0.4609375,0.2810545454545455,1638.6399999999992,0.05689722222222216,1812.97,0.9038428655741679,0.382822886748759,0.005208333333333333,75.0,0.3619791666666667,0.08854166666666667,0.0,0.5494791666666666,0.0,False,-1.4757886089813825,0.9567546125099966,1.1823589316623062,5.743080275648047,0.14666666666666667,0.14666666666666667,2205.3428258488498,75,200,flatten,+adx<=20
388,3.6945360824742246,86.8151070341156,0.8382633337212739,12.34944877898583,1.1139006861152054,0.44587628865979384,0.2810545454545455,1433.479999999999,0.049260481099656306,1794.97,0.7986094475116571,0.3366078055097511,0.005154639175257732,75.0,0.327319587628866,0.08762886597938144,0.09278350515463918,0.49226804123711343,0.0,False,-0.9281975622626506,0.969753092778462,1.148643602593463,4.622733644736876,0.11333333333333333,0.12666666666666668,1793.6206541579077,75,200,+chan10,+adx<=20
385,2.2762337662337635,80.93999450851824,0.5518029979225643,11.558485613523334,1.0787731045151503,0.4,0.2810545454545455,876.349999999999,0.03034978354978348,1625.5500000000002,0.5391098397465467,0.2222658629093095,0.005194805194805195,75.0,0.42337662337662335,0.07272727272727272,0.0,0.5038961038961038,0.0,False,-1.562137309833683,0.946138499668356,1.1401851894762616,3.8383710760674465,0.18666666666666668,0.19333333333333333,1477.772864285967,75,200,+be1R,+adx<=20
436,6.560917228199175,54.20901044883143,2.5271808607038615,7.274386396031002,1.4584678577323196,0.3944954128440367,0.2810545454545455,2860.5599114948404,0.087478896375989,409.38740060207147,6.987415605091698,1.0181988193548581,0.0045871559633027525,15.0,0.8738532110091743,0.027522935779816515,0.0,0.09862385321100918,0.0,False,0.2107735937409613,1.0129793750854255,1.4397804077791077,6.350143634458214,0.013333333333333334,0.013333333333333334,2768.6626246237815,75,200,+trail1atr,+adx<=20
384,3.5589583333333317,100.95046014561716,0.6908443543431391,14.434801684789988,1.1055257718266946,0.4453125,,1366.6399999999994,0.04745277777777768,1748.9299999999978,0.781414922266758,0.27796455308451434,0.0,75.0,0.3776041666666667,0.0,0.0,0.6223958333333334,0.0,False,-0.804750821202437,0.97691938066934,1.1316448354921973,4.363709154535769,0.21333333333333335,0.21333333333333335,1675.6643153417353,75,none,flatten,+adx<=20
388,2.761546391752576,99.92212690205767,0.5443854843500966,14.213922325516075,1.0821114729073058,0.43041237113402064,,1071.4799999999996,0.03682061855670096,1730.9299999999967,0.6190198332688217,0.21921553697389445,0.0,75.0,0.3427835051546392,0.0,0.09536082474226804,0.5618556701030928,0.0,False,-0.7054548925020411,0.9786074042913011,1.1057666927126526,3.4670012842546174,0.24666666666666667,0.26,1345.1964982907916,75,none,+chan10,+adx<=20
