market,flat,block,n,usd,usd_trade,pf,sharpe,dd_usd,ret_dd
US100,780,test,62,1231.7999999999847,19.867741935483625,1.610678697139446,0.9313025824627377,852.400000000016,1.4450961989675757
US100,840,research,176,2411.6000000000004,13.70227272727273,1.9138309965896183,1.1950882775282547,386.60000000000036,6.237972064148987
US100,840,validation,70,2213.900000000005,31.62714285714293,2.211237553342821,1.6151749056686842,481.59999999999854,4.59696843853823
US100,840,test,62,1337.600000000013,21.574193548387306,1.6702746041290861,0.9722577513853647,885.4000000000124,1.5107296137338992
US100,900,research,176,2507.1999999999944,14.245454545454514,1.9111127262155665,1.1318122418154548,395.10000000000036,6.345735256896968
US100,900,validation,70,2284.899999999998,32.64142857142854,1.9913228339624278,1.4421561007495418,478.899999999996,4.771142200877045
US100,900,test,62,1726.400000000005,27.84516129032266,1.7283466227903654,1.0076593181655213,984.8000000000065,1.7530463038180277
US100,930,research,176,2618.0999999999894,14.875568181818123,1.8287486942483582,1.1024872706006892,440.9000000000033,5.938081197550397
US100,930,validation,70,2696.0000000000036,38.51428571428577,2.0903502386152266,1.517653879361652,483.6999999999971,5.573702708290304
US100,930,test,62,1280.9000000000142,20.659677419355067,1.518457054966412,0.7047950444593768,1052.500000000011,1.2170071258907371
US30,0,research,148,-1165.0,-7.871621621621622,0.877536003363818,-0.22140648733796314,2168.0,-0.5373616236162362
US30,0,validation,68,1116.0,16.41176470588235,1.1933137017148796,0.3745856839984904,1957.0,0.5702606029637199
US30,0,test,51,233.69999999998254,4.582352941176128,1.0582458938763257,0.1281339854353141,1150.4000000000015,0.2031467315716118
US30,660,research,148,365.0,2.4662162162162162,1.1048850574712643,0.1876116384682782,637.0,0.5729984301412873
US30,660,validation,68,-1459.0,-21.455882352941178,0.5755018911841723,-1.113570763133033,1835.0,-0.7950953678474114
US30,660,test,51,-190.20000000001164,-3.7294117647061107,0.9130951293064008,-0.19312476752174865,668.0,-0.2847305389221731
US30,720,research,148,876.0,5.918918918918919,1.2120551924473493,0.3324742593407167,831.0,1.0541516245487366
US30,720,validation,68,-1240.0,-18.235294117647058,0.7313691507798961,-0.647742632963449,2020.0,-0.6138613861386139
US30,720,test,51,-507.2999999999811,-9.94705882352904,0.853071509253633,-0.3608325285068717,1195.099999999984,-0.42448330683623786
US30,780,research,148,279.0,1.885135135135135,1.0494417862838916,0.09014450711426286,1299.0,0.21478060046189376
US30,780,validation,68,-1541.0,-22.66176470588235,0.7264820731274405,-0.7059671016715353,2405.0,-0.6407484407484407
US30,780,test,51,-846.2000000000044,-16.592156862745185,0.7903265771346444,-0.5386576249929735,1416.300000000003,-0.5974722869448582
US30,840,research,148,-532.0,-3.5945945945945947,0.9212901316762835,-0.14831281376429029,1182.0,-0.4500846023688663
US30,840,validation,68,-739.0,-10.867647058823529,0.883309647876204,-0.2718544174703585,2457.0,-0.3007733007733008
US30,840,test,51,-1391.300000000003,-27.280392156862803,0.6890741278744935,-0.8216743123488075,1771.2000000000044,-0.7855126467931343
US30,900,research,148,-1370.0,-9.256756756756756,0.8271293375394322,-0.30867568479565194,1733.0,-0.790536641661858
US30,900,validation,68,-25.0,-0.36764705882352944,0.9959807073954984,-0.008698528942165567,1993.0,-0.012543903662819869
US30,900,test,51,-385.400000000016,-7.556862745098353,0.9105198393350479,-0.21149963607890454,1296.5000000000073,-0.29726185885076273
US30,930,research,148,-1311.0,-8.858108108108109,0.8375061973227566,-0.2966125305400044,1929.0,-0.6796267496111975
US30,930,validation,68,60.0,0.8823529411764706,1.0095602294455066,0.019604586651726378,2217.0,0.02706359945872801
US30,930,test,51,-367.400000000016,-7.203921568627765,0.9140122170992543,-0.20267928041465866,1404.0999999999985,-0.2616622747667662
