feed,block,side,geom,read,strict,recency,arm,n,per,keep,mde,p,base,vs_none
US30L,B_holdout,long,100pt / 100pt,all,False,30,m200,315,-0.02426865237022693,0.5411298315163529,0.040059963335714044,0.66,-0.020203876039081834,-0.0040647763311450966
US30L,B_holdout,long,100pt / 100pt,all,False,30,or,342,-0.026834413458419915,0.5763131813676908,0.03847183991400412,0.77,-0.020203876039081834,-0.0066305374193380805
US30L,B_holdout,long,100pt / 100pt,all,False,30,fresh,53,0.012014427371246127,0.07135777998017839,0.10059763033598967,0.19666666666666666,-0.020203876039081834,0.03221830341032796
US30L,A_research,long,100pt / 100pt,all,False,75,none,1418,-0.0016198973594984767,1.0,0.02446035313641711,,-0.0016198973594984767,0.0
US30L,A_research,long,100pt / 100pt,all,False,75,m200,777,0.003809305487789952,0.5411298315163529,0.03166370513870488,0.25,-0.0016198973594984767,0.005429202847288429
US30L,A_research,long,100pt / 100pt,all,False,75,or,847,0.003880678243144959,0.5971258671952429,0.030325497801397535,0.21333333333333335,-0.0016198973594984767,0.005500575602643436
US30L,A_research,long,100pt / 100pt,all,False,75,fresh,152,-0.002981336405093748,0.11496531219028741,0.07143141909834393,0.5066666666666667,-0.0016198973594984767,-0.0013614390455952711
US30L,B_holdout,long,100pt / 100pt,all,False,75,none,600,-0.020203876039081834,1.0,0.02935453276513547,,-0.020203876039081834,0.0
US30L,B_holdout,long,100pt / 100pt,all,False,75,m200,315,-0.02426865237022693,0.5411298315163529,0.040059963335714044,0.66,-0.020203876039081834,-0.0040647763311450966
US30L,B_holdout,long,100pt / 100pt,all,False,75,or,358,-0.03170700327365414,0.5971258671952429,0.0375829650080759,0.9133333333333333,-0.020203876039081834,-0.011503127234572304
US30L,B_holdout,long,100pt / 100pt,all,False,75,fresh,80,-0.02285016725334599,0.11496531219028741,0.08044161055255651,0.5566666666666666,-0.020203876039081834,-0.002646291214264157
US30L,A_research,long,100pt / 100pt,all,False,150,none,1418,-0.0016198973594984767,1.0,0.02446035313641711,,-0.0016198973594984767,0.0
US30L,A_research,long,100pt / 100pt,all,False,150,m200,777,0.003809305487789952,0.5411298315163529,0.03166370513870488,0.25,-0.0016198973594984767,0.005429202847288429
US30L,A_research,long,100pt / 100pt,all,False,150,or,889,-0.0015226303532981766,0.6258671952428146,0.02988399223304965,0.5233333333333333,-0.0016198973594984767,9.72670062003001e-05
US30L,A_research,long,100pt / 100pt,all,False,150,fresh,231,-0.03795558932694194,0.1709613478691774,0.05998215854984466,0.9733333333333334,-0.0016198973594984767,-0.03633569196744346
US30L,B_holdout,long,100pt / 100pt,all,False,150,none,600,-0.020203876039081834,1.0,0.02935453276513547,,-0.020203876039081834,0.0
US30L,B_holdout,long,100pt / 100pt,all,False,150,m200,315,-0.02426865237022693,0.5411298315163529,0.040059963335714044,0.66,-0.020203876039081834,-0.0040647763311450966
US30L,B_holdout,long,100pt / 100pt,all,False,150,or,374,-0.031881390446231964,0.6258671952428146,0.03690824520865138,0.91,-0.020203876039081834,-0.01167751440715013
US30L,B_holdout,long,100pt / 100pt,all,False,150,fresh,114,-0.018342745625713638,0.1709613478691774,0.06767181133872184,0.5033333333333333,-0.020203876039081834,0.0018611304133681963
US30L,A_research,both,1.5N / none,any,True,30,none,1734,0.0067029900107083585,1.0,0.03580765088177708,,0.0067029900107083585,0.0
US30L,A_research,both,1.5N / none,any,True,30,m200,1439,-0.008091654510610289,0.53775,0.03803789464113147,0.88,0.0067029900107083585,-0.014794644521318647
US30L,A_research,both,1.5N / none,any,True,30,or,1473,-0.006397430398638764,0.5715,0.037599545622082405,0.8866666666666667,0.0067029900107083585,-0.013100420409347124
US30L,A_research,both,1.5N / none,any,True,30,fresh,186,0.02004275315858391,0.0705,0.16533874436562349,0.3933333333333333,0.0067029900107083585,0.013339763147875551
US30L,B_holdout,both,1.5N / none,any,True,30,none,733,0.0008701397051811259,1.0,0.052205117519396056,,0.0008701397051811259,0.0
US30L,B_holdout,both,1.5N / none,any,True,30,m200,607,-0.028426346940332296,0.53775,0.044604624595544186,0.8833333333333333,0.0008701397051811259,-0.02929648664551342
US30L,B_holdout,both,1.5N / none,any,True,30,or,628,-0.029833225576883463,0.5715,0.04471204538122758,0.9233333333333333,0.0008701397051811259,-0.030703365282064587
US30L,B_holdout,both,1.5N / none,any,True,30,fresh,90,-0.05350826419318324,0.0705,0.14075764022981627,0.8133333333333334,0.0008701397051811259,-0.05437840389836437
US30L,A_research,both,1.5N / none,any,True,75,none,1734,0.0067029900107083585,1.0,0.03580765088177708,,0.0067029900107083585,0.0
US30L,A_research,both,1.5N / none,any,True,75,m200,1439,-0.008091654510610289,0.53775,0.03803789464113147,0.88,0.0067029900107083585,-0.014794644521318647
US30L,A_research,both,1.5N / none,any,True,75,or,1483,-0.010841988422477128,0.587,0.036785593575403765,0.94,0.0067029900107083585,-0.017544978433185487
US30L,A_research,both,1.5N / none,any,True,75,fresh,287,0.02613604006451167,0.10725,0.12492924222884808,0.31666666666666665,0.0067029900107083585,0.01943305005380331
US30L,B_holdout,both,1.5N / none,any,True,75,none,733,0.0008701397051811259,1.0,0.052205117519396056,,0.0008701397051811259,0.0
US30L,B_holdout,both,1.5N / none,any,True,75,m200,607,-0.028426346940332296,0.53775,0.044604624595544186,0.8833333333333333,0.0008701397051811259,-0.02929648664551342
US30L,B_holdout,both,1.5N / none,any,True,75,or,631,-0.03205950847332709,0.587,0.04462208065604799,0.9366666666666666,0.0008701397051811259,-0.03292964817850822
US30L,B_holdout,both,1.5N / none,any,True,75,fresh,135,-0.03276896665090014,0.10725,0.11697184607281799,0.6666666666666666,0.0008701397051811259,-0.03363910635608127
US30L,A_research,both,1.5N / none,any,True,150,none,1734,0.0067029900107083585,1.0,0.03580765088177708,,0.0067029900107083585,0.0
US30L,A_research,both,1.5N / none,any,True,150,m200,1439,-0.008091654510610289,0.53775,0.03803789464113147,0.88,0.0067029900107083585,-0.014794644521318647
US30L,A_research,both,1.5N / none,any,True,150,or,1490,-0.013694783152926788,0.6095,0.03651026125153847,0.97,0.0067029900107083585,-0.020397773163635148
US30L,A_research,both,1.5N / none,any,True,150,fresh,415,0.007822229972568179,0.154,0.09546076766965773,0.57,0.0067029900107083585,0.0011192399618598203
US30L,B_holdout,both,1.5N / none,any,True,150,none,733,0.0008701397051811259,1.0,0.052205117519396056,,0.0008701397051811259,0.0
US30L,B_holdout,both,1.5N / none,any,True,150,m200,607,-0.028426346940332296,0.53775,0.044604624595544186,0.8833333333333333,0.0008701397051811259,-0.02929648664551342
US30L,B_holdout,both,1.5N / none,any,True,150,or,635,-0.03392647707619764,0.6095,0.04368439396868529,0.9566666666666667,0.0008701397051811259,-0.03479661678137877
US30L,B_holdout,both,1.5N / none,any,True,150,fresh,194,-0.022930489331903246,0.154,0.0906243125025438,0.6266666666666667,0.0008701397051811259,-0.02380062903708437
US30L,A_research,both,1.5N / none,any,False,30,none,1734,0.0067029900107083585,1.0,0.03580765088177708,,0.0067029900107083585,0.0
US30L,A_research,both,1.5N / none,any,False,30,m200,1439,-0.008091654510610289,0.53775,0.03803789464113147,0.88,0.0067029900107083585,-0.014794644521318647
US30L,A_research,both,1.5N / none,any,False,30,or,1473,-0.006786741120942621,0.57325,0.0375974662376058,0.89,0.0067029900107083585,-0.01348973113165098
US30L,A_research,both,1.5N / none,any,False,30,fresh,186,0.013249093714561334,0.074,0.16532601350836418,0.47,0.0067029900107083585,0.006546103703852975
US30L,B_holdout,both,1.5N / none,any,False,30,none,733,0.0008701397051811259,1.0,0.052205117519396056,,0.0008701397051811259,0.0
US30L,B_holdout,both,1.5N / none,any,False,30,m200,607,-0.028426346940332296,0.53775,0.044604624595544186,0.8833333333333333,0.0008701397051811259,-0.02929648664551342
US30L,B_holdout,both,1.5N / none,any,False,30,or,628,-0.029833225576883463,0.57325,0.04471204538122758,0.9233333333333333,0.0008701397051811259,-0.030703365282064587
US30L,B_holdout,both,1.5N / none,any,False,30,fresh,91,-0.04790341826189149,0.074,0.14008536360563414,0.7766666666666666,0.0008701397051811259,-0.04877355796707262
US30L,A_research,both,1.5N / none,any,False,75,none,1734,0.0067029900107083585,1.0,0.03580765088177708,,0.0067029900107083585,0.0
US30L,A_research,both,1.5N / none,any,False,75,m200,1439,-0.008091654510610289,0.53775,0.03803789464113147,0.88,0.0067029900107083585,-0.014794644521318647
US30L,A_research,both,1.5N / none,any,False,75,or,1483,-0.010812146434945474,0.591,0.03679507705916596,0.94,0.0067029900107083585,-0.017515136445653834
US30L,A_research,both,1.5N / none,any,False,75,fresh,287,0.017258823163630907,0.114,0.12429117288329732,0.43666666666666665,0.0067029900107083585,0.010555833152922548
US30L,B_holdout,both,1.5N / none,any,False,75,none,733,0.0008701397051811259,1.0,0.052205117519396056,,0.0008701397051811259,0.0
US30L,B_holdout,both,1.5N / none,any,False,75,m200,607,-0.028426346940332296,0.53775,0.044604624595544186,0.8833333333333333,0.0008701397051811259,-0.02929648664551342
US30L,B_holdout,both,1.5N / none,any,False,75,or,631,-0.03069318007813587,0.591,0.04467207129125317,0.93,0.0008701397051811259,-0.031563319783316994
US30L,B_holdout,both,1.5N / none,any,False,75,fresh,137,-0.024790073448648076,0.114,0.11621524160184313,0.6066666666666667,0.0008701397051811259,-0.0256602131538292
US30L,A_research,both,1.5N / none,any,False,150,none,1734,0.0067029900107083585,1.0,0.03580765088177708,,0.0067029900107083585,0.0
US30L,A_research,both,1.5N / none,any,False,150,m200,1439,-0.008091654510610289,0.53775,0.03803789464113147,0.88,0.0067029900107083585,-0.014794644521318647
US30L,A_research,both,1.5N / none,any,False,150,or,1492,-0.0158231968178995,0.62025,0.035946941818675415,0.99,0.0067029900107083585,-0.02252618682860786
US30L,A_research,both,1.5N / none,any,False,150,fresh,420,-0.004225409837767574,0.1725,0.09155800232009455,0.7333333333333333,0.0067029900107083585,-0.010928399848475934
US30L,B_holdout,both,1.5N / none,any,False,150,none,733,0.0008701397051811259,1.0,0.052205117519396056,,0.0008701397051811259,0.0
US30L,B_holdout,both,1.5N / none,any,False,150,m200,607,-0.028426346940332296,0.53775,0.044604624595544186,0.8833333333333333,0.0008701397051811259,-0.02929648664551342
US30L,B_holdout,both,1.5N / none,any,False,150,or,637,-0.034823514585985794,0.62025,0.04341621077505745,0.9633333333333334,0.0008701397051811259,-0.03569365429116692
US30L,B_holdout,both,1.5N / none,any,False,150,fresh,199,-0.020147362210587123,0.1725,0.08901805694692229,0.5966666666666667,0.0008701397051811259,-0.021017501915768247
US30L,A_research,both,1.5N / none,all,True,30,none,1734,0.0067029900107083585,1.0,0.03580765088177708,,0.0067029900107083585,0.0
US30L,A_research,both,1.5N / none,all,True,30,m200,1305,-0.006156145727348178,0.463,0.0404496045423131,0.8533333333333334,0.0067029900107083585,-0.012859135738056537
US30L,A_research,both,1.5N / none,all,True,30,or,1349,-0.003703706080329238,0.49875,0.039737253575794794,0.82,0.0067029900107083585,-0.010406696091037596
US30L,A_research,both,1.5N / none,all,True,30,fresh,186,0.02004275315858391,0.0705,0.16533874436562349,0.3933333333333333,0.0067029900107083585,0.013339763147875551
US30L,B_holdout,both,1.5N / none,all,True,30,none,733,0.0008701397051811259,1.0,0.052205117519396056,,0.0008701397051811259,0.0
US30L,B_holdout,both,1.5N / none,all,True,30,m200,547,-0.02459334840518249,0.463,0.046463964855876456,0.81,0.0008701397051811259,-0.025463488110363613
US30L,B_holdout,both,1.5N / none,all,True,30,or,571,-0.02634167217435746,0.49875,0.04641422388649596,0.8366666666666667,0.0008701397051811259,-0.027211811879538583
US30L,B_holdout,both,1.5N / none,all,True,30,fresh,90,-0.05350826419318324,0.0705,0.14075764022981627,0.8133333333333334,0.0008701397051811259,-0.05437840389836437
US30L,A_research,both,1.5N / none,all,True,75,none,1734,0.0067029900107083585,1.0,0.03580765088177708,,0.0067029900107083585,0.0
US30L,A_research,both,1.5N / none,all,True,75,m200,1305,-0.006156145727348178,0.463,0.0404496045423131,0.8533333333333334,0.0067029900107083585,-0.012859135738056537
US30L,A_research,both,1.5N / none,all,True,75,or,1367,-0.0056838280393575105,0.51825,0.03895503705346805,0.86,0.0067029900107083585,-0.012386818050065869
US30L,A_research,both,1.5N / none,all,True,75,fresh,287,0.02613604006451167,0.10725,0.12492924222884808,0.31666666666666665,0.0067029900107083585,0.01943305005380331
US30L,B_holdout,both,1.5N / none,all,True,75,none,733,0.0008701397051811259,1.0,0.052205117519396056,,0.0008701397051811259,0.0
US30L,B_holdout,both,1.5N / none,all,True,75,m200,547,-0.02459334840518249,0.463,0.046463964855876456,0.81,0.0008701397051811259,-0.025463488110363613
US30L,B_holdout,both,1.5N / none,all,True,75,or,581,-0.024325821645248706,0.51825,0.0471960587005776,0.83,0.0008701397051811259,-0.02519596135042983
US30L,B_holdout,both,1.5N / none,all,True,75,fresh,135,-0.03276896665090014,0.10725,0.11697184607281799,0.6666666666666666,0.0008701397051811259,-0.03363910635608127
US30L,A_research,both,1.5N / none,all,True,150,none,1734,0.0067029900107083585,1.0,0.03580765088177708,,0.0067029900107083585,0.0
US30L,A_research,both,1.5N / none,all,True,150,m200,1305,-0.006156145727348178,0.463,0.0404496045423131,0.8533333333333334,0.0067029900107083585,-0.012859135738056537
US30L,A_research,both,1.5N / none,all,True,150,or,1397,-0.008379663600235707,0.54675,0.038344372345688466,0.91,0.0067029900107083585,-0.015082653610944066
US30L,A_research,both,1.5N / none,all,True,150,fresh,415,0.007822229972568179,0.154,0.09546076766965773,0.57,0.0067029900107083585,0.0011192399618598203
US30L,B_holdout,both,1.5N / none,all,True,150,none,733,0.0008701397051811259,1.0,0.052205117519396056,,0.0008701397051811259,0.0
US30L,B_holdout,both,1.5N / none,all,True,150,m200,547,-0.02459334840518249,0.463,0.046463964855876456,0.81,0.0008701397051811259,-0.025463488110363613
US30L,B_holdout,both,1.5N / none,all,True,150,or,588,-0.027370051713171827,0.54675,0.04593896707680921,0.86,0.0008701397051811259,-0.02824019141835295
US30L,B_holdout,both,1.5N / none,all,True,150,fresh,194,-0.022930489331903246,0.154,0.0906243125025438,0.6266666666666667,0.0008701397051811259,-0.02380062903708437
US30L,A_research,both,1.5N / none,all,False,30,none,1734,0.0067029900107083585,1.0,0.03580765088177708,,0.0067029900107083585,0.0
US30L,A_research,both,1.5N / none,all,False,30,m200,1305,-0.006156145727348178,0.463,0.0404496045423131,0.8533333333333334,0.0067029900107083585,-0.012859135738056537
US30L,A_research,both,1.5N / none,all,False,30,or,1349,-0.0041288022211399,0.5005,0.03973507430213388,0.8333333333333334,0.0067029900107083585,-0.01083179223184826
US30L,A_research,both,1.5N / none,all,False,30,fresh,186,0.013249093714561334,0.074,0.16532601350836418,0.47,0.0067029900107083585,0.006546103703852975
US30L,B_holdout,both,1.5N / none,all,False,30,none,733,0.0008701397051811259,1.0,0.052205117519396056,,0.0008701397051811259,0.0
US30L,B_holdout,both,1.5N / none,all,False,30,m200,547,-0.02459334840518249,0.463,0.046463964855876456,0.81,0.0008701397051811259,-0.025463488110363613
US30L,B_holdout,both,1.5N / none,all,False,30,or,571,-0.02634167217435746,0.5005,0.04641422388649596,0.8366666666666667,0.0008701397051811259,-0.027211811879538583
US30L,B_holdout,both,1.5N / none,all,False,30,fresh,91,-0.04790341826189149,0.074,0.14008536360563414,0.7766666666666666,0.0008701397051811259,-0.04877355796707262
US30L,A_research,both,1.5N / none,all,False,75,none,1734,0.0067029900107083585,1.0,0.03580765088177708,,0.0067029900107083585,0.0
US30L,A_research,both,1.5N / none,all,False,75,m200,1305,-0.006156145727348178,0.463,0.0404496045423131,0.8533333333333334,0.0067029900107083585,-0.012859135738056537
US30L,A_research,both,1.5N / none,all,False,75,or,1367,-0.005651453739789521,0.52225,0.03896555262919868,0.8566666666666667,0.0067029900107083585,-0.012354443750497879
US30L,A_research,both,1.5N / none,all,False,75,fresh,287,0.017258823163630907,0.114,0.12429117288329732,0.43666666666666665,0.0067029900107083585,0.010555833152922548
US30L,B_holdout,both,1.5N / none,all,False,75,none,733,0.0008701397051811259,1.0,0.052205117519396056,,0.0008701397051811259,0.0
US30L,B_holdout,both,1.5N / none,all,False,75,m200,547,-0.02459334840518249,0.463,0.046463964855876456,0.81,0.0008701397051811259,-0.025463488110363613
US30L,B_holdout,both,1.5N / none,all,False,75,or,581,-0.022841909050815557,0.52225,0.04724850113503064,0.8,0.0008701397051811259,-0.02371204875599668
US30L,B_holdout,both,1.5N / none,all,False,75,fresh,137,-0.024790073448648076,0.114,0.11621524160184313,0.6066666666666667,0.0008701397051811259,-0.0256602131538292
US30L,A_research,both,1.5N / none,all,False,150,none,1734,0.0067029900107083585,1.0,0.03580765088177708,,0.0067029900107083585,0.0
US30L,A_research,both,1.5N / none,all,False,150,m200,1305,-0.006156145727348178,0.463,0.0404496045423131,0.8533333333333334,0.0067029900107083585,-0.012859135738056537
US30L,A_research,both,1.5N / none,all,False,150,or,1399,-0.010657164263026748,0.558,0.03773407124938295,0.9366666666666666,0.0067029900107083585,-0.017360154273735107
US30L,A_research,both,1.5N / none,all,False,150,fresh,420,-0.004225409837767574,0.1725,0.09155800232009455,0.7333333333333333,0.0067029900107083585,-0.010928399848475934
US30L,B_holdout,both,1.5N / none,all,False,150,none,733,0.0008701397051811259,1.0,0.052205117519396056,,0.0008701397051811259,0.0
US30L,B_holdout,both,1.5N / none,all,False,150,m200,547,-0.02459334840518249,0.463,0.046463964855876456,0.81,0.0008701397051811259,-0.025463488110363613
US30L,B_holdout,both,1.5N / none,all,False,150,or,590,-0.028360773313953352,0.558,0.045639784222225914,0.8833333333333333,0.0008701397051811259,-0.029230913019134476
US30L,B_holdout,both,1.5N / none,all,False,150,fresh,199,-0.020147362210587123,0.1725,0.08901805694692229,0.5966666666666667,0.0008701397051811259,-0.021017501915768247
US30L,A_research,both,100pt / 100pt,any,True,30,none,1694,-0.001057722228997246,1.0,0.022525078032550556,,-0.001057722228997246,0.0
US30L,A_research,both,100pt / 100pt,any,True,30,m200,1434,-0.004799797135478485,0.53775,0.024236477962376633,0.46,-0.001057722228997246,-0.0037420749064812388
US30L,A_research,both,100pt / 100pt,any,True,30,or,1469,-0.006211911449461715,0.5715,0.023945789015500804,0.54,-0.001057722228997246,-0.005154189220464469
US30L,A_research,both,100pt / 100pt,any,True,30,fresh,183,-0.008907162641004511,0.0705,0.06691309344467601,0.5466666666666666,-0.001057722228997246,-0.007849440412007266
US30L,B_holdout,both,100pt / 100pt,any,True,30,none,742,-0.019997548173541796,1.0,0.026586808691699944,,-0.019997548173541796,0.0
US30L,B_holdout,both,100pt / 100pt,any,True,30,m200,604,-0.028451091838495608,0.53775,0.02951325920595388,0.8533333333333334,-0.019997548173541796,-0.008453543664953812
US30L,B_holdout,both,100pt / 100pt,any,True,30,or,624,-0.02997184233818599,0.5715,0.029082888724504402,0.8966666666666666,-0.019997548173541796,-0.009974294164644196
US30L,B_holdout,both,100pt / 100pt,any,True,30,fresh,88,-0.03122660819714089,0.0705,0.07737930976847336,0.6433333333333333,-0.019997548173541796,-0.011229060023599094
US30L,A_research,both,100pt / 100pt,any,True,75,none,1694,-0.001057722228997246,1.0,0.022525078032550556,,-0.001057722228997246,0.0
US30L,A_research,both,100pt / 100pt,any,True,75,m200,1434,-0.004799797135478485,0.53775,0.024236477962376633,0.46,-0.001057722228997246,-0.0037420749064812388
US30L,A_research,both,100pt / 100pt,any,True,75,or,1477,-0.007789960695974437,0.587,0.023891032529715413,0.63,-0.001057722228997246,-0.006732238466977191
US30L,A_research,both,100pt / 100pt,any,True,75,fresh,284,-0.010210544052256222,0.10725,0.053871028710089176,0.6366666666666667,-0.001057722228997246,-0.009152821823258977
US30L,B_holdout,both,100pt / 100pt,any,True,75,none,742,-0.019997548173541796,1.0,0.026586808691699944,,-0.019997548173541796,0.0
US30L,B_holdout,both,100pt / 100pt,any,True,75,m200,604,-0.028451091838495608,0.53775,0.02951325920595388,0.8533333333333334,-0.019997548173541796,-0.008453543664953812
US30L,B_holdout,both,100pt / 100pt,any,True,75,or,626,-0.03522244335110012,0.587,0.02898403026305243,0.98,-0.019997548173541796,-0.015224895177558324
US30L,B_holdout,both,100pt / 100pt,any,True,75,fresh,133,-0.045212737091697715,0.10725,0.061771546385972036,0.8666666666666667,-0.019997548173541796,-0.02521518891815592
US30L,A_research,both,100pt / 100pt,any,True,150,none,1694,-0.001057722228997246,1.0,0.022525078032550556,,-0.001057722228997246,0.0
US30L,A_research,both,100pt / 100pt,any,True,150,m200,1434,-0.004799797135478485,0.53775,0.024236477962376633,0.46,-0.001057722228997246,-0.0037420749064812388
US30L,A_research,both,100pt / 100pt,any,True,150,or,1481,-0.011621490791380345,0.6095,0.02389384141539729,0.7966666666666666,-0.001057722228997246,-0.0105637685623831
US30L,A_research,both,100pt / 100pt,any,True,150,fresh,412,-0.027240684627188493,0.154,0.04551983643992547,0.8966666666666666,-0.001057722228997246,-0.026182962398191248
US30L,B_holdout,both,100pt / 100pt,any,True,150,none,742,-0.019997548173541796,1.0,0.026586808691699944,,-0.019997548173541796,0.0
US30L,B_holdout,both,100pt / 100pt,any,True,150,m200,604,-0.028451091838495608,0.53775,0.02951325920595388,0.8533333333333334,-0.019997548173541796,-0.008453543664953812
US30L,B_holdout,both,100pt / 100pt,any,True,150,or,629,-0.034475084574208295,0.6095,0.028929847226102177,0.9766666666666667,-0.019997548173541796,-0.0144775364006665
US30L,B_holdout,both,100pt / 100pt,any,True,150,fresh,192,-0.027061129847140042,0.154,0.05187369617644145,0.64,-0.019997548173541796,-0.007063581673598246
US30L,A_research,both,100pt / 100pt,any,False,30,none,1694,-0.001057722228997246,1.0,0.022525078032550556,,-0.001057722228997246,0.0
US30L,A_research,both,100pt / 100pt,any,False,30,m200,1434,-0.004799797135478485,0.53775,0.024236477962376633,0.46,-0.001057722228997246,-0.0037420749064812388
US30L,A_research,both,100pt / 100pt,any,False,30,or,1469,-0.007176805678743853,0.57325,0.023946132684218663,0.6,-0.001057722228997246,-0.006119083449746607
US30L,A_research,both,100pt / 100pt,any,False,30,fresh,183,-0.02165420032863622,0.074,0.0668497609638651,0.7533333333333333,-0.001057722228997246,-0.020596478099638976
US30L,B_holdout,both,100pt / 100pt,any,False,30,none,742,-0.019997548173541796,1.0,0.026586808691699944,,-0.019997548173541796,0.0
US30L,B_holdout,both,100pt / 100pt,any,False,30,m200,604,-0.028451091838495608,0.53775,0.02951325920595388,0.8533333333333334,-0.019997548173541796,-0.008453543664953812
US30L,B_holdout,both,100pt / 100pt,any,False,30,or,624,-0.02925548290661778,0.57325,0.029090491457617294,0.8833333333333333,-0.019997548173541796,-0.009257934733075984
US30L,B_holdout,both,100pt / 100pt,any,False,30,fresh,89,-0.02259242277164294,0.074,0.07728729791404156,0.57,-0.019997548173541796,-0.0025948745981011455
US30L,A_research,both,100pt / 100pt,any,False,75,none,1694,-0.001057722228997246,1.0,0.022525078032550556,,-0.001057722228997246,0.0
US30L,A_research,both,100pt / 100pt,any,False,75,m200,1434,-0.004799797135478485,0.53775,0.024236477962376633,0.46,-0.001057722228997246,-0.0037420749064812388
US30L,A_research,both,100pt / 100pt,any,False,75,or,1477,-0.008083291106390741,0.591,0.023891031378442524,0.64,-0.001057722228997246,-0.007025568877393495
US30L,A_research,both,100pt / 100pt,any,False,75,fresh,284,-0.02000021927788766,0.114,0.053833330682585355,0.7866666666666666,-0.001057722228997246,-0.018942497048890415
US30L,B_holdout,both,100pt / 100pt,any,False,75,none,742,-0.019997548173541796,1.0,0.026586808691699944,,-0.019997548173541796,0.0
US30L,B_holdout,both,100pt / 100pt,any,False,75,m200,604,-0.028451091838495608,0.53775,0.02951325920595388,0.8533333333333334,-0.019997548173541796,-0.008453543664953812
US30L,B_holdout,both,100pt / 100pt,any,False,75,or,626,-0.03475106186723061,0.591,0.02899090358959694,0.9766666666666667,-0.019997548173541796,-0.014753513693688818
US30L,B_holdout,both,100pt / 100pt,any,False,75,fresh,135,-0.038019126768785896,0.114,0.06172908448558593,0.7833333333333333,-0.019997548173541796,-0.0180215785952441
US30L,A_research,both,100pt / 100pt,any,False,150,none,1694,-0.001057722228997246,1.0,0.022525078032550556,,-0.001057722228997246,0.0
US30L,A_research,both,100pt / 100pt,any,False,150,m200,1434,-0.004799797135478485,0.53775,0.024236477962376633,0.46,-0.001057722228997246,-0.0037420749064812388
US30L,A_research,both,100pt / 100pt,any,False,150,or,1482,-0.012894088652833436,0.62025,0.023883023104907804,0.8366666666666667,-0.001057722228997246,-0.011836366423836191
US30L,A_research,both,100pt / 100pt,any,False,150,fresh,416,-0.03766546184098665,0.1725,0.045159552835483716,0.98,-0.001057722228997246,-0.036607739611989404
US30L,B_holdout,both,100pt / 100pt,any,False,150,none,742,-0.019997548173541796,1.0,0.026586808691699944,,-0.019997548173541796,0.0
US30L,B_holdout,both,100pt / 100pt,any,False,150,m200,604,-0.028451091838495608,0.53775,0.02951325920595388,0.8533333333333334,-0.019997548173541796,-0.008453543664953812
US30L,B_holdout,both,100pt / 100pt,any,False,150,or,631,-0.03572740460423377,0.62025,0.028869730865804626,0.9766666666666667,-0.019997548173541796,-0.015729856430691976
US30L,B_holdout,both,100pt / 100pt,any,False,150,fresh,198,-0.024711673636680198,0.1725,0.0513036274393414,0.58,-0.019997548173541796,-0.004714125463138402
US30L,A_research,both,100pt / 100pt,all,True,30,none,1694,-0.001057722228997246,1.0,0.022525078032550556,,-0.001057722228997246,0.0
US30L,A_research,both,100pt / 100pt,all,True,30,m200,1305,-0.006469007112037649,0.463,0.025393991244124704,0.5333333333333333,-0.001057722228997246,-0.005411284883040403
US30L,A_research,both,100pt / 100pt,all,True,30,or,1348,-0.008374681255422818,0.49875,0.024980487960614636,0.62,-0.001057722228997246,-0.007316959026425572
US30L,A_research,both,100pt / 100pt,all,True,30,fresh,183,-0.008907162641004511,0.0705,0.06691309344467601,0.5466666666666666,-0.001057722228997246,-0.007849440412007266
US30L,B_holdout,both,100pt / 100pt,all,True,30,none,742,-0.019997548173541796,1.0,0.026586808691699944,,-0.019997548173541796,0.0
US30L,B_holdout,both,100pt / 100pt,all,True,30,m200,547,-0.023026942425212995,0.463,0.03102016770671937,0.65,-0.019997548173541796,-0.003029394251671199
US30L,B_holdout,both,100pt / 100pt,all,True,30,or,571,-0.02539340842760697,0.49875,0.030391234213400793,0.72,-0.019997548173541796,-0.005395860254065174
US30L,B_holdout,both,100pt / 100pt,all,True,30,fresh,88,-0.03122660819714089,0.0705,0.07737930976847336,0.6433333333333333,-0.019997548173541796,-0.011229060023599094
US30L,A_research,both,100pt / 100pt,all,True,75,none,1694,-0.001057722228997246,1.0,0.022525078032550556,,-0.001057722228997246,0.0
US30L,A_research,both,100pt / 100pt,all,True,75,m200,1305,-0.006469007112037649,0.463,0.025393991244124704,0.5333333333333333,-0.001057722228997246,-0.005411284883040403
US30L,A_research,both,100pt / 100pt,all,True,75,or,1363,-0.008843988333283849,0.51825,0.024862700593890414,0.6766666666666666,-0.001057722228997246,-0.007786266104286603
US30L,A_research,both,100pt / 100pt,all,True,75,fresh,284,-0.010210544052256222,0.10725,0.053871028710089176,0.6366666666666667,-0.001057722228997246,-0.009152821823258977
US30L,B_holdout,both,100pt / 100pt,all,True,75,none,742,-0.019997548173541796,1.0,0.026586808691699944,,-0.019997548173541796,0.0
US30L,B_holdout,both,100pt / 100pt,all,True,75,m200,547,-0.023026942425212995,0.463,0.03102016770671937,0.65,-0.019997548173541796,-0.003029394251671199
US30L,B_holdout,both,100pt / 100pt,all,True,75,or,580,-0.02989392043050558,0.51825,0.030120797749877463,0.8733333333333333,-0.019997548173541796,-0.009896372256963784
US30L,B_holdout,both,100pt / 100pt,all,True,75,fresh,133,-0.045212737091697715,0.10725,0.061771546385972036,0.8666666666666667,-0.019997548173541796,-0.02521518891815592
