feed,block,side,geom,read,strict,recency,arm,n,per,keep,mde,p,base,vs_none
US30I,C_forward,both,100pt / 100pt,any,True,75,fresh,57,-0.009962703748080462,0.11820083682008369,0.07601200815052399,0.56,-0.009814791627457724,-0.00014791212062273754
US30I,C_forward,both,100pt / 100pt,any,True,150,none,328,-0.009814791627457724,1.0,0.03156146640956123,,-0.009814791627457724,0.0
US30I,C_forward,both,100pt / 100pt,any,True,150,m200,273,-0.032448485992659766,0.5460251046025104,0.03418635394756832,0.9766666666666667,-0.009814791627457724,-0.02263369436520204
US30I,C_forward,both,100pt / 100pt,any,True,150,or,288,-0.024204053695305167,0.6234309623430963,0.03350607036917462,0.9133333333333333,-0.009814791627457724,-0.014389262067847443
US30I,C_forward,both,100pt / 100pt,any,True,150,fresh,93,-0.01185176420352257,0.1799163179916318,0.05961156619788257,0.6133333333333333,-0.009814791627457724,-0.002036972576064845
US30I,C_forward,both,100pt / 100pt,any,False,30,none,328,-0.009814791627457724,1.0,0.03156146640956123,,-0.009814791627457724,0.0
US30I,C_forward,both,100pt / 100pt,any,False,30,m200,273,-0.032448485992659766,0.5460251046025104,0.03418635394756832,0.9766666666666667,-0.009814791627457724,-0.02263369436520204
US30I,C_forward,both,100pt / 100pt,any,False,30,or,281,-0.03295577643882257,0.5836820083682008,0.03373594135638367,0.9833333333333333,-0.009814791627457724,-0.023140984811364843
US30I,C_forward,both,100pt / 100pt,any,False,30,fresh,39,0.007251061715347471,0.08368200836820083,0.09074658050850816,0.29333333333333333,-0.009814791627457724,0.017065853342805196
US30I,C_forward,both,100pt / 100pt,any,False,75,none,328,-0.009814791627457724,1.0,0.03156146640956123,,-0.009814791627457724,0.0
US30I,C_forward,both,100pt / 100pt,any,False,75,m200,273,-0.032448485992659766,0.5460251046025104,0.03418635394756832,0.9766666666666667,-0.009814791627457724,-0.02263369436520204
US30I,C_forward,both,100pt / 100pt,any,False,75,or,282,-0.027427511061484347,0.6077405857740585,0.033791425514415274,0.97,-0.009814791627457724,-0.017612719434026623
US30I,C_forward,both,100pt / 100pt,any,False,75,fresh,57,-0.003045859176099521,0.12761506276150628,0.07603715003819926,0.4533333333333333,-0.009814791627457724,0.0067689324513582035
US30I,C_forward,both,100pt / 100pt,any,False,150,none,328,-0.009814791627457724,1.0,0.03156146640956123,,-0.009814791627457724,0.0
US30I,C_forward,both,100pt / 100pt,any,False,150,m200,273,-0.032448485992659766,0.5460251046025104,0.03418635394756832,0.9766666666666667,-0.009814791627457724,-0.02263369436520204
US30I,C_forward,both,100pt / 100pt,any,False,150,or,288,-0.02565642402307412,0.6370292887029289,0.033482181495713005,0.9433333333333334,-0.009814791627457724,-0.015841632395616395
US30I,C_forward,both,100pt / 100pt,any,False,150,fresh,93,-0.012967546464713556,0.1997907949790795,0.05960432419150101,0.5966666666666667,-0.009814791627457724,-0.0031527548372558313
US30I,C_forward,both,100pt / 100pt,all,True,30,none,328,-0.009814791627457724,1.0,0.03156146640956123,,-0.009814791627457724,0.0
US30I,C_forward,both,100pt / 100pt,all,True,30,m200,233,-0.03419710777673451,0.46129707112970714,0.03687228287600654,0.9866666666666667,-0.009814791627457724,-0.024382316149276783
US30I,C_forward,both,100pt / 100pt,all,True,30,or,245,-0.03319090921624679,0.5,0.03600739889112438,0.98,-0.009814791627457724,-0.023376117588789064
US30I,C_forward,both,100pt / 100pt,all,True,30,fresh,39,0.008042882388625524,0.07740585774058577,0.0907163116868797,0.27,-0.009814791627457724,0.01785767401608325
US30I,C_forward,both,100pt / 100pt,all,True,75,none,328,-0.009814791627457724,1.0,0.03156146640956123,,-0.009814791627457724,0.0
US30I,C_forward,both,100pt / 100pt,all,True,75,m200,233,-0.03419710777673451,0.46129707112970714,0.03687228287600654,0.9866666666666667,-0.009814791627457724,-0.024382316149276783
US30I,C_forward,both,100pt / 100pt,all,True,75,or,247,-0.029368540403154047,0.5230125523012552,0.0359622538725794,0.9533333333333334,-0.009814791627457724,-0.019553748775696322
US30I,C_forward,both,100pt / 100pt,all,True,75,fresh,57,-0.009962703748080462,0.11820083682008369,0.07601200815052399,0.56,-0.009814791627457724,-0.00014791212062273754
US30I,C_forward,both,100pt / 100pt,all,True,150,none,328,-0.009814791627457724,1.0,0.03156146640956123,,-0.009814791627457724,0.0
US30I,C_forward,both,100pt / 100pt,all,True,150,m200,233,-0.03419710777673451,0.46129707112970714,0.03687228287600654,0.9866666666666667,-0.009814791627457724,-0.024382316149276783
US30I,C_forward,both,100pt / 100pt,all,True,150,or,259,-0.02354579355827704,0.553347280334728,0.035293231157985376,0.8866666666666667,-0.009814791627457724,-0.013731001930819317
US30I,C_forward,both,100pt / 100pt,all,True,150,fresh,93,-0.01185176420352257,0.1799163179916318,0.05961156619788257,0.6133333333333333,-0.009814791627457724,-0.002036972576064845
US30I,C_forward,both,100pt / 100pt,all,False,30,none,328,-0.009814791627457724,1.0,0.03156146640956123,,-0.009814791627457724,0.0
US30I,C_forward,both,100pt / 100pt,all,False,30,m200,233,-0.03419710777673451,0.46129707112970714,0.03687228287600654,0.9866666666666667,-0.009814791627457724,-0.024382316149276783
US30I,C_forward,both,100pt / 100pt,all,False,30,or,245,-0.03488303017649837,0.50418410041841,0.035963081417785626,0.99,-0.009814791627457724,-0.025068238549040642
US30I,C_forward,both,100pt / 100pt,all,False,30,fresh,39,0.007251061715347471,0.08368200836820083,0.09074658050850816,0.29333333333333333,-0.009814791627457724,0.017065853342805196
US30I,C_forward,both,100pt / 100pt,all,False,75,none,328,-0.009814791627457724,1.0,0.03156146640956123,,-0.009814791627457724,0.0
US30I,C_forward,both,100pt / 100pt,all,False,75,m200,233,-0.03419710777673451,0.46129707112970714,0.03687228287600654,0.9866666666666667,-0.009814791627457724,-0.024382316149276783
US30I,C_forward,both,100pt / 100pt,all,False,75,or,247,-0.029325740761052335,0.5303347280334728,0.03596300337134486,0.9533333333333334,-0.009814791627457724,-0.01951094913359461
US30I,C_forward,both,100pt / 100pt,all,False,75,fresh,57,-0.003045859176099521,0.12761506276150628,0.07603715003819926,0.4533333333333333,-0.009814791627457724,0.0067689324513582035
US30I,C_forward,both,100pt / 100pt,all,False,150,none,328,-0.009814791627457724,1.0,0.03156146640956123,,-0.009814791627457724,0.0
US30I,C_forward,both,100pt / 100pt,all,False,150,m200,233,-0.03419710777673451,0.46129707112970714,0.03687228287600654,0.9866666666666667,-0.009814791627457724,-0.024382316149276783
US30I,C_forward,both,100pt / 100pt,all,False,150,or,259,-0.02516078450189657,0.5669456066945606,0.03526598082479113,0.92,-0.009814791627457724,-0.015345992874438847
US30I,C_forward,both,100pt / 100pt,all,False,150,fresh,93,-0.012967546464713556,0.1997907949790795,0.05960432419150101,0.5966666666666667,-0.009814791627457724,-0.0031527548372558313
