feed,win,buf,side,ema,stop,tgt,flat,block,n,pct,tot,pf,win_r
US30L15,540-570,0.0,long,off,3.0,3.0,720,res,1378,0.018076380898306033,24.909252877865715,1.1038340646126348,0.5217706821480407
US30L15,540-570,0.0,long,off,3.0,3.0,720,lock,585,-0.022371869512077414,-13.087543664565288,0.8524824723738814,0.48034188034188036
US30L15,540-570,0.0,long,off,3.0,3.0,960,res,1378,0.01965018229181326,27.077951198118672,1.0817649785750059,0.4680696661828737
US30L15,540-570,0.0,long,off,3.0,3.0,960,lock,585,0.011694619771882927,6.841352566551513,1.0505988597628422,0.4376068376068376
US30L15,540-570,0.0,long,off,3.0,3.0,0,res,782,0.07699710914807063,60.21173935379124,1.1833996922541399,0.29411764705882354
US30L15,540-570,0.0,long,off,3.0,3.0,0,lock,305,0.08318144894864005,25.370341929335215,1.2339151421351673,0.2819672131147541
US30L15,540-570,0.0,long,off,-1.0,0.0,660,res,1183,-0.0005770871688349167,-0.6826941207317065,0.9990024706415761,0.3795435333896872
US30L15,540-570,0.0,long,off,-1.0,0.0,660,lock,504,-0.012000683280680519,-6.048344373462982,0.8851733336535239,0.3531746031746032
US30L15,540-570,0.0,long,off,-1.0,0.0,720,res,1183,0.005236369635116797,6.194625278343171,1.051633918452198,0.3609467455621302
US30L15,540-570,0.0,long,off,-1.0,0.0,720,lock,504,-0.014066877635211802,-7.0897063281467485,0.881184869617571,0.35912698412698413
US30L15,540-570,0.0,long,off,-1.0,0.0,960,res,1183,0.004220780505009542,4.993183337426289,1.0360065284147857,0.2975486052409129
US30L15,540-570,0.0,long,off,-1.0,0.0,960,lock,504,0.014087420449964933,7.1000599067823265,1.0893421693798953,0.2996031746031746
US30L15,540-570,0.0,long,off,-1.0,1.0,660,res,1183,-0.00850602151345756,-10.062623450420293,0.922026440959839,0.4657650042265427
US30L15,540-570,0.0,long,off,-1.0,1.0,660,lock,504,-0.012650816768849656,-6.376011651500227,0.8559158660163632,0.44246031746031744
US30L15,540-570,0.0,long,off,-1.0,1.0,720,res,1183,-0.007061439601681586,-8.353683048789316,0.9428940367745672,0.4716821639898563
US30L15,540-570,0.0,long,off,-1.0,1.0,720,lock,504,-0.020511663650715318,-10.337878479960521,0.7997861480613562,0.45634920634920634
