market,side,entry1,exit1,atr_len,atr_mult,pyr_step,max_units,adx_max,ext_max,ao_min,skip_win,res_sharpe,res_pf,res_n,res_R,res_dd,lk_sharpe,lk_pf,lk_n,lk_R,lk_dd
US30,long,17,17,30,2.0,0.7000000000000001,1,35.0,8.0,1.0,False,0.48731520807295775,1.156982308670264,484,0.06689165431019001,21.243513939889564,-0.8357992226986068,0.7855550947705614,273,-0.1206721443220719,44.301138604248216
US30,long,17,17,30,2.3,0.7000000000000001,1,35.0,8.0,1.0,False,0.3471796666747975,1.109268933265629,480,0.04272067257944875,19.546884858736085,-0.9025523661399509,0.7721258587563985,270,-0.11703643362271779,40.16204179404613
US30,long,18,17,30,2.0,0.7000000000000001,1,35.0,8.0,1.0,False,0.48132554125259575,1.1547571426287502,484,0.06594348990305068,21.243513939889564,-0.8357992226986068,0.7855550947705614,273,-0.1206721443220719,44.301138604248216
US30,long,21,19,29,2.1,0.7000000000000001,1,35.0,8.0,1.0,False,0.4567768600850135,1.1461141567368849,481,0.060422549265319314,19.502921408603417,-0.9338734558600112,0.7638298166911658,272,-0.13003968037185212,44.95684446357505
US30,long,15,16,30,2.2,0.9,1,35.0,8.0,1.0,False,0.3893254535134378,1.1232731537073832,481,0.04959534195802047,20.177949258133093,-0.8747425579919812,0.7780512414727497,270,-0.11777383049541798,42.40619407767349
US30,long,19,18,28,2.0,0.7000000000000001,1,35.0,8.0,1.0,False,0.4869913991951793,1.1567240263189988,484,0.06715145182533384,21.180665805954085,-0.8640105786410371,0.7792955296514702,274,-0.12511187199362078,44.49186553747393
US30,long,15,18,28,2.0,0.9,1,35.0,8.0,1.0,False,0.4953875713671042,1.1598150177256494,484,0.06842593357799134,21.180665805954085,-0.8640105786410371,0.7792955296514702,274,-0.12511187199362078,44.49186553747393
US30,long,14,16,30,2.4000000000000004,0.9,1,35.0,1.5,1.0,False,0.27149906258481993,1.1671085221858044,119,0.05589998814812606,4.610570951841764,0.17955656601136893,1.0915431158959807,86,0.041337808533438304,13.418868964268643
US30,long,16,19,28,2.3,0.8,1,35.0,8.0,1.0,False,0.34441576755981845,1.1083071656361725,480,0.04268945241365521,19.547654868014135,-0.9422368304969306,0.7632131326585844,271,-0.12245455781784648,41.542761352307565
US30,long,19,18,28,2.0,0.7000000000000001,1,35.0,8.0,1.0,False,0.4869913991951793,1.1567240263189988,484,0.06715145182533384,21.180665805954085,-0.8640105786410371,0.7792955296514702,274,-0.12511187199362078,44.49186553747393
US30,long,18,20,28,2.1,0.7000000000000001,1,35.0,8.0,1.0,False,0.4414414210747334,1.1406060314481568,482,0.05850327370754348,20.231305807087104,-0.9269245973618104,0.7655977335963953,273,-0.12928536369677432,44.82939249038307
US30,long,20,18,30,2.7,0.5,1,35.0,8.0,1.0,False,0.35972479095466253,1.1143076104183898,477,0.03859190711505175,14.318168213045537,-0.8183958767539177,0.7878020969227817,262,-0.09613819817997833,34.583570186815436
US30,long,16,16,29,2.0,0.7000000000000001,1,35.0,8.0,1.0,False,0.4857853601076987,1.1564747372510036,484,0.06687987467578294,21.181518754153394,-0.8538275444658822,0.7811552998307618,273,-0.12326552794746579,43.79676721594943
US30,long,13,19,28,2.2,0.8,1,35.0,8.0,1.0,False,0.3951714251537118,1.1250886458647382,482,0.050779944830153155,21.20896946138467,-0.8818006408501935,0.7762700791243242,272,-0.11848952034439103,41.14843372569426
US30,long,22,17,30,1.5,0.6000000000000001,1,45.0,8.0,1.0,False,0.37919497419243553,1.1190941005875867,504,0.06306887423338095,30.573482866386414,-0.8872778858578101,0.7782774073900894,284,-0.14800466135184223,57.02359213045055
US30,long,10,18,29,2.0,0.9,1,35.0,8.0,1.0,False,0.541694855646139,1.1754980428509403,487,0.07452300314901844,20.935424355989394,-0.8554323126846218,0.7809019808290454,275,-0.12290142983392761,43.94317129062134
US30,long,14,20,29,2.3,0.9,1,30.0,8.0,1.0,False,0.34219352397362635,1.1074955309594452,480,0.04243443767476365,20.547096563848182,-0.9802050828158294,0.7552349404240085,271,-0.12694257464414868,42.701679542730616
US30,long,10,15,30,2.1,1.0,1,0.0,8.0,-0.5,False,-0.1542336038436493,0.9677635716514784,936,-0.014250619486433826,39.67846532888345,-0.7175938354437278,0.8628995865040497,554,-0.07047198929064719,53.54277529482413
US30,long,16,21,29,2.2,0.5,1,35.0,8.0,1.0,False,0.39473975937058403,1.1251183017681825,481,0.050508004616206,20.45527503077369,-0.869820417842373,0.778354869043877,270,-0.11703915704145047,40.67815844476217
US30,long,19,18,28,2.0,0.8,1,35.0,8.0,1.0,False,0.4869913991951793,1.1567240263189988,484,0.06715145182533384,21.180665805954085,-0.8640105786410371,0.7792955296514702,274,-0.12511187199362078,44.49186553747393
US30,long,17,17,29,2.0,0.7000000000000001,1,35.0,8.0,1.0,False,0.49810284368741087,1.1608293214873149,484,0.06856502072465831,21.181518754153394,-0.8363601836503787,0.7847777329952544,273,-0.12066561195300078,43.08699014946048
US30,long,12,17,30,2.1,1.0,1,35.0,8.0,1.0,False,0.48017628982410704,1.153753416654175,483,0.06349899660531702,21.097355915145922,-0.9252043518935847,0.7670115682839397,272,-0.12835264858493817,44.984386874831074
US30,long,17,16,29,1.9,0.6000000000000001,1,35.0,8.0,1.0,False,0.48289697772042944,1.1547571032802468,488,0.06880136829542605,21.836923634419662,-0.7431998724232527,0.8060240919033872,273,-0.11146002998616583,41.858502292137025
US30,long,21,19,29,1.7000000000000002,0.8,1,35.0,8.0,1.0,False,0.47352065214058253,1.1507165951257858,494,0.07305077558775651,27.367383546438774,-0.8352077447048201,0.7891585903336601,277,-0.1298066278606686,49.95691029106858
US30,long,15,20,30,1.8,0.5,1,35.0,8.0,0.5,False,0.2428617796092038,1.064390895052282,648,0.03128388255250332,23.87128307401652,-0.7315936037372485,0.8383615702448576,381,-0.09220155444714705,64.30997622573909
US30,long,13,15,28,2.4000000000000004,0.7000000000000001,1,35.0,8.0,1.0,False,0.3039437380828425,1.0949553167179389,482,0.036207126474380416,19.056201143019347,-0.9905685091566876,0.7533794363919445,271,-0.12382128180320227,41.398244544686136
US30,long,22,21,29,1.6,0.9,1,35.0,1.5,1.0,False,0.2575878262950299,1.1553526928250235,119,0.07285883000032986,10.587751080024791,0.13133861689654694,1.069121532439871,88,0.04101588709875658,17.6692949489777
US30,long,10,17,30,1.9,0.6000000000000001,1,35.0,8.0,1.0,False,0.5567269353383241,1.1804232195934379,490,0.07930513442824634,21.550170558255893,-0.7413107557526523,0.8071329605192037,275,-0.11069130859909694,42.398418124437946
US30,long,11,17,30,1.9,0.7000000000000001,1,35.0,8.0,1.0,False,0.5494414611818881,1.177997083594602,490,0.07826532757260962,21.80543764279979,-0.7475925523678902,0.8056708391503363,274,-0.1118244462846142,42.598206541670585
US30,long,13,17,30,1.9,0.7000000000000001,1,35.0,8.0,1.0,False,0.5114005423902726,1.1649251161024667,488,0.0729827393354716,22.735414421316968,-0.7475925523678902,0.8056708391503363,274,-0.1118244462846142,42.598206541670585
US30,long,10,17,30,2.2,0.7000000000000001,1,35.0,8.0,1.0,False,0.4450847386509424,1.141743702424993,484,0.05665125260832611,20.096876598114495,-0.878863447695708,0.7772641322328199,272,-0.11776807627372193,41.49788671092261
US30,long,12,14,30,1.8,0.7000000000000001,1,35.0,8.0,1.0,False,0.5347131084149719,1.171655280383008,493,0.07872307741000938,23.494178952052433,-0.8599789524046926,0.7844746658352401,277,-0.1285069154130484,50.697439844886766
US30,long,12,14,30,1.7000000000000002,0.8,1,35.0,2.5,1.0,False,0.13360988380363628,1.063179789275794,180,0.030689550917972624,9.319193206860534,0.24337231497851447,1.112054285072844,121,0.06181757030189891,20.17403962572026
US30,long,10,16,30,1.8,0.7000000000000001,1,35.0,8.0,1.0,False,0.5317702695176486,1.1701251389357712,494,0.07835581275988063,22.404675914749525,-0.8904083782305411,0.7781029210060226,278,-0.13329861798014817,50.92334894298183
US30,long,10,15,30,1.8,0.8,1,45.0,8.0,1.0,False,0.5239782575518934,1.1673679027190365,495,0.07699093980368221,22.404675914749525,-0.8867284521656786,0.778864688439796,278,-0.1327110820249507,50.85983523538424
US30,long,10,14,28,1.4,0.9,1,45.0,8.0,1.0,False,0.4386917374944163,1.13849912397688,516,0.07628915750414622,31.089422832898023,-0.9933028573793267,0.7564587663286886,290,-0.16735346980817162,62.91058731450753
US30,long,13,15,30,1.5,0.8,1,45.0,8.0,1.0,False,0.3862681982698379,1.121248827506389,507,0.06426650078529986,31.009766079108992,-0.9089378582750721,0.7739368298167684,285,-0.1512159660569364,57.02506386799769
US30,long,11,10,29,1.8,0.8,1,45.0,8.0,0.25,False,0.21700035572777907,1.0538437028394814,750,0.02534697859001631,25.108469579431624,-0.28429940897338846,0.9363901991718661,436,-0.034051831388295845,41.03928955349906
US30,long,14,16,30,1.7000000000000002,0.8,1,45.0,8.0,-999.0,False,-0.1639568691342266,0.9666875274061786,998,-0.017321097920035933,53.13040519131633,-0.5325496294192889,0.9005728312010904,611,-0.05709748948455241,61.84538117136724
US30,long,12,16,30,1.8,0.7000000000000001,1,26.0,8.0,1.0,False,0.5266109352596383,1.1689104887289752,490,0.07815205426865228,23.655766659091775,-0.9494569186940016,0.7646321408646638,277,-0.14154707272894868,50.88566605782398
US30,long,10,16,29,1.8,0.7000000000000001,1,26.0,8.0,1.0,False,0.5309445749638528,1.169971109726304,492,0.07881804962448274,22.402053049888192,-0.8957352572951408,0.7763645118462511,278,-0.13392832163358925,49.372135628759054
US30,long,10,16,29,1.6,0.7000000000000001,1,26.0,8.0,1.0,False,0.4353151150278795,1.137123516352014,502,0.07028572488729827,29.26238003052915,-1.036241740386528,0.7480144282376034,285,-0.16421093475925375,57.212399269834286
US30,long,12,15,28,1.8,0.9,1,26.0,8.0,1.0,False,0.4981781397570478,1.1588272779293929,491,0.07429289953540776,24.077243209909664,-0.9585679089963159,0.7643553533785096,279,-0.1425685724500387,50.355774705658355
US30,long,12,13,28,1.8,0.9,1,26.0,8.0,1.0,False,0.5264173372528257,1.1688440652192114,491,0.07830151217148995,23.50529433108212,-0.9386075807546049,0.7686513306183532,279,-0.13918715482841942,49.4123591892266
US30,long,12,12,28,1.8,0.8,1,26.0,0.0,-0.5,False,0.0032495760071549105,1.0006982660714832,936,0.0003394988123511543,41.24784682210936,-0.6614001347864964,0.8730628854569114,563,-0.07196518142735123,67.67310373748666
US30,long,11,11,30,1.7000000000000002,0.8,1,26.0,5.0,1.0,False,0.06060805499423219,1.0207394312820106,370,0.01030614821502104,30.040051744513256,-0.8049225814410234,0.7696541468004038,205,-0.1362651068379305,40.31712102906013
US30,long,13,14,29,1.9,1.0,1,26.0,8.0,1.0,False,0.5007654846637708,1.1611315091877867,488,0.07134819611369571,21.590089665088392,-0.7368972222808913,0.8076476499895179,274,-0.10990236340948369,41.63194893571182
US30,long,12,14,30,1.4,1.0,1,26.0,8.0,0.5,False,0.0956398633520834,1.0246683034458044,681,0.014426822118009915,30.59447454512516,-0.6404235165603687,0.855496511576514,391,-0.09340914170345758,74.6797761255209
US30,long,13,15,28,1.9,1.1,1,26.0,8.0,1.0,False,0.4812773925494264,1.1541902918540945,488,0.06891924386262407,21.85233825551107,-0.7548937109799061,0.8050488167254837,275,-0.11310299850272998,42.06249575795808
US30,long,10,14,29,1.8,0.9,1,26.0,8.0,1.0,False,0.5352073291444587,1.1715079590534887,493,0.0791398379770419,22.245056521559714,-0.8620883648250546,0.7835073938301358,278,-0.12846870585691653,49.09515166537593
US30,long,10,13,29,1.6,0.9,1,26.0,8.0,1.0,False,0.44711257923361314,1.1412296110926432,503,0.07186963021443546,28.550450263885445,-0.9929909470109336,0.7567781421722406,285,-0.15666442719628024,55.06164461438685
US30,long,12,15,30,1.9,1.0,1,26.0,8.0,1.0,False,0.5253001532980147,1.1697336725759884,487,0.07519867207059484,22.05130389613136,-0.818493276701746,0.7891183461950412,274,-0.12187200744984733,44.215896520001635
US30,long,12,15,30,1.8,1.0,1,26.0,8.0,1.0,False,0.5188076681737377,1.1661443655934387,491,0.07677647717124497,23.655766659091775,-0.94686191948521,0.7651680861932053,277,-0.1411258445883325,50.86880715082061
US30,long,12,13,30,1.5,1.0,1,26.0,8.0,1.0,False,0.4355635875948655,1.1380119725471398,505,0.07282016959418619,30.44606241627897,-0.93369981157064,0.7677878729897336,285,-0.15378521208739862,55.21827517915233
US30,long,10,14,30,1.8,1.0,1,26.0,8.0,1.0,False,0.533467968810235,1.17091025812945,493,0.07860758663723431,22.243088207710183,-0.9147910419666028,0.7719781329472017,278,-0.1357386651638696,50.64716695843264
US30,long,10,11,30,1.7000000000000002,1.0,1,26.0,8.0,1.0,False,0.5043227373495321,1.161200561825378,501,0.07657343120672265,26.833491982362272,-0.787127274780038,0.7998490127054879,280,-0.11995182426557811,47.13641637212993
US30,long,10,11,30,1.6,1.1,1,26.0,1.5,1.0,False,0.23940638389500318,1.1439102301553374,119,0.06666127738913481,11.011341661179667,0.26275439593497746,1.1472198486223981,86,0.08208085523756549,16.557808895673027
US30,long,14,11,30,1.7000000000000002,1.0,1,26.0,2.5,1.0,False,0.1174030780087944,1.0557199858907225,179,0.02662976424088308,9.041056748861088,0.18194255329630668,1.084691512810478,118,0.046027137571683585,19.411861291171533
US30,long,10,12,30,1.8,1.1,1,26.0,8.0,1.0,False,0.55436489116036,1.1785406032104027,495,0.0811136932637601,22.154834282135372,-0.9245230893463655,0.7705986098720323,279,-0.13548876900510246,48.9342695058897
US30,long,10,9,30,1.8,1.1,1,26.0,8.0,1.0,False,0.5298913415367179,1.1710140960866697,504,0.07467986821936577,20.646020992495853,-0.8129312494189722,0.7934656130036427,282,-0.11563864337547361,43.19637815861329
US30,long,11,15,30,1.8,1.1,1,26.0,8.0,1.0,False,0.5133976985259152,1.1639747879743068,493,0.07573550316208642,22.67412450399031,-0.94686191948521,0.7651680861932053,277,-0.1411258445883325,50.86880715082061
US30,long,11,7,30,1.8,1.1,1,26.0,8.0,1.0,False,0.45174632789502656,1.1443497916488912,513,0.061308208110988215,20.700171281324383,-0.9012898366001335,0.7742982089246607,289,-0.12075797733260629,44.61891909095957
US30,long,11,13,30,1.8,1.1,1,26.0,8.0,1.0,False,0.5426566076026778,1.1744030023291299,493,0.0798367436285172,22.512536796950968,-0.9759192220781402,0.7600723599386017,278,-0.1437545274257622,51.016492936180725
US30,long,10,10,29,1.7000000000000002,1.2000000000000002,1,26.0,8.0,1.0,False,0.4735879773483356,1.1510929007231887,505,0.07080896348266331,25.75787874813431,-0.7225973741249887,0.8143048727479183,281,-0.10954593867094467,44.86013612171989
US30,long,14,14,30,1.5,1.2000000000000002,1,26.0,8.0,1.0,False,0.3848861361543464,1.1209091171454726,505,0.06427923201358166,31.009766079108992,-0.9448883872608291,0.7654846314572799,285,-0.15577786971877836,55.78618260409556
US30,long,12,13,29,1.9,1.1,1,26.0,8.0,1.0,False,0.5509471289582741,1.1787118720327414,488,0.0785166960820515,21.577429777295567,-0.7887342113740957,0.7967219376084681,275,-0.11661721952864318,41.83650207911793
US30,long,15,12,29,1.9,1.1,1,26.0,8.0,-999.0,False,-0.19532504143061857,0.9596696376187824,965,-0.01896469153282232,49.33309251969908,-0.4738788316292102,0.9081538289390776,578,-0.04891064690893541,57.833748007818464
US30,long,10,13,29,1.6,1.1,1,26.0,8.0,1.0,False,0.44711257923361314,1.1412296110926432,503,0.07186963021443546,28.550450263885445,-0.9929909470109336,0.7567781421722406,285,-0.15666442719628024,55.06164461438685
US30,long,11,10,29,2.1,1.1,1,26.0,8.0,0.25,False,0.1628525852367996,1.0404042919250545,740,0.016860361852424025,25.072588281431024,-0.33870924126578894,0.923091591360219,427,-0.03658054406760956,35.525943075362505
US30,long,12,13,30,1.8,1.0,1,26.0,8.0,1.0,False,0.5481090929246214,1.1766295932622277,491,0.08089442330149012,23.494178952052433,-0.9759192220781402,0.7600723599386017,278,-0.1437545274257622,51.016492936180725
US30,long,13,13,10,1.9,1.0,1,26.0,8.0,1.0,False,0.4935449925655799,1.158021683203025,496,0.07416856576112901,22.5884253370972,-0.7767500072434669,0.797168840430555,270,-0.12009851808524327,52.39393879433351
US30,long,14,9,30,1.7000000000000002,0.9,1,26.0,8.0,1.0,False,0.4492641299683695,1.1435139477431249,505,0.06655872851825399,25.604056347624432,-0.7068553473461016,0.8170142095507601,281,-0.10540871552226853,41.42382771653324
US30,long,12,12,30,1.8,1.2000000000000002,1,26.0,8.0,1.0,False,0.5524191218958058,1.1783283969773826,493,0.08108136751557726,23.40592502647762,-0.9279101623875686,0.7698126707290698,278,-0.13617348358150183,48.98913138912362
US30,long,12,12,29,1.9,1.2000000000000002,1,26.0,8.0,1.0,False,0.5372866509616049,1.1738382054988157,491,0.07595718616793237,21.49336294909564,-0.7358483728936077,0.8083642816881061,275,-0.10835483344486897,40.28195946665964
US30,long,15,12,29,1.8,1.1,1,26.0,3.5,0.0,False,0.017096044561178324,1.0049365697329165,500,0.002283957857223118,20.39392931085878,-0.33920381047752224,0.9091508147183557,303,-0.04930584237846994,34.583353238911656
US30,long,12,9,29,1.6,1.2000000000000002,1,26.0,8.0,1.0,True,0.38898529736099674,1.128931716199419,435,0.06469160393252137,20.653170542970425,-0.6965190431041941,0.809594742330685,255,-0.11624242196462506,38.33628756667205
US30,long,11,12,30,1.7000000000000002,1.2000000000000002,1,26.0,0.0,1.0,False,0.5667724588290171,1.1787745191526988,519,0.08563717527496187,23.79253146781069,-0.7407402329008452,0.817156700236795,300,-0.10997295055335239,48.5212724870069
US30,long,15,12,30,2.1,1.2000000000000002,1,26.0,0.0,-0.5,False,-0.12181866210679694,0.9736788023222043,900,-0.0113714958195976,38.51752669931045,-0.7038517257263588,0.8640538405444634,541,-0.07001503192235804,58.87350671419063
US30,long,10,11,30,1.7000000000000002,1.2000000000000002,1,26.0,0.0,1.0,False,0.5539551613474887,1.1742544232523702,522,0.08299721955782134,24.524686492475727,-0.7070733699635428,0.8243785050623956,302,-0.10429376569265067,47.49791453239449
US30,long,10,11,30,1.7000000000000002,1.2000000000000002,1,26.0,0.0,1.0,False,0.5539551613474887,1.1742544232523702,522,0.08299721955782134,24.524686492475727,-0.7070733699635428,0.8243785050623956,302,-0.10429376569265067,47.49791453239449
US30,long,10,11,30,1.7000000000000002,1.3,1,26.0,0.0,1.0,False,0.5539551613474887,1.1742544232523702,522,0.08299721955782134,24.524686492475727,-0.7070733699635428,0.8243785050623956,302,-0.10429376569265067,47.49791453239449
US30,long,11,11,29,1.7000000000000002,1.3,1,26.0,0.0,1.0,False,0.5715094577438182,1.1807958024695988,521,0.08596970069778571,24.701701697936873,-0.7043106919707692,0.8249245690241218,301,-0.10450262136895612,47.933487652254854
US30,long,14,11,30,1.5,1.4000000000000001,1,26.0,0.0,1.0,False,0.4699580773987306,1.1468070081119648,528,0.07667665648675412,27.288621515097184,-1.0072093090967464,0.759627125471786,312,-0.15682280627356882,62.26526253055751
US30,long,11,12,29,1.6,1.3,1,26.0,0.0,1.0,False,0.5371794699527072,1.1688679756380094,524,0.08485612985662815,23.09801643398138,-1.0221146452118268,0.7579059687511102,309,-0.154581232896687,59.84087044090295
US30,long,13,12,29,1.6,1.3,1,26.0,0.0,1.0,False,0.503240543296414,1.1576524766537977,522,0.07959922911655505,24.206161554204343,-1.0221146452118268,0.7579059687511102,309,-0.154581232896687,59.84087044090295
US30,long,11,10,29,1.7000000000000002,1.3,1,26.0,0.0,1.0,False,0.5288040403931379,1.166490513788947,525,0.07817886359933833,23.739367225377755,-0.6524347951298369,0.8365031186495079,302,-0.09592187959916265,45.56874099192993
US30,long,11,11,29,1.4,1.2000000000000002,1,26.0,0.0,1.0,False,0.49594874857634613,1.1549141399778917,537,0.0840995311643837,25.279961032850103,-1.020453637057862,0.7582440908125732,315,-0.1631117605801042,63.66169479175296
US30,long,14,12,30,1.6,1.4000000000000001,1,26.0,0.0,0.5,False,0.11335756624290641,1.0291076145861513,687,0.015673779807772546,33.250567691445895,-0.7646255832063502,0.834705579375578,407,-0.09992194285290203,73.43246446271138
US30,long,12,12,30,1.7000000000000002,1.3,1,26.0,0.0,1.0,False,0.5713249291536411,1.180649123085477,517,0.08659124446809617,24.83191727909459,-0.7407402329008452,0.817156700236795,300,-0.10997295055335239,48.5212724870069
US30,long,12,12,30,1.7000000000000002,1.3,1,26.0,0.0,1.0,False,0.5713249291536411,1.180649123085477,517,0.08659124446809617,24.83191727909459,-0.7407402329008452,0.817156700236795,300,-0.10997295055335239,48.5212724870069
US30,long,12,12,30,1.7000000000000002,1.3,1,26.0,0.0,1.0,False,0.5713249291536411,1.180649123085477,517,0.08659124446809617,24.83191727909459,-0.7407402329008452,0.817156700236795,300,-0.10997295055335239,48.5212724870069
US30,long,13,11,29,1.5,1.3,1,26.0,0.0,1.0,False,0.446578540874172,1.1391235890943618,529,0.07291647323414618,27.147300842428518,-1.0000170658347125,0.7610206533602475,312,-0.15645521362936002,62.68617370093206
US30,long,13,12,30,1.7000000000000002,1.3,1,26.0,0.0,1.0,False,0.5436170012161817,1.1713262039433592,517,0.08220314146970616,24.83191727909459,-0.7407402329008452,0.817156700236795,300,-0.10997295055335239,48.5212724870069
US30,long,15,12,30,1.7000000000000002,1.3,1,26.0,0.0,1.0,False,0.534965825231046,1.1684171299173443,516,0.0808332166906727,24.43135208928193,-0.7177412288488998,0.8219662303964699,299,-0.10680968921651413,48.519973895053504
US30,long,13,10,30,1.6,1.4000000000000001,1,26.0,0.0,1.0,False,0.47546641833452497,1.148872406861485,526,0.0735043003274782,24.320951795589146,-0.7933333853838802,0.8059836209002325,307,-0.1191469309940128,50.8314178278478
US30,long,12,12,30,1.4,1.3,1,26.0,0.0,1.0,False,0.4943799373830645,1.1545280654514902,533,0.08444067055535946,27.1186429502754,-1.0432114791795302,0.7539382394046755,314,-0.16663456434199564,63.98836658744117
US30,long,14,11,30,1.7000000000000002,1.3,1,26.0,0.0,1.0,False,0.5383704453283722,1.1697919531813534,519,0.08081377547268279,25.849370810014577,-0.7098271543128538,0.8237230804183607,301,-0.10482892923608977,47.554704993277
US30,long,15,11,30,1.7000000000000002,1.2000000000000002,1,0.0,0.0,1.0,False,0.5328513076687149,1.1678205771855341,520,0.07961960680919564,25.448805620201913,-0.6311966036046489,0.8416307904015846,300,-0.09393678377313823,47.55470499327699
US30,long,16,9,30,1.7000000000000002,1.2000000000000002,1,26.0,0.0,1.0,False,0.5054880278295096,1.1592845672705607,524,0.07400546038653391,22.830844820359886,-0.6040999992197914,0.8465761555588528,302,-0.0875406690604301,41.78532587679779
US30,long,13,13,29,1.7000000000000002,1.3,1,26.0,0.0,1.0,False,0.5537557540956605,1.1747850359906171,515,0.08439163697138309,25.919751861489104,-0.773779083045515,0.8101988884294635,300,-0.11573602662963185,50.655834362393946
US30,long,14,13,30,1.9,1.4000000000000001,1,26.0,0.0,1.0,False,0.5890542022230739,1.18843111379134,507,0.08272724414417518,20.99554284463435,-0.7668359828159054,0.8089040952758819,297,-0.10897809119923771,44.196798407004856
US30,long,14,13,30,1.7000000000000002,1.5,1,26.0,0.0,1.0,False,0.5430929849694988,1.1710148061129153,515,0.0825336605337446,26.045043682386083,-0.7813228680782173,0.8085988795304285,300,-0.11633851435017642,50.34605718195701
US30,long,13,13,30,1.9,1.5,1,26.0,0.0,1.0,False,0.5890542022230739,1.18843111379134,507,0.08272724414417518,20.99554284463435,-0.7668615487399385,0.8088985462363766,297,-0.1089820033139296,44.19796030506834
US30,long,13,13,30,1.5,1.5,1,26.0,0.0,1.0,False,0.47819339405044514,1.1493217032820278,525,0.07884895149532245,26.920875641208546,-1.0468250284016225,0.7520763622375312,311,-0.1638982929124835,64.2446805743432
US30,long,16,13,30,1.9,1.4000000000000001,1,30.0,0.0,1.0,False,0.5824885164007451,1.1860636698257743,507,0.08161364354594634,20.99554284463435,-0.6902945313993349,0.8262653818827346,296,-0.09879646781280782,43.76420618656162
US30,long,16,13,30,1.9,1.4000000000000001,1,30.0,0.0,1.0,True,0.35564727333221335,1.1143536457320373,443,0.051746578697619644,19.43126760006794,-0.6071034466995987,0.8391604110915174,266,-0.09124566381927257,35.51326960229692
US30,long,14,13,30,1.9,1.5,1,18.0,0.0,1.0,False,0.6722359586977636,1.2220722763868996,485,0.0964898337380267,21.53396416428366,-0.8517596134671825,0.7840095988505748,282,-0.12418954492424528,46.857719204943805
US30,long,15,10,30,1.9,1.4000000000000001,1,18.0,0.0,1.0,False,0.6442885316103676,1.212710816283207,491,0.08979554791479459,20.780282431366594,-0.7146572687668347,0.8135732065741159,282,-0.10246062363237177,42.73470812867873
US30,long,15,10,30,1.9,1.4000000000000001,1,18.0,0.0,0.0,False,0.17446836225492618,1.0438086476348787,718,0.01957060916552473,27.32592999189581,-0.05595025467648041,0.9865728298997709,412,-0.006836435276768428,39.56899549077849
US30,long,13,11,30,1.9,1.4000000000000001,1,18.0,0.0,1.0,False,0.6619538387065474,1.2181375473064424,489,0.09366573517581804,20.780282431366594,-0.7461510466229138,0.8068990843147891,282,-0.10787904050642363,43.101355355308556
US30,long,16,11,30,1.9,1.5,1,18.0,0.0,1.0,False,0.6648020062705647,1.2193119264711503,488,0.09427208568329568,20.780282431366594,-0.7212678436825138,0.8123065232303666,281,-0.10453073189025451,43.10135535530856
US30,long,17,11,30,2.0,1.5,1,18.0,0.0,1.0,False,0.6768370820595894,1.2243121143193745,485,0.0921864499244548,20.79126830979816,-0.81722651540915,0.790710036621982,281,-0.1137547417456938,44.30689113997959
US30,long,18,10,29,2.0,1.5,1,18.0,0.0,1.0,False,0.666135660288615,1.2212502230810487,488,0.0891926812176903,20.801131180234194,-0.7959881572709928,0.7951729263110934,282,-0.11004059400482245,43.861789971320334
US30,long,18,8,30,2.1,1.5,1,18.0,0.0,1.0,False,0.6525829324147169,1.2174698580230212,494,0.08095502475168355,17.26460369605203,-0.9446691380529942,0.7658129129837831,284,-0.1164257718905385,45.449061351180596
US30,long,18,7,29,2.1,1.5,1,18.0,0.0,-999.0,False,-0.2556467752691194,0.9418967709061618,808,-0.023406883979253765,25.81457293175796,-0.20435463713837482,0.9546762580865205,465,-0.0205862054979455,41.07647025445374
US30,long,20,8,30,2.0,1.5,1,18.0,0.0,1.0,False,0.681788153201835,1.2281864481177363,494,0.08829770204242239,19.31582366051869,-0.9374543754147115,0.7669993698277469,287,-0.12017017601834333,46.677189586317866
US30,long,19,6,30,2.0,1.5,1,18.0,0.0,0.25,False,0.0881630068135765,1.0225407041491934,699,0.00899703552989967,25.614730191348144,-0.47960180510102335,0.8889047802561164,400,-0.051870360697416656,40.803705142357884
US30,long,20,8,30,2.1,1.5,1,18.0,0.0,1.0,False,0.6609895959149843,1.2208328076861463,493,0.08214675055619979,17.26460369605203,-0.9446691380529942,0.7658129129837831,284,-0.1164257718905385,45.449061351180596
US30,long,20,9,30,2.2,1.5,1,18.0,0.0,1.0,False,0.6280190613768858,1.2084640496331092,488,0.0767303972582861,17.980851871584235,-0.9336061643813498,0.7688690436672374,281,-0.11402983822440589,42.058195170865375
US30,long,20,9,30,2.2,1.5,1,18.0,0.0,1.0,False,0.6280190613768858,1.2084640496331092,488,0.0767303972582861,17.980851871584235,-0.9336061643813498,0.7688690436672374,281,-0.11402983822440589,42.058195170865375
US30,long,19,8,30,2.2,1.5,1,18.0,0.0,1.0,False,0.641219120719031,1.2133646540261276,493,0.07649777801098648,16.899999367172633,-0.9789948641326832,0.7584527710881966,284,-0.1160440152614472,44.414090553324684
US30,long,20,9,30,2.2,1.5,1,18.0,0.0,1.0,False,0.6280190613768858,1.2084640496331092,488,0.0767303972582861,17.980851871584235,-0.9336061643813498,0.7688690436672374,281,-0.11402983822440589,42.058195170865375
