tf,entry_n,exit_n,stop,tp_r,chop_max,adx_min,session,vol_policy,side,n,pf,sharpe,sortino,dd,retdd,calmar,win,net,R,top1,score_norobust,market,block,trades_per_year,robust,score
30,55,30,2.0,2.0,40.0,25.0,"(480, 720)","(2.5, 1.5)",-1,85,1.2694993028663686,0.6955183223018164,1.4429735761831832,8.342061988663902,1.6131594859759038,0.7351106518371207,0.4,13.457076429612188,0.1583185462307316,0.1465576519315371,0.19017212943007722,NQ,train,38.73417721518987,1.0,0.3331085080699856
30,55,30,1.5,2.0,40.0,25.0,"(480, 720)","(2.5, 1.5)",-1,85,1.2694993028663686,0.6955183223018164,1.4429735761831832,8.342061988663902,1.6131594859759038,0.7351106518371207,0.4,13.457076429612188,0.1583185462307316,0.1465576519315371,0.19017212943007722,NQ,train,38.73417721518987,1.0,0.3331085080699856
30,55,30,3.0,2.0,40.0,25.0,"(480, 720)","(2.5, 1.5)",-1,85,1.2694993028663686,0.6955183223018164,1.4429735761831832,8.342061988663902,1.6131594859759038,0.7351106518371207,0.4,13.457076429612188,0.1583185462307316,0.1465576519315371,0.19017212943007722,NQ,train,38.73417721518987,1.0,0.3331085080699856
30,55,30,3.0,2.0,40.0,,"(480, 720)","(2.5, 1.5)",-1,85,1.2694993028663686,0.6955183223018164,1.4429735761831832,8.342061988663902,1.6131594859759038,0.7351106518371207,0.4,13.457076429612188,0.1583185462307316,0.1465576519315371,0.19017212943007722,NQ,train,38.73417721518987,1.0,0.3331085080699856
30,55,30,1.5,2.0,40.0,20.0,"(480, 720)","(2.5, 1.5)",-1,85,1.2694993028663686,0.6955183223018164,1.4429735761831832,8.342061988663902,1.6131594859759038,0.7351106518371207,0.4,13.457076429612188,0.1583185462307316,0.1465576519315371,0.19017212943007722,NQ,train,38.73417721518987,1.0,0.3331085080699856
30,55,30,3.0,2.0,40.0,20.0,"(480, 720)","(2.5, 1.5)",-1,85,1.2694993028663686,0.6955183223018164,1.4429735761831832,8.342061988663902,1.6131594859759038,0.7351106518371207,0.4,13.457076429612188,0.1583185462307316,0.1465576519315371,0.19017212943007722,NQ,train,38.73417721518987,1.0,0.3331085080699856
30,40,30,1.5,2.0,40.0,25.0,"(570, 960)",,-1,126,1.221021770288095,0.6713578620461468,1.2124331378945066,10.514233666612055,1.4946267868753578,0.6810957509811757,0.3809523809523809,15.714855281585091,0.1247210736633737,0.1258316216050178,0.18231450943801708,NQ,train,57.417721518987335,1.0,0.3323145094380171
30,30,20,2.5,2.0,40.0,20.0,"(570, 960)","(2.5, 1.5)",-1,129,1.2236534518436917,0.6419325315602864,0.975229527725872,10.161514615798952,1.5105478600505036,0.688350923567318,0.3953488372093023,15.34945415776702,0.1189880167268761,0.1288271037553102,0.1800447334527919,NQ,train,58.78481012658227,1.0,0.33004473345279184
30,30,20,2.0,2.0,40.0,20.0,"(570, 960)","(2.5, 1.5)",-1,129,1.2236534518436917,0.6419325315602864,0.975229527725872,10.161514615798952,1.5105478600505036,0.688350923567318,0.3953488372093023,15.34945415776702,0.1189880167268761,0.1288271037553102,0.1800447334527919,NQ,train,58.78481012658227,1.0,0.33004473345279184
30,30,20,3.0,2.0,40.0,20.0,"(570, 960)","(2.5, 1.5)",-1,129,1.2236534518436917,0.6419325315602864,0.975229527725872,10.161514615798952,1.5105478600505036,0.688350923567318,0.3953488372093023,15.34945415776702,0.1189880167268761,0.1288271037553102,0.1800447334527919,NQ,train,58.78481012658227,1.0,0.33004473345279184
30,30,20,1.5,2.0,40.0,20.0,"(570, 960)","(2.5, 1.5)",-1,129,1.2236534518436917,0.6419325315602864,0.975229527725872,10.161514615798952,1.5105478600505036,0.688350923567318,0.3953488372093023,15.34945415776702,0.1189880167268761,0.1288271037553102,0.1800447334527919,NQ,train,58.78481012658227,1.0,0.33004473345279184
15,30,15,1.5,2.0,40.0,,"(480, 720)",,-1,197,1.1603165441810912,0.6697791369937863,1.4787592044926334,8.469564785827782,2.238658764944158,1.0201482979492364,0.3959390862944162,18.960465443055757,0.0962460174774403,0.1039063992791284,0.1997505587499263,NQ,train,89.77215189873417,0.8571428571428571,0.32832198732135487
15,20,30,1.5,2.0,40.0,,"(480, 720)",,-1,200,1.1950671485105788,0.8158639868497388,1.9354486709802283,9.235484804155472,2.594458043472778,1.182284678038228,0.4,23.961077835511784,0.1198053891775589,0.1643226377813834,0.23797588324016308,NQ,train,91.1392405063291,0.6,0.32797588324016314
15,40,10,2.0,3.0,35.0,20.0,"(570, 960)",,-1,98,1.2402218634469644,0.5535828802249575,1.033770426384041,6.77722267067692,1.6167590754491132,0.7367509710907351,0.4387755102040816,10.957136259156387,0.1118075128485345,0.2708464590082637,0.17729940506693576,NQ,train,44.65822784810126,1.0,0.3272994050669358
