tf,ema,xr,end,fast,slow,uniq,n,pct,pf,win,mde,ratio,t
5.0,13.0/48.0,14.0,590,3,10,23,27,-0.05747179470883168,0.3801914060439351,0.4444444444444444,0.07973691237561298,-0.7207677472900125,-2.019591227906615
5.0,13.0/48.0,14.0,600,3,10,24,30,-0.04896246245175843,0.4365741779848764,0.4666666666666667,0.0754398676445148,-0.6490263567597665,-1.8185718516408658
5.0,13.0/48.0,14.0,615,3,10,25,32,-0.046332984009445286,0.4721312834612529,0.46875,0.07495564269966909,-0.6181387063158333,-1.732024655096965
15.0,3.25/12.0,3.5,590,1,2,0,22,-0.08785290015562253,0.28144275512033695,0.3181818181818182,0.09240262987449754,-0.9507619022850917,-2.664034850202827
15.0,3.25/12.0,3.5,600,1,2,0,22,-0.08785290015562253,0.28144275512033695,0.3181818181818182,0.09240262987449754,-0.9507619022850917,-2.664034850202827
15.0,3.25/12.0,3.5,615,1,2,1,23,-0.09280354044775412,0.26180867865774143,0.30434782608695654,0.08937680756383373,-1.03834029181981,-2.909429497679107
15.0,3.25/12.0,7.0,590,1,2,0,22,-0.08785290015562253,0.28144275512033695,0.3181818181818182,0.09240262987449754,-0.9507619022850917,-2.664034850202827
15.0,3.25/12.0,7.0,600,1,2,0,22,-0.08785290015562253,0.28144275512033695,0.3181818181818182,0.09240262987449754,-0.9507619022850917,-2.664034850202827
15.0,3.25/12.0,7.0,615,1,2,1,23,-0.09280354044775412,0.26180867865774143,0.30434782608695654,0.08937680756383373,-1.03834029181981,-2.909429497679107
15.0,3.25/12.0,14.0,590,1,2,0,22,-0.08785290015562253,0.28144275512033695,0.3181818181818182,0.09240262987449754,-0.9507619022850917,-2.664034850202827
15.0,3.25/12.0,14.0,600,1,2,0,22,-0.08785290015562253,0.28144275512033695,0.3181818181818182,0.09240262987449754,-0.9507619022850917,-2.664034850202827
15.0,3.25/12.0,14.0,615,1,2,1,23,-0.09280354044775412,0.26180867865774143,0.30434782608695654,0.08937680756383373,-1.03834029181981,-2.909429497679107
15.0,6.5/24.0,3.5,590,1,2,0,22,-0.08785290015562253,0.28144275512033695,0.3181818181818182,0.09240262987449754,-0.9507619022850917,-2.664034850202827
