sig,exit,pts,R,why,mae,blk,day,atr0,ts,bars
17011,17029,-6.465801616058197,-0.7336579327174934,1,0.6042140980660872,0,17392,5.875400808029298,2017-08-14 20:15:00,18
17519,17536,23.639484793125266,2.706562354484284,1,0.12880494966118378,0,17400,5.8227576034371715,2017-08-22 09:30:00,17
17539,17565,-7.120890158531292,-0.804218918174049,1,0.8724458606417481,0,17400,5.902945079265253,2017-08-22 14:30:00,26
17982,18043,25.43106396714862,2.430001485581194,1,0.9101374673140484,0,17407,6.9769680164252135,2017-08-29 11:30:00,61
18070,18089,25.219647819980455,2.9849219585826,1,1.0208291597307038,0,17408,5.632676090009869,2017-08-30 10:45:00,19
18102,18133,-8.450631888251191,-1.0210116918027188,1,0.6796167248007785,0,17408,5.5178159441253705,2017-08-30 20:00:00,31
18166,18181,2.399906154955861,0.31417235049157477,1,1.148737574538386,0,17409,5.092546922521581,2017-08-31 12:00:00,15
18600,18601,-1.6487382916119169,-0.19226587718576083,1,0.0,0,17416,5.71686914580605,2017-09-07 10:30:00,1
19875,19879,1.789754437700285,0.20580325250081183,1,0.30184785489834853,0,17436,5.797622781150248,2017-09-27 14:00:00,4
21795,21806,-11.021820670577508,-1.153293658058286,1,0.9495835814872947,0,17465,6.371213780385082,2017-10-26 16:30:00,11
21813,21859,29.56446481887193,3.363266763503568,1,0.6740306545661551,0,17465,5.860267590564074,2017-10-26 22:00:00,46
21860,21861,8.202220397151141,1.033404669972003,1,0.0,0,17466,5.291389801424294,2017-10-27 09:45:00,1
21866,21868,3.008007827332367,0.34346833874714333,1,0.05994694435415932,0,17466,5.838496086334217,2017-10-27 11:15:00,2
21870,21879,3.2046664657765724,0.35370617946353156,1,0.8691812995273218,0,17466,6.040166767111827,2017-10-27 12:15:00,9
21946,21947,-4.0297151405746625,-0.5365058761379887,1,0.0,0,17469,5.007357570287169,2017-10-30 08:30:00,1
21948,21949,-1.2195995613008928,-0.15780649589802523,1,0.0,0,17469,5.152299780650346,2017-10-30 09:00:00,1
22308,22323,4.495043637141098,0.545351711899728,1,0.6824412902445153,0,17473,5.494978181429195,2017-11-03 12:00:00,15
23082,23086,13.504800709270203,1.7515614665106924,1,0.8268322198446632,0,17486,5.14009964536511,2017-11-16 09:30:00,4
23091,23105,7.1841123518708265,0.9035862643871841,1,0.04716586163312923,0,17486,5.300443824064487,2017-11-16 11:45:00,14
24043,24080,-19.350151895047784,-1.0819115212773727,1,1.4635044842558846,0,17503,11.92343459669837,2017-12-03 18:00:00,37
24370,24372,-12.825840429128075,-1.1289517275714749,1,1.023251763152537,0,17507,7.5738936194187625,2017-12-07 10:30:00,2
24375,24381,-13.058608491719351,-1.1263627283124258,1,1.4555433721996511,0,17507,7.72907232781304,2017-12-07 11:45:00,6
24416,24449,4.032646395848278,0.3996967385299317,1,0.26017752008240924,0,17508,6.726176802076139,2017-12-08 00:15:00,33
24453,24457,-10.411649198474915,-1.1637484568244598,1,1.3831994219813117,0,17508,5.9644327989832435,2017-12-08 09:30:00,4
24549,24561,7.614018612166692,0.9087854024427278,1,0.13427647472707357,0,17511,5.585490693916622,2017-12-11 11:45:00,12
24565,24609,-5.804817620179929,-0.6916785500550766,1,0.6166320340696394,0,17511,5.594908810089798,2017-12-11 17:00:00,44
24897,24913,17.961577405082753,2.3892806720119255,1,0.28932233202179625,0,17515,5.011711297458681,2017-12-15 11:30:00,16
24914,24971,15.697429718146086,1.8876909691490744,1,0.5682038390602042,0,17517,5.543785140926999,2017-12-17 18:00:00,57
25641,25643,4.146942964740592,0.5197619516415793,1,0.14100319212693926,0,17533,5.319028517629633,2018-01-02 09:45:00,2
25645,25665,10.024210038917008,1.2083778312624018,1,0.5876614620537861,0,17533,5.5303949805416055,2018-01-02 10:45:00,20
25926,25940,-9.237962747898418,-1.1884738223395745,1,1.206103811900328,0,17538,5.181975165265872,2018-01-07 18:00:00,14
26261,26270,-4.882649912258639,-0.5726953181405637,1,0.5717980453453733,0,17542,5.683824956129325,2018-01-11 12:30:00,9
26273,26311,9.709173010150298,1.148081114155743,1,0.7183508586369792,0,17542,5.637913494924716,2018-01-11 15:45:00,38
26340,26343,-6.127830094791388,-0.7419019503672697,1,0.8263089434481449,0,17543,5.506415047395306,2018-01-12 10:30:00,3
26348,26357,-2.1746000113942863,-0.25751062905653027,1,0.5239972995514122,0,17543,5.629800005697124,2018-01-12 12:30:00,9
26361,26391,0.17559594425816605,0.019334388760983753,1,0.45419245857866114,0,17545,6.054702027871143,2018-01-14 18:15:00,30
26737,26753,-0.307172924651095,-0.03201675758663057,1,0.17979744438626058,0,17550,6.396086462325238,2018-01-19 04:00:00,16
26848,26849,-0.6243590936026886,-0.07170755807949453,1,0.0,0,17553,5.804679546801545,2018-01-22 10:00:00,1
26850,26855,-4.956970328620482,-0.5534508619279889,1,1.3481862336746544,0,17553,5.970985164310695,2018-01-22 10:30:00,5
26856,26865,-4.614196576302529,-0.4961823182556021,1,0.15323573493712794,0,17553,6.199598288151257,2018-01-22 12:00:00,9
26870,26917,15.10564350955261,1.6139340220109883,1,0.1682779077276816,0,17553,6.239678245223734,2018-01-22 15:45:00,47
26937,26941,-7.947473737308282,-0.8523349313776828,1,0.8606493145357447,0,17554,6.216236868654657,2018-01-23 10:30:00,4
27016,27018,-6.981989601672321,-0.8646167418468255,1,0.5108205917785811,0,17555,5.383494800836078,2018-01-24 08:30:00,2
27022,27023,-10.41546631011428,-1.1636786229052931,1,0.0,0,17555,5.966977540076344,2018-01-24 10:00:00,1
27210,27215,-0.6061467187581366,-0.0539115279286551,1,0.11340026429556907,0,17557,7.495573359378636,2018-01-26 13:15:00,5
27217,27238,20.712724043611306,1.7965436913721222,1,0.29273479169685096,0,17557,7.686137978194424,2018-01-26 15:00:00,21
27898,27903,-40.96807421246453,-1.0370857212813571,1,1.441027088014287,0,17569,26.335382808309543,2018-02-07 11:00:00,5
28153,28154,-34.54117027587094,-1.0442917057138403,1,0.0,0,17574,22.050780183914117,2018-02-12 09:30:00,1
28162,28177,-13.881510710611874,-0.3924114942706218,1,1.2275658963887026,0,17574,23.583255355305948,2018-02-12 11:45:00,15
28258,28323,-1.5195575912465211,-0.058212973488226086,1,1.1349088376268845,0,17575,17.40227879562346,2018-02-13 14:00:00,65
28330,28331,-13.818494101601427,-0.6080044347480575,1,0.0,0,17576,15.151747050800683,2018-02-14 10:15:00,1
28335,28336,-25.050277801999837,-1.0621150198992215,1,0.0,0,17576,15.723518534666628,2018-02-14 11:30:00,1
28340,28414,66.50342503912921,2.746806297183003,1,0.12700743396101452,0,17576,16.140787480435502,2018-02-14 12:45:00,74
28415,28416,-19.32601059196244,-1.082022234545863,1,0.0,0,17577,11.907340394641572,2018-02-15 09:45:00,1
28427,28430,-5.947475702312513,-0.28802232275891215,1,0.01816037196967378,0,17577,13.766237851156239,2018-02-15 12:45:00,3
28434,28489,44.38072032688902,2.135926090387313,1,0.6461095618151975,0,17577,13.852139836555658,2018-02-15 14:30:00,55
28758,28761,-13.471474660576714,-0.8490056354981143,1,1.0067839912711118,0,17583,10.578237330288122,2018-02-21 11:15:00,3
28769,28772,-7.457576719149838,-0.447045131105344,1,0.4450923166413577,0,17583,11.121288359575038,2018-02-21 14:00:00,3
28934,28956,63.42358795779742,3.83315373385726,1,1.038011526922825,0,17585,11.03070602110097,2018-02-23 11:45:00,22
29002,29012,14.880410500729486,1.1532124806085597,1,0.3894309713279068,0,17588,8.602294749635368,2018-02-26 07:00:00,10
29025,29062,17.945818756892695,1.304734274956596,1,0.40896046015242477,0,17588,9.169590621553798,2018-02-26 12:45:00,37
29454,29465,21.125965427843912,0.8897287704586407,1,0.09791833648417093,0,17595,15.829517286077959,2018-03-05 11:15:00,11
29519,29535,-9.48853044510619,-0.5555297610663974,1,0.32932970222065977,0,17596,11.38676522255317,2018-03-06 05:30:00,16
29536,29537,-16.854727359233802,-1.005964372390757,1,0.0,0,17596,11.169863679616643,2018-03-06 09:45:00,1
29680,29712,0.14557784314289157,0.008573707823121208,1,1.0821830977068216,0,17598,11.319711078428517,2018-03-08 02:00:00,32
29736,29748,-6.679516573867513,-0.39469146477545386,1,0.731236583154127,0,17598,11.282258286934065,2018-03-08 18:15:00,12
29793,29797,-8.533364689435839,-0.6177432023832174,1,0.21174518290629868,0,17599,9.20918234471823,2018-03-09 08:30:00,4
29799,29801,-3.0671545953535677,-0.2157822974636294,1,0.15301690292830944,0,17599,9.47607729767713,2018-03-09 10:00:00,2
29805,29873,71.56961702005643,4.992113217237993,1,0.3191147154310589,0,17599,9.55769148997173,2018-03-09 11:30:00,68
29890,29892,-13.963074282369998,-1.1172180583104971,1,1.1941839728904726,0,17602,8.332049521580135,2018-03-12 11:00:00,2
29894,29897,-14.034075722469279,-1.1165559053305107,1,0.8294165959526213,0,17602,8.379383814979429,2018-03-12 12:00:00,3
29963,29967,7.271415885041424,0.7450077622283255,1,0.3765296290948287,0,17603,6.506792057479194,2018-03-13 07:30:00,4
30507,30508,-6.42742185776191,-0.4325516522853584,1,0.0,0,17611,9.906210928880665,2018-03-21 13:00:00,1
30776,30844,80.16187346438724,2.9104955932568624,1,0.07896931099227861,0,17616,18.36156326780659,2018-03-26 15:00:00,68
31046,31053,22.771642212084917,0.731383613227064,1,0.310743353161255,0,17619,20.75667889395755,2018-03-29 13:30:00,7
31318,31320,-30.33903864738735,-1.050737619973815,1,1.2857570931927707,0,17625,19.249359098257987,2018-04-04 12:30:00,2
31325,31381,91.6809544775098,3.0405216949697107,1,0.9625896970580334,0,17625,20.10202276124484,2018-04-04 14:15:00,56
31592,31594,-24.585905137995578,-1.0633625712858756,1,1.1515552631305177,0,17630,15.413936758663583,2018-04-09 12:00:00,2
31696,31700,-24.750841311598233,-0.9473324170244863,1,1.0879599450747701,0,17631,17.41792065579903,2018-04-10 15:00:00,4
31776,31778,-19.979315741906102,-1.0791279580851054,1,0.9357623712112719,0,17632,12.342877161270764,2018-04-11 12:00:00,2
31859,31863,-3.8391620537039124,-0.2793515317791659,1,0.2455773959437549,0,17633,9.162081026852007,2018-04-12 09:45:00,4
31945,31951,-7.355887032038336,-0.6887105665528758,1,0.7232695531413461,0,17634,7.120443516019524,2018-04-13 08:15:00,6
32068,32073,-13.989404100701758,-1.1169716329991284,1,1.371322728163767,0,17637,8.349602733801134,2018-04-16 16:00:00,5
32081,32113,11.946710475531436,1.0121142628583835,1,1.111937861658555,0,17637,7.869144762233918,2018-04-16 20:15:00,32
32120,32134,0.9479732649498691,0.09846239159223234,1,1.129545049587608,0,17638,6.41851336752522,2018-04-17 06:00:00,14
32135,32149,42.79434252923525,4.56814411137815,1,0.04002991845467708,0,17638,6.245328735382175,2018-04-17 09:45:00,14
32150,32159,1.780843879079075,0.17982660032900175,1,0.7952041693420157,0,17638,6.602078060460956,2018-04-17 13:30:00,9
32172,32185,-7.654763760623464,-0.7887587339028658,1,0.5950649596426577,0,17638,6.469881880311565,2018-04-17 20:00:00,13
32204,32210,-8.104685272602037,-0.9324021123922802,1,0.7851809420150989,0,17639,5.794842636301132,2018-04-18 04:00:00,6
32216,32221,-9.324374805071638,-1.0709017452571155,1,0.8872140122049795,0,17639,5.804687402535967,2018-04-18 07:00:00,5
32774,32777,-19.427312471691803,-1.081559654543846,1,0.9478178284021069,0,17647,11.974874981127991,2018-04-26 08:45:00,3
32779,32780,-20.659528836702375,-1.0763238322994624,1,0.0,0,17647,12.79635255780179,2018-04-26 10:00:00,1
32791,32802,-0.06144615725483171,-0.003097891080939609,1,0.19284254563637646,0,17647,13.223223078627354,2018-04-26 13:00:00,11
32803,32869,10.724810715727617,0.5114324325770516,1,0.10371889726908622,0,17647,13.980094642136113,2018-04-26 16:00:00,66
33080,33090,-19.21696008209059,-1.082526098144939,1,1.4998343775491394,0,17652,11.834640054727277,2018-05-01 16:30:00,10
33330,33332,25.057442966009294,1.3511210957375905,1,0.2790409093188982,0,17655,12.363778516995268,2018-05-04 10:00:00,2
33335,33353,15.652884989600498,0.8142329773020863,1,0.6047101456009826,0,17655,12.816057505199904,2018-05-04 11:15:00,18
33363,33394,3.278462042923966,0.18208717690632803,1,1.1621834039495786,0,17657,12.003268978538124,2018-05-06 19:15:00,31
33420,33423,-15.754169097882222,-1.09181216144562,1,1.325421065237546,0,17658,9.619584548940987,2018-05-07 09:30:00,3
33427,33433,-16.555607459710554,-1.0970802536551885,1,1.386624100843224,0,17658,10.060404973140624,2018-05-07 11:15:00,6
33615,33680,41.48889188255649,3.0569292662852185,1,0.3923495568173853,0,17660,9.048054058721876,2018-05-09 12:15:00,65
33696,33697,-8.676676764663934,-0.8286184065058083,1,0.0,0,17661,6.9808383823321165,2018-05-10 09:30:00,1
33699,33706,10.32356142505174,0.9518242943396322,1,0.5877700172045758,0,17661,7.230719287473914,2018-05-10 10:15:00,7
33710,33712,-11.594356562877547,-1.0389657656572016,1,0.7056756759359009,0,17661,7.439678281438847,2018-05-10 13:00:00,2
33775,33783,-10.996350071052657,-1.1537033042621678,1,1.345559643114036,0,17662,6.354233380701632,2018-05-11 06:15:00,8
33824,33854,-4.029325853707487,-0.3508110329459402,1,0.3199618479329439,0,17664,7.657162926853946,2018-05-13 19:30:00,30
33880,33881,-10.189534548746305,-1.1679172673126674,1,0.0,0,17665,5.816356365830622,2018-05-14 09:30:00,1
33883,33885,-7.322766508799614,-0.8063988243664337,1,0.2890706553893503,0,17665,6.053883254399929,2018-05-14 10:15:00,2
34161,34163,-12.34150056741677,-1.1346940581595917,1,1.234312444226729,0,17668,7.251000378277573,2018-05-17 10:45:00,2
34340,34341,-11.816808382174568,-1.141521166728937,1,0.0,0,17672,6.901205588116532,2018-05-21 09:30:00,1
34546,34559,-15.295771925996487,-1.1059232274119235,1,1.2634869617909277,0,17674,9.220514617331128,2018-05-23 15:45:00,13
34588,34604,-13.195708845821027,-1.1248858887603879,1,1.4129580929717855,0,17675,7.820472563880862,2018-05-24 03:15:00,16
34657,34667,-14.645871375673632,-1.111145914275735,1,0.9161002831941564,0,17675,8.787247583782355,2018-05-24 21:30:00,10
34764,34771,-11.246547102725199,-1.031920141122129,1,0.8189079879710844,0,17679,7.26577355136254,2018-05-28 01:45:00,7
35022,35040,-8.256116698843325,-0.6993249468296633,1,1.276910678228947,0,17682,7.8705583494214,2018-05-31 01:30:00,18
35062,35064,-15.09135240839063,-1.107512264184379,1,1.1283283698528863,0,17682,9.08423493892688,2018-05-31 11:30:00,2
35146,35149,17.075174513943384,1.526972892688463,1,0.20791658513357794,0,17683,7.454912743028463,2018-06-01 09:30:00,3
35151,35164,6.245468083664637,0.50964071803641,1,0.15300315901343423,0,17683,8.169765958167213,2018-06-01 10:45:00,13
35184,35230,13.207792617006962,1.1305229315516798,1,0.5456690529318113,0,17685,7.788603691496308,2018-06-03 20:00:00,46
35238,35240,-9.646714924752668,-0.994631156128961,1,1.0284792138853651,0,17686,6.465857462376336,2018-06-04 09:30:00,2
35248,35249,-1.2452855843901853,-0.11427034723740419,1,0.0,0,17686,7.265142792195088,2018-06-04 12:00:00,1
35308,35322,5.7986621194815235,0.6731083112011721,1,0.3047098245243269,0,17687,5.7431689402593795,2018-06-05 04:00:00,14
35359,35395,6.669042501883414,0.6436077029326753,1,0.5862785841013868,0,17687,6.907978749057981,2018-06-05 16:45:00,36
35447,35494,3.8876570971607727,0.3729880476040761,1,0.6548014295696353,0,17688,6.948671451419609,2018-06-06 15:45:00,47
35698,35701,-12.481002489696802,-1.1329883504810438,1,1.4365465162885636,0,17693,7.344001659797956,2018-06-11 09:30:00,3
35706,35716,-3.7303072024731954,-0.3205700584412561,1,0.6767510216185826,0,17693,7.757653601236681,2018-06-11 11:30:00,10
35798,35809,-0.980402658336825,-0.08974716148343856,1,0.03432792156376116,0,17694,7.282701329168633,2018-06-12 11:30:00,11
35819,35853,-0.16081834568180065,-0.013972826738784909,1,0.35840382546610455,0,17694,7.672909172840502,2018-06-12 16:45:00,34
35884,35886,-3.4448461310092533,-0.3983685577837768,1,0.04336571315164934,0,17695,5.764923065504613,2018-06-13 10:00:00,2
35888,35889,-1.4465650322352668,-0.1616513316654483,1,0.0,0,17695,5.965782516117512,2018-06-13 11:00:00,1
35976,35977,-2.6965427997045843,-0.23527666327484137,1,0.0,0,17696,7.640771399852166,2018-06-14 10:00:00,1
35990,35993,-13.9425616903853,-1.117410759918646,1,1.1721040026008727,0,17696,8.318374460256912,2018-06-14 13:30:00,3
36339,36342,-1.6796262147734888,-0.13601897732051174,1,0.5527000662690434,0,17702,8.23231310738677,2018-06-20 08:45:00,3
36351,36363,0.0784759324316473,0.005747092426166031,1,0.17026863494073052,0,17702,9.103262033784011,2018-06-20 11:45:00,12
36387,36404,-10.721975963181503,-0.866056143947576,1,1.0601578410868813,0,17702,8.253487981590967,2018-06-20 21:45:00,17
36803,36804,-19.64353753478812,-1.0805895412211635,1,0.0,0,17709,12.11902502319191,2018-06-27 09:45:00,1
37120,37122,-17.96326847546319,-1.0887971972439654,1,0.5955170395373395,0,17714,10.998845650309038,2018-07-02 21:00:00,2
37150,37169,0.17876183959848269,0.01118682320502852,1,0.7087126261483515,0,17715,10.653119080200746,2018-07-03 04:30:00,19
37337,37340,-14.969949578062224,-1.108478746368662,1,1.382826340228333,0,17717,9.003299718708039,2018-07-05 13:00:00,3
37351,37356,-15.912289058711249,-1.1014031071190227,1,1.437986041227151,0,17717,9.631526039140844,2018-07-05 16:30:00,5
37377,37381,-15.211127076961784,-1.1065754733531805,1,1.2603550005758932,0,17718,9.164084717974418,2018-07-06 00:00:00,4
37382,37386,-14.704217485181143,-1.0603814536384868,1,1.0005831785378245,0,17718,9.244608742590737,2018-07-06 01:15:00,4
37416,37419,-7.405435637095106,-0.4964151797851495,1,1.0105359363026971,0,17718,9.945217818547517,2018-07-06 09:45:00,3
37421,37440,28.512775928643496,1.8479788300797904,1,0.28679446517474194,0,17718,10.286112035678244,2018-07-06 11:00:00,19
37450,37508,21.903901700399874,1.5467957321009385,1,0.39722265521803996,0,17720,9.440549149800086,2018-07-08 19:15:00,58
37531,37566,29.126273505568097,2.4183132675074726,1,0.19304145948779408,0,17721,8.02936324721575,2018-07-09 15:30:00,35
37782,37783,-3.3015149432038378,-0.27028618090628276,1,0.0,0,17724,8.143257471602128,2018-07-12 09:30:00,1
37784,37788,5.512665662416257,0.4382348178423228,1,0.14905498243007903,0,17724,8.386167168792019,2018-07-12 10:00:00,4
37791,37800,-5.42350215417795,-0.4130185518950788,1,1.0794755504250393,0,17724,8.754251077089164,2018-07-12 11:45:00,9
37807,37855,10.227397471637378,0.7593736380257522,1,0.9967923040800124,0,17724,8.978801264181312,2018-07-12 15:45:00,48
38069,38079,-9.089838274253307,-0.788286949721425,1,1.4894465614216243,0,17729,7.687419137126475,2018-07-17 12:15:00,10
38082,38083,-13.547500394217277,-1.121249737405444,1,0.0,0,17729,8.055000262811507,2018-07-17 15:30:00,1
38452,38456,-14.58296243703884,-1.1116789293331042,1,1.2292305361746685,0,17735,8.745308291359002,2018-07-23 16:00:00,4
38462,38492,-5.946741008358767,-0.4738889997869376,1,0.7231763863637375,0,17735,8.365870504179172,2018-07-23 19:30:00,30
38512,38518,18.53906835807007,1.8661396177308434,1,0.06794539065508282,0,17736,6.622965820964991,2018-07-24 08:00:00,6
38634,38635,2.8139903310058436,0.2320193472644913,1,0.0,0,17737,8.085504834497057,2018-07-25 15:30:00,1
39073,39076,-15.385178967831816,-1.1052428997777397,1,1.3954561967119845,0,17744,9.280119311888043,2018-08-01 10:15:00,3
39169,39170,-0.6568108221416333,-0.04436005241592628,1,0.0,0,17745,9.870905411070902,2018-08-02 11:15:00,1
39172,39248,43.86502291808952,2.8364094194571,1,0.34432627988850617,0,17745,10.309988540955056,2018-08-02 12:00:00,76
39299,39318,-13.09193060798665,-1.0790617763234334,1,1.3290531140304607,0,17748,8.088465303993576,2018-08-05 21:45:00,19
39356,39363,-0.8882936548860381,-0.07805764303959402,1,0.8897211315522497,0,17749,7.586646827443144,2018-08-06 12:00:00,7
39396,39431,5.0738695077772356,0.5322232627414261,1,0.40122316446366874,0,17749,6.355565246111525,2018-08-06 23:00:00,35
39535,39537,-10.722095720347024,-1.1582569786742176,1,1.061347996910644,0,17751,6.17139714689793,2018-08-08 10:45:00,2
39625,39627,-7.837073660599199,-0.9229255930236141,1,0.30913065087890934,0,17752,5.661036830299622,2018-08-09 10:15:00,2
39638,39641,-10.528056005902581,-1.1616452550933776,1,0.455144489597477,0,17752,6.042037337268565,2018-08-09 13:30:00,3
40359,40363,-8.782320616381948,-0.9545491789140355,1,1.44285786224287,0,17764,6.133660308190969,2018-08-21 09:45:00,4
40366,40373,5.092582629251556,0.5146979497018738,1,0.6746299597626342,0,17764,6.596208685374027,2018-08-21 11:30:00,7
40542,40543,1.0700097811442537,0.10795919516888351,1,0.0,0,17766,6.607495109427893,2018-08-23 09:30:00,1
40545,40547,-11.779073480245497,-1.1420389337738965,1,0.7926063369295417,0,17766,6.876048986830511,2018-08-23 10:15:00,2
40638,40640,-4.182721380430703,-0.42353279504094177,1,0.11391492549570587,0,17767,6.583860690215453,2018-08-24 10:30:00,2
40664,40726,17.964864933848876,1.7586575411178869,1,0.13949935083400558,0,17769,6.810067533075844,2018-08-26 18:00:00,62
40727,40728,0.904516876158741,0.1108427344464439,1,0.0,0,17770,5.440241561920796,2018-08-27 09:45:00,1
40729,40730,-9.938253340925112,-1.1728969902179158,1,0.0,0,17770,5.648835560616825,2018-08-27 10:15:00,1
40731,40732,-10.152433453236736,-1.1686343852745482,1,0.0,0,17770,5.791622302157754,2018-08-27 10:45:00,1
40752,40781,9.56072836305626,1.0514147322932939,1,0.8990230775419439,0,17770,6.062135818471855,2018-08-27 16:00:00,29
40865,40894,-9.344106483297619,-1.1859347888121583,1,1.285044188889157,0,17771,5.252737655531493,2018-08-28 22:15:00,29
40913,40914,1.3675889464531428,0.1784651629505901,1,0.0,0,17772,5.108705526772841,2018-08-29 10:15:00,1
40915,40917,4.821427752315831,0.6085602659489007,1,0.5585231834139325,0,17772,5.281786123842088,2018-08-29 10:45:00,2
40932,40953,-6.972133538001653,-0.825803302349317,1,0.8616758402353453,0,17772,5.628566769000739,2018-08-29 15:00:00,21
41014,41019,-1.5738781347825717,-0.17695638287698787,1,0.32886753330914426,0,17773,5.929439067391204,2018-08-30 12:30:00,5
41194,41200,-9.585810982949479,-1.1804007017373475,1,0.7480779952588078,0,17777,5.4138739886327345,2018-09-03 11:30:00,6
41236,41238,-9.101716709771463,-1.1918363683866444,1,1.266905709310963,0,17778,5.091144473180885,2018-09-04 03:00:00,2
41731,41734,-11.807560905831306,-0.8467587989006122,1,0.9735076352135706,0,17785,9.296280452915779,2018-09-11 11:45:00,3
41790,41798,-0.6428573436586158,-0.05741903242679878,1,0.10048327536015833,0,17786,7.463928671829256,2018-09-12 03:30:00,8
41906,41907,-10.770730785708874,-0.8944453897874051,1,0.0,0,17787,8.027865392854522,2018-09-13 09:30:00,1
41969,41994,-6.752881125337662,-0.6068145056826836,1,0.46502596575038924,0,17788,7.41894056266885,2018-09-14 02:15:00,25
42359,42366,16.482361762558103,1.6520393893161673,1,0.06765575248573429,0,17794,6.651319118720968,2018-09-20 07:45:00,7
42368,42369,-5.40348544170396,-0.4839073311933052,1,0.0,0,17794,7.444242720851918,2018-09-20 10:00:00,1
42388,42391,-13.34425693570287,-1.1233242119376,1,1.205883505806376,0,17794,7.919504623802018,2018-09-20 15:00:00,3
42395,42441,19.309921704619374,1.6218226955339174,1,0.17007790133459808,0,17794,7.9375391476902015,2018-09-20 16:45:00,46
42632,42638,-10.807441572005555,-1.15681125631977,1,1.2924886826354944,0,17799,6.2282943813369,2018-09-25 07:00:00,6
42677,42723,8.218530253879326,0.7574785369764953,1,0.3110641420452218,0,17799,7.23323487306004,2018-09-25 19:15:00,46
42740,42746,-1.8836671381030465,-0.19824944145730705,1,0.03946745103880618,0,17800,6.334333569051336,2018-09-26 11:00:00,6
42752,42753,2.7095576116118174,0.27010272836175503,1,0.0,0,17800,6.68772119419404,2018-09-26 14:00:00,1
42831,42833,-9.140812493087505,-0.8276453334241646,1,0.57721772594822,0,17801,7.362906246543876,2018-09-27 10:45:00,2
42952,43003,13.708817093019352,1.151310922643474,1,0.7243554743214448,0,17804,7.938091453490337,2018-09-30 19:00:00,51
