trial,fast_type,fast_len,slow_type,slow_len,gate,exit,nR,mR,pfR,tR,nH,mH,pfH,tH
1608,dema,35,wma,177,state,cross,44.0,-0.028699630697919806,0.6270595920499455,-1.2767664143395203,47.0,-0.05001274095138306,0.35728479553550757,-2.6995201716358084
1609,tema,26,linreg,199,state,state,49.0,0.015293624748784549,1.3827549847570921,0.8270080135351874,51.0,-0.001123107633497419,0.9789332758681885,-0.059307715618708234
1610,sma,7,hull,167,8.5,off,33.0,-0.008249732183029318,0.8634452559044331,-0.31650031723172223,24.0,0.017503346832726408,1.335308826420766,0.5672445610108047
1611,linreg,47,sma,191,14.0,off,9.0,-0.03754283263649438,0.5380389888718962,-0.7059212429321784,14.0,-0.0822025222027875,0.14382550275340525,-2.492869314457248
1612,hull,2,dema,209,state,cross,63.0,0.014872365003156208,1.433930887356755,1.0279388625666777,62.0,-0.002870539507171277,0.9318389417571062,-0.2072514622528705
1613,sma,26,tema,175,state,cross,43.0,0.021180827794417066,1.5055320068710987,1.0139881376819653,41.0,0.008140943440390588,1.1857817663184405,0.3948875302480659
1614,dema,39,hull,189,4.5,state,17.0,0.0564269254891201,3.56114049130868,1.834543924694651,13.0,0.02377866582479378,1.4825708732253935,0.5670555786278854
1615,hull,2,sma,140,state,cross,63.0,0.0031185785426709653,1.072616035881602,0.20753727442812323,62.0,-0.0149898781587286,0.7068591950122348,-1.036290117431234
1616,tema,2,tema,157,state,state,63.0,0.021922903452452017,1.8142223149759058,1.6172829318635622,56.0,-0.007814737532282045,0.8425599827676437,-0.5044852053756654
1617,ema,54,wma,186,state,state,41.0,-0.0048489865051331415,0.9208536430848554,-0.2074199646968472,42.0,-0.045915110094248104,0.4021698604191194,-2.261372847409184
1618,hull,5,tema,202,state,state,62.0,0.03647148407052321,2.611520870607289,2.5864055110984845,54.0,-0.008222900652428828,0.8368597326401247,-0.5155542888520116
1619,dema,57,tema,179,state,off,44.0,0.012395739289496754,1.2150680190917866,0.5207701137580133,46.0,-0.004407672982110466,0.9168421132351137,-0.21649789016236284
1620,sma,30,dema,193,11.5,off,11.0,-0.001271384496213804,0.9822719571975523,-0.02416747402288648,16.0,0.010054798093210337,1.2094562311569887,0.2775012015779093
1621,sma,4,tema,162,state,state,57.0,0.03724281498689205,2.555580706538978,2.4100829760661484,52.0,-0.0017715213993630794,0.9647893864492137,-0.09955676623387327
1622,sma,2,tema,209,state,state,59.0,0.03855734324720442,2.618043830031732,2.5556940420890335,54.0,-0.004810457661418065,0.9044968878711619,-0.28813873070467316
1623,ema,24,sma,171,15.0,off,8.0,0.1208836244313505,inf,3.453682437977072,12.0,0.012776188128732442,1.198657146182587,0.2608588595994026
1624,dema,19,hull,196,state,off,49.0,-0.018267533677950632,0.7219835231989284,-0.8678497336106594,48.0,0.008531268949749996,1.1718088701367078,0.4146489708888804
1625,wma,42,ema,180,13.0,state,11.0,-0.006539683286866296,0.8463926385654834,-0.17921840487541502,13.0,-0.030247862151161233,0.5866731464878093,-0.7583034584875717
1626,sma,26,dema,171,state,off,40.0,-0.0001601913517848226,0.9976390925616041,-0.006198946141642398,40.0,-0.02694553304226487,0.5817846685496859,-1.2461558171478422
1627,sma,4,tema,147,state,state,56.0,0.0339070620755957,2.3673769407875844,2.190285803018704,52.0,0.008420463856138273,1.1911506105284628,0.4774965667115558
1628,sma,53,hull,181,2.0,state,2.0,-0.11424750358645477,0.0,-1.229841689251421,3.0,-0.00982155139925156,0.083238555683973,-0.8801307117137493
1629,sma,2,tema,281,state,state,59.0,0.023479330929473657,1.7230853927687384,1.4779351857448235,55.0,-0.0026274010281759253,0.9437914332296087,-0.16205166556923342
1630,tema,21,wma,202,4.0,state,19.0,0.011050009027378344,1.2766340555471791,0.3640276210781107,20.0,0.009382464732029151,1.144747052931843,0.26515940016908135
1631,wma,17,wma,163,state,cross,46.0,-0.03106270109042599,0.5747659907091468,-1.4731539421383715,50.0,-0.036664928091083133,0.4486003082784801,-2.106108663640482
1632,wma,14,wma,201,10.0,cross,19.0,-0.005416550728578502,0.882970501836858,-0.18342098235697363,17.0,-0.011591686036707944,0.8243877668260933,-0.32086487587728496
1633,sma,11,tema,162,state,cross,47.0,0.015786015077802903,1.37927775121963,0.8080351650824926,48.0,-0.0001311248400075697,0.9972624003688707,-0.007056508923462899
1634,sma,3,tema,221,state,state,58.0,0.04062690426947209,2.7694587207526484,2.663315080503776,54.0,-0.004621495720336087,0.9128228587352539,-0.2610487569529469
1635,sma,2,ema,147,state,state,56.0,-0.0076842069217492575,0.8535240727576455,-0.4509405568389423,57.0,-0.029077124915441684,0.553832167601127,-1.7577972604575895
1636,tema,6,tema,215,state,cross,59.0,0.03568585860840624,2.515160299492091,2.4119365146362313,54.0,-0.0034212274885178,0.9301511095468985,-0.2074037022018921
1637,ema,19,linreg,188,7.0,cross,18.0,0.03373146155641301,2.766844531989617,1.291440689035296,19.0,0.0018472692480148646,1.0494438923620288,0.06980129559670109
1638,ema,2,tema,154,state,state,62.0,0.035508502787898834,2.5083430525490047,2.4593431657619664,53.0,0.005768102295202285,1.1270400562566554,0.34457948395890303
1639,wma,2,tema,207,state,state,63.0,0.04227725115742791,3.2151110087910943,3.0563294601333624,54.0,-0.004432104721108382,0.9114051314701782,-0.26803823747361105
1640,dema,33,hull,175,state,state,52.0,0.006037538215108769,1.1426436127526807,0.3502919485388971,49.0,-0.003519411267316235,0.9346136772496886,-0.18437934408117065
1641,sma,5,tema,170,state,state,53.0,0.02606706769460144,1.803256127477303,1.5249318806213608,51.0,0.0007314233141607206,1.015346990312343,0.04117485784639405
1642,sma,3,tema,229,state,state,58.0,0.0360357311055277,2.462559312012834,2.361902591727445,55.0,-0.004593476829409287,0.9121182167962166,-0.26414508692002064
1643,dema,53,hull,190,13.5,off,26.0,-0.023550292325657012,0.5625126356517539,-0.9576351970391971,25.0,-0.003190487791801595,0.9427456156023971,-0.11044958343199783
1644,wma,4,wma,419,8.0,state,20.0,0.007950902933720977,1.1954747207419583,0.2885624454264748,23.0,-0.003973704567136258,0.9241468316841579,-0.14936151741705928
1645,sma,34,ema,187,state,off,41.0,-0.024461846238854324,0.6784120964545601,-1.0000358177802595,41.0,-0.04586039797520131,0.4406517836248185,-2.0604363491569946
1646,hull,13,linreg,195,state,off,50.0,0.00180384672906675,1.034424379194389,0.08876722456949888,48.0,0.0039011618919369898,1.0720493906562405,0.18590627311020844
1647,ema,23,ema,349,state,off,44.0,-0.02055501881919136,0.7184969458925993,-0.8794107434962039,42.0,-0.035804467615695244,0.5251661368410029,-1.6214939108712312
1648,sma,2,tema,119,state,state,60.0,0.0314265410736811,2.293374122230526,2.2184075988320777,56.0,-0.0027111906569648797,0.9403989053708098,-0.17845120647525123
1649,tema,4,dema,334,state,state,57.0,0.0005205619982349608,1.0103590572345331,0.029893099273369167,56.0,-0.010301728516000244,0.8079018208037427,-0.626492698326152
1650,sma,2,tema,131,1.0,state,18.0,-0.0035354998544128782,0.9233560053409507,-0.1251020887564966,19.0,-0.0029760895851962386,0.9430148463084663,-0.10202152573276775
1651,tema,6,hull,162,state,cross,61.0,0.019301117780373005,1.5608896889303236,1.2705827101202294,57.0,-0.00015341584719690395,0.9963265953738942,-0.010465798287519631
1652,tema,4,tema,205,state,cross,64.0,0.04510479843042578,3.475420103350301,3.288877461640122,54.0,-0.00798271214159759,0.8407901243843571,-0.505632776578839
1653,tema,5,sma,233,state,state,54.0,-0.014159117584947424,0.7522886900166538,-0.7873013428436058,53.0,-0.02422706490456709,0.5918325103595529,-1.4575608413915313
1654,tema,4,tema,238,state,cross,61.0,0.029579479871685778,2.068956890231023,2.006452891776477,53.0,-0.007969398779258976,0.8411473262916447,-0.4914006548896931
1655,tema,3,tema,218,state,cross,62.0,0.02922810224205388,1.9786624543295164,1.9352389743922815,54.0,-0.010973179524353595,0.7933279954743695,-0.6806743896481423
1656,sma,2,tema,212,state,cross,58.0,0.0403578601031187,2.7449159935648573,2.6442312207492895,54.0,-0.004810457661418065,0.9044968878711619,-0.28813873070467316
1657,tema,4,tema,222,state,cross,61.0,0.03766451448205536,2.6578304352702813,2.596090315817512,54.0,-0.01013384905588972,0.8061600082691363,-0.6290244177907317
1658,wma,43,sma,211,state,off,41.0,-0.02420246858084786,0.6606187597156502,-1.0280882738429917,41.0,-0.054823386522815355,0.366776306652804,-2.515945291463815
1659,tema,7,tema,203,19.5,cross,47.0,0.03437084960116132,2.4803515457262586,2.0513509103396226,51.0,-0.01952309412592549,0.6353823031776508,-1.2044333998705763
1660,sma,41,wma,197,3.0,off,2.0,0.19496310139291095,inf,116.00717509536128,5.0,-0.07580706540813459,0.010474592749594714,-1.604275649113723
1661,hull,20,dema,203,17.5,state,39.0,0.0256634624828586,1.6583520593683376,1.1907041011511617,41.0,0.006954916847673257,1.1713697612686944,0.36639609088134506
1662,tema,4,tema,211,state,state,62.0,0.03779171348345473,2.748191462739676,2.6691626846091054,54.0,-0.009856299573473374,0.810591524470569,-0.612277867348035
1663,tema,2,tema,228,state,cross,62.0,0.02489296000809923,1.7982269341738693,1.6641704368290466,54.0,-0.011588353873236604,0.7811726551207108,-0.7204612049273723
1664,tema,7,tema,217,state,cross,58.0,0.037121700826328256,2.615204429868807,2.4849012621495183,54.0,-0.004533229190983566,0.9095026814866584,-0.2715824174107872
1665,sma,4,tema,251,state,state,53.0,0.015472744753672633,1.3907118327279024,0.8653763103788027,53.0,-0.00649467513096099,0.8763260994518166,-0.3679526390309815
1666,hull,12,wma,203,state,off,51.0,-0.023475889682396323,0.6401998359677433,-1.172650517964268,52.0,-0.026503850384210857,0.6370890795242788,-1.2937956879930022
1667,hull,19,wma,203,0.5,state,6.0,0.0972907609465371,inf,2.2686098284281724,5.0,0.05952129359842793,5.126594652171918,1.1367180035801778
1668,linreg,5,tema,215,5.5,state,32.0,0.03328125820051267,3.1704025220101033,1.9202796319638185,33.0,0.0022633755528881404,1.0519218205647674,0.11044446554319463
1669,sma,2,tema,217,state,state,59.0,0.037987888062701564,2.5498772320083005,2.4988398590115093,54.0,-0.004810457661418065,0.9044968878711619,-0.28813873070467316
1670,ema,48,tema,188,18.5,cross,8.0,0.022688370567092497,1.8842409261448785,0.5110434083200305,10.0,-0.0483936949842266,0.15455753156483637,-1.5365020971680947
1671,tema,39,ema,194,state,off,44.0,-0.027152721271877026,0.6181933906827687,-1.2165031917772282,46.0,-0.057036227543167235,0.33309816708057766,-2.852129548706921
1672,dema,9,tema,204,state,cross,55.0,0.025052085498975106,1.7195195488836066,1.4616410314992418,53.0,-0.002880511853242723,0.9465384264283005,-0.15890489370535052
1673,dema,5,tema,225,state,state,58.0,0.03815643953747589,2.5049650472861082,2.4535345564392568,53.0,-0.0024063671980932796,0.9499543516439914,-0.14289344385085131
1674,tema,3,tema,225,state,cross,62.0,0.028499196015185437,1.9315015095784132,1.879536203492414,54.0,-0.011726404707281072,0.7791415367484081,-0.728715420821665
1675,sma,4,sma,196,state,state,49.0,-0.021620281703932803,0.6465556018412912,-1.1443394161353653,49.0,-0.03708968424956704,0.5056709642674866,-1.921940208397327
1676,linreg,5,tema,208,state,cross,60.0,0.031789588488567826,2.3732483970244793,2.234828539791474,54.0,-0.004180098337259593,0.9160195271171393,-0.25207059560082434
1677,sma,8,linreg,194,state,cross,47.0,0.02248078006837331,1.576584720448361,1.153320098851542,51.0,-0.0020670985477879234,0.9591400882781108,-0.11248205867834025
1678,tema,6,ema,241,state,cross,55.0,-0.0093513910115362,0.8301186372916975,-0.5277165215422484,54.0,-0.02619691404626939,0.5686409432207062,-1.5678582202670872
1679,ema,5,tema,186,state,state,55.0,0.04124996745057058,2.618117412352422,2.5137713726957323,50.0,-0.004007957063876636,0.9203643633039184,-0.22317707891082122
1680,wma,14,hull,183,14.5,off,38.0,0.00863330190278502,1.183429185048821,0.37857036294744095,28.0,-0.004889016262157829,0.9160744165081652,-0.17798001037411848
1681,sma,7,tema,204,10.5,state,31.0,0.01339564852043035,1.4453235610720592,0.649631059356701,27.0,-0.014508836918899225,0.6716403287130295,-0.690167101053586
1682,sma,51,linreg,191,state,off,35.0,0.00888174118233035,1.1709030169851404,0.3514361820316304,39.0,0.016633972178476942,1.3688796613755494,0.7330087880215356
1683,wma,53,linreg,182,state,state,36.0,0.01525637449117658,1.310366573436457,0.6274219927722104,44.0,0.014736247070498348,1.3565066306555658,0.737127650905721
1684,tema,6,tema,209,state,cross,60.0,0.035503136461283696,2.560748479128907,2.4560102803913884,54.0,-0.002578477369855953,0.9464746639871335,-0.1574651197633794
1685,ema,53,dema,192,state,cross,44.0,0.030578583694047846,1.6952526655292817,1.381539160510719,44.0,-0.0029832837243830845,0.9398611296046087,-0.14883805464486127
1686,tema,5,tema,201,state,cross,62.0,0.04083881683133096,3.2005899351642246,2.9679431627247435,54.0,-0.003001783171992974,0.9382302511446076,-0.18383214114410876
1687,sma,4,tema,215,state,state,53.0,0.018440302311876038,1.560899087830036,1.1311879235200182,53.0,-0.01119303134165876,0.7909542051174964,-0.6491282261790251
1688,hull,6,hull,177,state,cross,61.0,0.015961583918335867,1.5074949898222667,1.1162264945360565,55.0,-0.006166352772409109,0.8728713174928532,-0.38674312039164904
1689,tema,2,ema,199,state,cross,59.0,-0.009946815629028665,0.8106956520494322,-0.6131715328090082,57.0,-0.012364868047152009,0.7608547226510369,-0.7802470209896089
1690,sma,6,tema,176,state,state,53.0,0.02559943080258468,1.7795494509321592,1.493141151878436,52.0,0.00013970830088781187,1.0029069709772986,0.00791957599610859
1691,sma,3,dema,226,state,state,57.0,0.009536020570962965,1.2295707961790154,0.5664781733829516,56.0,-0.004361315194643597,0.9144860155122643,-0.25871189087882707
1692,sma,3,tema,210,state,state,58.0,0.04062690426947209,2.7694587207526484,2.663315080503776,54.0,-0.006317303926081389,0.884527945971844,-0.35429743417962883
1693,dema,34,linreg,191,15.5,state,25.0,0.031130081372387666,1.961667927966655,1.2194307081966909,29.0,0.002554727987333109,1.052397603663493,0.10276928498218822
1694,wma,6,hull,180,state,off,52.0,-0.006270505055047082,0.8922334844696377,-0.30957728930348805,49.0,0.00040271993148860587,1.007119099702127,0.01920795000393332
1695,hull,11,wma,196,12.5,state,33.0,0.01950655261777899,1.5876708355759857,0.9252247583421614,32.0,-0.008525852326978495,0.8623982597046934,-0.3489822831137576
1696,sma,58,dema,186,state,cross,32.0,0.02701795389779925,1.559554985283073,1.0046675941163716,39.0,-0.004715674260150657,0.8988315391071187,-0.23312849081036538
1697,tema,5,tema,175,state,cross,64.0,0.03930081903685123,2.874940133126351,2.807105394031188,53.0,0.00034379780013906125,1.0073980634170487,0.02092325072376094
1698,sma,2,tema,222,state,state,59.0,0.037987888062701564,2.5498772320083005,2.4988398590115093,54.0,-0.006189312549584678,0.878629680288698,-0.3700661170464971
1699,tema,4,wma,206,2.5,cross,30.0,0.04543417254707857,2.8240686221321187,2.044352543708019,32.0,0.03603428375294609,1.9200870868574111,1.516573279457176
1700,tema,10,ema,173,5.0,off,25.0,-0.012746934116258261,0.7535322483343642,-0.4771033333282203,22.0,0.013135980097608706,1.241551691245916,0.4036303769908803
1701,ema,40,sma,187,6.0,state,5.0,0.10708484289611497,11.015042243565274,1.9458488424043427,2.0,-0.06028835864600514,0.01099769388916899,-0.9782438793764953
1702,tema,7,tema,198,state,off,52.0,0.009146283522574268,1.1956984135833522,0.46892729274971445,51.0,0.010204555405879157,1.2117427055718835,0.5178095276781558
1703,dema,14,tema,183,9.5,off,30.0,0.008993867515598069,1.210174621203371,0.3619136433519807,29.0,-0.03686747434549369,0.5111528520337465,-1.3889198456549487
1704,wma,8,dema,169,19.0,state,40.0,0.0362133355375005,2.148034570856248,1.7684920754916225,43.0,-0.009048185031919885,0.8404967233825218,-0.4512079241050693
1705,ema,19,ema,191,18.0,state,15.0,-0.00277589618937713,0.9336936596912593,-0.08720735266239119,17.0,0.005898612015929825,1.099762036920281,0.16149339720561065
1706,hull,3,tema,241,state,state,63.0,0.030388922506629043,2.0903544961835445,2.0679769391287137,55.0,-0.014326600166815032,0.7232831405612982,-0.9346654600841985
1707,sma,4,ema,27,state,cross,58.0,0.003854562817426948,1.0976660943070518,0.2520396268740485,56.0,-0.015483844554978633,0.7120984521508483,-0.9820411995948171
1708,sma,4,tema,210,state,state,54.0,0.023298073499182892,1.7611379796322038,1.446479550596798,53.0,-0.01266895917167218,0.7690220175053957,-0.7333566525534313
1709,ema,23,linreg,179,state,cross,44.0,0.012524464414123727,1.280388250684419,0.614418246535426,49.0,0.009233894979569585,1.2054830701689312,0.491178590472557
1710,wma,44,sma,193,16.5,state,10.0,0.002524250231496844,1.045393484323091,0.05299384542707032,10.0,-0.005872538196687096,0.9040036005940209,-0.12452254405636265
1711,sma,2,linreg,523,state,off,51.0,-0.003712035535744158,0.9389139786853228,-0.1739585398713643,52.0,-0.01543211510127643,0.764521799685824,-0.7594126200607476
1712,wma,29,sma,182,1.0,cross,4.0,-0.10217282820324848,0.00690670658877508,-1.708279511442776,1.0,,,
1713,dema,9,tema,201,4.0,state,29.0,0.02521551314414572,1.8917136227925806,1.1325001560047034,23.0,0.011923233854337474,1.254185234189021,0.42364666068222573
1714,hull,6,tema,168,7.5,state,42.0,0.03073381118802277,3.0222970316196736,2.0664920574977437,34.0,0.0018529877221583765,1.0437605935394327,0.09540704508634763
1715,sma,2,tema,219,state,state,59.0,0.037987888062701564,2.5498772320083005,2.4988398590115093,54.0,-0.004810457661418065,0.9044968878711619,-0.28813873070467316
1716,tema,4,tema,167,3.5,cross,36.0,0.018460731240376123,1.6300512880305542,0.966730361394234,27.0,0.020022146572787974,1.5810981317145079,0.888907971709699
1717,sma,18,ema,198,state,cross,45.0,-0.028842859935588046,0.5737839136974787,-1.3764677585782925,43.0,-0.046395723219970035,0.4261099416707141,-2.209539086033566
1718,sma,5,tema,208,state,state,53.0,0.012962802430949735,1.3379793671729587,0.7521616464945426,52.0,-0.007893518623564558,0.8572760338559768,-0.4346579361928416
1719,sma,3,tema,177,state,state,58.0,0.04558537472400884,3.182283604305028,2.988008598940066,53.0,0.00439450468385178,1.094776994339896,0.25356320502946833
1720,linreg,4,tema,259,state,state,59.0,0.017076545115177096,1.480950551178055,1.0846201688457975,56.0,-0.0070187908017928236,0.8506817822854404,-0.45740027362020086
1721,ema,37,wma,189,20.0,off,14.0,0.02634041326417858,1.6125970177066322,0.6523981800960662,16.0,-0.02591910889101367,0.6406411036478249,-0.6836627049278879
1722,tema,6,tema,161,11.5,off,40.0,-0.0033091125109828085,0.9358972739076493,-0.14975555291590006,40.0,-0.004366433825478895,0.9145324059109075,-0.2042414692619722
1723,sma,2,tema,225,state,state,59.0,0.037987888062701564,2.5498772320083005,2.4988398590115093,54.0,-0.006362059279247236,0.8756633664545957,-0.37979732938682864
1724,sma,4,tema,175,state,state,56.0,0.03885859068891136,2.6611591164702455,2.497941329488319,51.0,-0.0008213851834323555,0.9833092095357631,-0.04589584065224798
1725,sma,2,tema,209,state,state,59.0,0.03855734324720442,2.618043830031732,2.5556940420890335,54.0,-0.004810457661418065,0.9044968878711619,-0.28813873070467316
1726,sma,5,tema,197,state,state,54.0,0.01688827669216621,1.4562016530511872,0.9913704649788817,52.0,0.0006718930125700004,1.013975972047238,0.03802305185935175
1727,sma,3,tema,165,state,state,59.0,0.04536433573708449,3.267348962527858,3.0335186424562672,53.0,0.0050354760766681056,1.1094911070265887,0.2907002072898718
1728,dema,24,wma,185,state,off,47.0,-0.029587990430691213,0.582090303047128,-1.3946027198896862,49.0,-0.05461852168362856,0.32874637259463874,-2.901870905539019
1729,sma,3,tema,152,state,state,60.0,0.044675390078503525,3.2811592681203186,3.08437137504324,53.0,0.007698742410496215,1.17738127307176,0.45467208793397756
1730,dema,2,hull,214,state,cross,62.0,0.027743131372013476,1.8886445175483506,1.8204115594373473,55.0,0.0037587598467614617,1.082907380377441,0.23010875481881535
1731,linreg,5,hull,175,state,cross,62.0,0.01688774329944953,1.5152372193492973,1.162770686405941,56.0,-0.001017170866852631,0.9778352398177557,-0.06443054656761608
1732,sma,4,tema,200,state,cross,54.0,0.022779635079314013,1.7318061045635116,1.4034392611801936,52.0,-0.004118206560113675,0.9209609640005163,-0.23004515003370035
1733,sma,41,ema,184,state,cross,40.0,-0.022118139710019115,0.684612068475199,-0.9324493749176999,40.0,-0.03761851768027302,0.4950956295834619,-1.71495793678287
1734,sma,3,wma,168,state,state,55.0,-0.010463187682345122,0.801284472638461,-0.6134908865406444,58.0,-0.03250674234395964,0.5217880642480426,-1.9626656345413427
1735,tema,4,tema,194,state,cross,63.0,0.04638309259986401,3.5843119522760434,3.347537006676971,54.0,-0.00798271214159759,0.8407901243843571,-0.505632776578839
1736,tema,2,tema,218,state,cross,62.0,0.02508254381855182,1.8092256968670848,1.6783088225419744,54.0,-0.010126184626273849,0.8078462518177177,-0.6277615952231325
1737,ema,5,ema,205,state,state,51.0,-0.016097525345047225,0.7222717780402297,-0.8701640332482702,52.0,-0.03991916192509893,0.44723152837056734,-2.2556906231111866
1738,ema,39,wma,192,12.0,cross,6.0,0.08590895167599423,8.903768069099666,1.7592172192270072,10.0,-0.049245254313925846,0.42854478481100927,-1.0589480396741786
1739,ema,20,wma,200,state,off,44.0,-0.022995312396866016,0.6958245253947051,-0.9694295974837965,45.0,-0.05018219787437787,0.3967750600546705,-2.4094527493494806
1740,wma,12,ema,204,9.0,off,13.0,0.012024704023542379,1.3565162258423316,0.33785018337375994,17.0,-0.027149259376294504,0.6686003889425334,-0.692411821216759
1741,tema,7,dema,226,state,off,53.0,-0.0023163880568183477,0.9593653484258942,-0.11451894229057685,53.0,-0.011504489704712245,0.8107928335181697,-0.584401695275894
1742,ema,25,tema,190,10.5,state,21.0,0.0505443577244407,4.8214435211960005,2.105857742144091,17.0,-0.04096246476249632,0.3754060495669168,-1.398764977199301
1743,tema,2,tema,213,state,cross,63.0,0.0250768293100201,1.832815719694149,1.7148654065422986,54.0,-0.007064386152741213,0.8576777281156267,-0.44745911767524604
1744,wma,25,linreg,195,14.0,state,22.0,0.03551533108902445,2.3808653656931775,1.393044214134373,25.0,-0.010052789443735475,0.8164876979904497,-0.37320832952346383
1745,linreg,2,linreg,240,state,cross,60.0,0.023787217095142265,1.7686130188278673,1.5557432888216647,52.0,-0.008852771742579197,0.8322332174919876,-0.5188936698085862
1746,dema,2,linreg,235,state,cross,59.0,0.02497547802288576,1.8138597030422048,1.6113190144485174,53.0,-0.009849648297025284,0.8139350178440555,-0.5848908740284232
1747,wma,52,tema,189,state,state,38.0,0.02776940931162063,1.7200599907120635,1.2387012890307394,43.0,-0.0033707458581597976,0.9281781256724071,-0.1712773254193754
1748,hull,4,linreg,213,state,cross,60.0,0.021160189025921504,1.7740041276672336,1.4900927420947168,53.0,-0.007773807718659344,0.8582548812528412,-0.4492349806940668
1749,wma,25,dema,198,15.0,cross,20.0,0.02363514179627417,1.5321361983157842,0.731028833538841,24.0,0.0271384602456491,1.6396945806462888,0.9420998193341498
1750,hull,7,tema,204,state,cross,59.0,0.03854544462102339,2.8559990967523294,2.658546763319806,53.0,-0.003223839971831401,0.9393713093572826,-0.18113388625909418
1751,sma,3,tema,221,state,state,58.0,0.04062690426947209,2.7694587207526484,2.663315080503776,54.0,-0.004621495720336087,0.9128228587352539,-0.2610487569529469
1752,linreg,54,ema,187,8.0,off,10.0,-0.03364868841248243,0.5399511843305843,-0.7050208002610061,8.0,-0.11953323057956033,0.004126532757925605,-3.377602461824264
1753,linreg,40,sma,186,9.5,off,15.0,0.0021960286673774875,1.0438577789266819,0.059255349384722884,12.0,-0.03254921798158491,0.4909516235728111,-0.8310312476253581
1754,ema,59,hull,191,13.0,cross,20.0,-0.005857938815422336,0.8914194891418491,-0.18646351718731025,13.0,0.013985169535132319,1.4477068181573374,0.418403911241211
1755,linreg,9,sma,209,11.0,state,26.0,0.03179343679568231,2.1169105390320127,1.3273779154599037,23.0,-0.0012731209752284256,0.9751518825311223,-0.04706731962221581
1756,tema,5,tema,202,state,cross,62.0,0.04083881683133096,3.2005899351642246,2.9679431627247435,54.0,-0.003001783171992974,0.9382302511446076,-0.18383214114410876
1757,wma,19,tema,179,state,state,49.0,0.02889384881702742,1.8488029409429314,1.541751376794994,48.0,0.0026399836578642893,1.0539097723083983,0.13831713017715658
1758,ema,40,linreg,193,state,cross,41.0,0.017161136413847047,1.3879691919329322,0.7830705231532946,47.0,0.013917530701510713,1.320629222116181,0.7114700596168859
1759,sma,51,tema,186,state,cross,35.0,0.03686626057388154,2.1977829602702204,1.693789372780148,40.0,0.012385417222879617,1.28049600965848,0.581933881395212
1760,tema,4,tema,230,state,cross,61.0,0.034460736196294764,2.331680996194525,2.3237611032176115,54.0,-0.010921986580560426,0.7912239560590688,-0.6790158671252055
1761,tema,4,tema,216,state,cross,61.0,0.03739365058240158,2.628139422456028,2.5751098581484193,54.0,-0.009924375005430353,0.8094031360814673,-0.6166644741819463
1762,dema,31,ema,196,state,cross,44.0,-0.030506239245888554,0.5653465817710946,-1.4380972861501724,46.0,-0.059640843867678324,0.28982805570001074,-3.235451930066789
1763,hull,22,tema,182,state,state,48.0,0.015144351540812515,1.3673299865744881,0.7878411952925749,49.0,-0.00443633646312918,0.9091737240448606,-0.2477532889396506
1764,linreg,2,sma,211,state,off,51.0,-0.03281748282040366,0.5812944633897563,-1.535426376674307,48.0,-0.055861663606926966,0.35813334776845157,-2.794177619796884
1765,sma,6,tema,204,state,cross,53.0,0.013955097149857926,1.3408430600049703,0.7770226908917761,52.0,-0.0063051514831934385,0.8743895537704204,-0.3621022838016472
1766,linreg,9,sma,176,state,off,52.0,-0.02299703012504583,0.6406280148581681,-1.1711318485451163,50.0,-0.03508848438207079,0.5378789806783901,-1.7228669421181733
1767,tema,3,tema,196,state,cross,63.0,0.03940865905308922,2.814032079445618,2.8030832227846636,54.0,-0.00798271214159759,0.8407901243843571,-0.505632776578839
1768,sma,4,dema,178,state,cross,54.0,0.009904911733919608,1.2451084507491645,0.5756630385264616,54.0,-0.0037293360207657,0.928352457455954,-0.2118879680782842
1769,linreg,5,wma,206,17.0,state,43.0,0.020902815757419636,1.634077110413822,1.1403456257077087,41.0,0.006925262098003206,1.1436451252728481,0.34683199852883345
1770,wma,43,tema,187,6.5,cross,9.0,0.01760886090117726,1.6962811196055396,0.44654266337681003,10.0,-0.07282925710044233,0.20427153594729575,-1.8950813275739387
1771,tema,45,wma,184,state,off,46.0,-0.021933545662265085,0.696681514577589,-0.9666690626753535,46.0,-0.05294247918608328,0.3496548124314205,-2.673423089914246
1772,tema,2,tema,500,19.5,cross,45.0,0.015438843302952,1.4285953542578302,0.8663965761924544,45.0,0.0013459599503928708,1.0278551068415884,0.07148153750016055
1773,sma,4,tema,212,13.5,state,40.0,0.02446425475647928,2.0063570123130035,1.4141822148762229,37.0,-0.022531576464700862,0.6112076156704022,-1.152958535425618
1774,tema,45,wma,195,16.0,cross,18.0,0.004896860352663734,1.1009216279241754,0.14861762972383433,23.0,-0.03858804093407953,0.45737115829457214,-1.39871843424019
1775,hull,25,wma,176,state,state,45.0,-0.027151808047556254,0.6123313564707042,-1.2883186800206299,50.0,-0.03446591807540908,0.46583521299205016,-1.9919201919701466
1776,hull,56,dema,191,3.0,off,6.0,-0.03304704141047976,0.034035528794185144,-0.9594334518426637,7.0,0.05210138440533674,2.9180684845328444,0.9816635896835758
1777,linreg,2,hull,219,7.5,state,46.0,0.010100377649980145,1.320245357212549,0.6436865892019225,37.0,0.003837377119600608,1.1027953750882116,0.21230177936753739
1778,wma,33,dema,435,state,state,42.0,-0.02584492533646903,0.6414557611713955,-1.127084907995743,46.0,-0.04117647243021993,0.4401214445435318,-2.099596301361532
