trial,fast_type,fast_len,slow_type,slow_len,gate,exit,nR,mR,pfR,tR,nH,mH,pfH,tH
47,hull,3,wma,237,state,cross,61.0,-0.004255593390697549,0.9123492202984386,-0.2670056090810691,60.0,-0.013007553048880852,0.7418105433383134,-0.8754582438299896
48,tema,7,tema,348,state,off,53.0,0.008994074783909647,1.1693370542915593,0.4386051497783402,53.0,-0.0008793805913465473,0.9836004662626888,-0.04536887431196064
49,tema,7,ema,300,state,state,53.0,-0.008247840191851666,0.8518379408293546,-0.4467602716139917,53.0,-0.020115297963096572,0.6576718315290423,-1.1505480255105967
50,sma,20,tema,212,state,state,46.0,0.03041849258546849,1.8294114694423356,1.5231210091148915,46.0,0.0005578489909831797,1.0115149769391263,0.028477695465050468
51,hull,14,tema,143,20.0,off,46.0,-0.00545821579630501,0.9027715625127539,-0.2569325545542552,46.0,-0.003964435574428656,0.9249284025428277,-0.19474833046854625
52,hull,9,tema,183,state,cross,59.0,0.03709980309019697,2.6837083060462184,2.5104943221113314,52.0,0.0027671886163404182,1.0573735357200793,0.15567822639644005
53,hull,18,sma,183,state,cross,45.0,-0.021055584961800565,0.6709814997275674,-1.031107314935492,48.0,-0.03008233373365223,0.5368089580035185,-1.6379569052320144
54,hull,10,linreg,229,5.0,cross,30.0,0.025180694981353103,1.9442129258532468,1.2327732494334807,23.0,-0.0006563422340730484,0.9873931800334141,-0.023086466462181387
55,hull,11,tema,153,state,cross,57.0,0.030571139105017048,2.2904377156901203,2.07768778566263,52.0,0.0030681881757421,1.0630476993902356,0.171337363676642
56,hull,16,tema,281,state,cross,50.0,0.0030476226663610794,1.0644847115484228,0.16222846195239218,50.0,-0.015163873656310098,0.7119799233025139,-0.8778127374529324
57,dema,3,tema,164,state,off,54.0,0.012184316741556844,1.250573303841118,0.6172064940685296,50.0,0.00797258399233232,1.1545280713993615,0.38918274345716386
58,tema,26,tema,179,state,off,49.0,-0.002305905900160084,0.9569647199891077,-0.11326757756113699,49.0,-0.004174385254720876,0.922176361414354,-0.21002372225291316
59,tema,11,sma,197,state,off,49.0,-0.032488855406992014,0.5493552411017116,-1.5713178757049384,49.0,-0.04345192529077283,0.46596125154144574,-2.1200162251416397
60,hull,2,tema,315,16.0,cross,49.0,0.011291869980840509,1.349423821835887,0.7195098600935188,49.0,-0.004343244532310605,0.8992642500601618,-0.2770426053394057
61,tema,10,dema,141,state,cross,57.0,0.015019623236177702,1.4176463354898765,0.9287416646753892,57.0,-0.005236759868212063,0.8988581875826852,-0.31233334349583697
62,hull,13,ema,95,state,off,52.0,-0.021065656250752372,0.67944395115277,-1.0476404069830387,52.0,-0.03369781021944233,0.5610945382400034,-1.6574852738343424
63,wma,6,tema,155,state,state,57.0,0.03654856103566929,2.4841136192235203,2.353060545994892,53.0,0.0021153940186387056,1.0432508350933,0.11950853823199295
64,wma,7,tema,153,state,state,57.0,0.03971644950560725,2.609660703852441,2.519010753478344,52.0,0.00462583756675703,1.0989158636225684,0.26016274686662116
65,wma,4,wma,207,state,state,54.0,-0.012547220396045607,0.7584638754106785,-0.7483978632732743,56.0,-0.029469378121659378,0.5544937604898031,-1.7416350832005192
66,wma,18,dema,238,state,state,45.0,0.0028753371183045146,1.0501825690520177,0.1305888149407985,51.0,-0.007999279884462026,0.8455999873469818,-0.44474949884310866
67,wma,5,tema,125,10.0,state,44.0,0.011241551160641296,1.388210506145898,0.7062648204386771,37.0,-0.007717650243494695,0.8249010984112809,-0.4192824236269522
68,wma,8,tema,155,state,state,54.0,0.027447941399505845,1.91983515518852,1.6678102018064662,51.0,0.002654715964995431,1.053417525665894,0.14440977019318546
69,wma,15,tema,218,state,state,50.0,0.01747268291736491,1.4289834633354446,0.9135456313076892,49.0,-0.009686858848887326,0.8247747470470985,-0.518613814051261
70,linreg,5,linreg,56,state,cross,52.0,0.027561198296455945,2.0600089138116804,1.7859835081790547,48.0,0.008185362671857032,1.1972906798079297,0.4892490192609883
71,tema,16,wma,161,state,state,54.0,-0.010517033761978227,0.8033759399042523,-0.5989549592256735,58.0,-0.018100418749738712,0.6977495384010126,-1.0667387049656818
72,hull,9,tema,91,state,cross,54.0,0.02674208097344948,1.9504164940350226,1.7085722518949167,55.0,-0.0015697496122659984,0.9626952309381368,-0.10654254483398601
73,dema,5,tema,148,state,state,60.0,0.030974758555556908,2.2974961420575237,2.1421095711163374,54.0,0.010057239784246528,1.2476310497034033,0.6203196152141327
74,dema,4,tema,255,state,state,59.0,0.0276686839903814,1.9767072016549005,1.8128171238783046,55.0,-0.003694524401503508,0.9230044346283685,-0.22775622087324654
75,wma,11,dema,121,state,state,53.0,0.010963511498954786,1.2728249506962794,0.625206817412639,52.0,-0.0020293419680381124,0.9611344221155745,-0.10997292650851105
76,dema,10,tema,181,state,state,54.0,0.03538263275932313,2.2182279647352927,2.0799095902377895,52.0,0.006010739952571956,1.1313728123175024,0.3377131507723851
77,sma,27,tema,145,state,state,43.0,0.014590910384737244,1.3362401600138518,0.709869785350743,43.0,0.024096945861786484,1.7049656239147903,1.2482269556357664
78,dema,14,sma,109,state,state,52.0,-0.017969348365872793,0.7126696237351877,-0.9391352374022618,54.0,-0.027882506061470618,0.5531584955692792,-1.644335541735353
79,tema,8,tema,200,state,cross,59.0,0.040470854057925526,2.858976533160229,2.7039981890062714,54.0,-0.0006336699792464169,0.9872484855766113,-0.03715481022815127
80,wma,2,tema,202,state,cross,63.0,0.04318075119976001,3.374873347724145,3.1481386805301375,54.0,-0.004292698198374768,0.9139519912360214,-0.2596528893511095
81,wma,5,tema,195,state,cross,57.0,0.035506758997671424,2.3841374091930803,2.2628213296117066,52.0,-0.0053048508341060055,0.8992779721333313,-0.2958088784270067
82,wma,4,tema,205,state,cross,57.0,0.03417726066061965,2.2666892524789466,2.1562467913551533,54.0,-0.007324768225443194,0.8615596482258558,-0.4277261436386862
83,wma,2,linreg,274,state,cross,57.0,0.012102110278237852,1.3383065101642166,0.7599192918399977,56.0,-0.004607781358785943,0.8984050235395337,-0.29874727987814537
84,wma,12,wma,248,state,cross,43.0,-0.03372775459366115,0.5456359685857168,-1.5725008114664014,51.0,-0.03679224652328534,0.4718162031428786,-2.0439937134203787
85,wma,6,linreg,215,state,state,53.0,0.014305353995402515,1.3521643892521185,0.8127465998204723,52.0,-0.008020099280065186,0.85536511908934,-0.4379272258773021
86,wma,13,tema,175,state,cross,51.0,0.0214172095436924,1.6079299023476359,1.1930011555128905,51.0,0.0006461305998408732,1.01323611945701,0.03554795674041715
87,wma,7,tema,198,state,cross,55.0,0.02274225645825217,1.6774395584648676,1.3637425012553601,52.0,-0.002788451289007381,0.9415209609663913,-0.1625305525624336
88,tema,7,tema,229,state,cross,58.0,0.039309144429705366,2.624277698677758,2.5490850862968144,53.0,-0.0012747474962027474,0.9728498843567803,-0.07659344563045374
89,tema,8,tema,233,state,cross,56.0,0.03366796515413048,2.337719489078968,2.1795176532848957,54.0,6.789346005842978e-05,1.0014070024469608,0.003982763470464463
90,wma,2,tema,323,state,state,60.0,0.020970860372478518,1.6169531788379958,1.3215914373238635,56.0,-0.015539223538230128,0.7032522558848688,-1.009791521219035
91,tema,5,ema,414,5.5,cross,21.0,0.007538179685807632,1.1941232851721582,0.2825860344199642,22.0,0.02685883349460735,1.6646882689828395,0.9513321051566864
92,tema,6,dema,222,state,cross,60.0,0.024604129286041807,1.734928180145228,1.542725950057994,57.0,-0.009786328843610389,0.8009484125778629,-0.644020383195143
93,tema,5,tema,189,state,cross,61.0,0.03885829945553716,2.820970333631076,2.692459749528223,54.0,-0.0010540423114053957,0.9774046267144644,-0.06529199317931805
94,tema,12,tema,167,state,cross,57.0,0.04261151473249296,2.953399502801208,2.7648424415075032,53.0,0.003729136009243648,1.0786862814292708,0.21330849474597924
95,tema,15,tema,168,state,cross,55.0,0.039221993602663555,2.4332807368074514,2.344124726791137,53.0,-0.0006160319236713847,0.9878379753890649,-0.03463071633071359
96,tema,12,tema,189,state,cross,55.0,0.03237395461735525,2.0491878153962073,1.9102251922718883,53.0,-0.006109270727549639,0.8910905697276834,-0.3361889777217691
97,sma,2,tema,241,state,cross,58.0,0.03246187178390226,2.321394700548759,2.1786883277319102,54.0,-0.0027495742378042167,0.942243062723503,-0.16629166562287437
98,wma,11,tema,175,state,state,51.0,0.022911384402109585,1.6791463991949407,1.2984969202852628,51.0,-0.0017370881558888068,0.9662036205629828,-0.09443964446808262
99,hull,3,tema,208,state,cross,64.0,0.03806019147642814,2.7208094469480533,2.743380681355406,54.0,-0.01430217416815298,0.73054830300645,-0.9152331948202229
100,hull,4,hull,262,state,off,53.0,-0.005816068910360965,0.8979678518852956,-0.2923098037294811,51.0,0.010204555405879157,1.2117427055718835,0.5178095276781558
101,tema,2,tema,206,state,cross,64.0,0.03055846034847151,2.1455180999718015,2.1391315518196357,54.0,-0.004441552835525825,0.9055264415953032,-0.2855071469668225
102,hull,3,tema,183,state,cross,64.0,0.03374532177977522,2.4336809289351633,2.43970627107133,54.0,-0.01332336270491397,0.745997272904604,-0.8538735936995443
103,hull,3,tema,225,state,cross,62.0,0.03038294567010843,2.0582516067453205,2.032676750906384,54.0,-0.017327042838691128,0.6911602822787969,-1.0866703031905955
104,tema,5,tema,192,state,cross,60.0,0.03622602631358372,2.6572926565632424,2.503176723409577,54.0,-0.0010540423114053957,0.9774046267144644,-0.06529199317931805
105,tema,5,hull,219,state,cross,62.0,0.02968929342627603,2.126148781369005,2.0517851101656857,54.0,0.0032551176795556505,1.0699175628100106,0.19378774173914717
106,tema,10,tema,191,state,cross,58.0,0.03851162099782196,2.554250440384044,2.4764492527715847,53.0,-0.0036175927470774856,0.9325117372772718,-0.20294364795748976
107,tema,5,tema,167,state,cross,63.0,0.035967075603662,2.626331671320697,2.5508414166241447,54.0,0.000970246670607155,1.0214146933781294,0.06052030013133907
108,tema,11,linreg,167,state,cross,56.0,0.013317821011070643,1.3796133551380254,0.8441106419922658,52.0,0.008026500191616541,1.1961627007492193,0.4869682760763295
109,dema,7,tema,208,state,cross,55.0,0.025052085498975106,1.7195195488836066,1.4616410314992418,54.0,-0.003459414214623315,0.9341181058700606,-0.19774950992384338
110,linreg,9,tema,245,state,off,52.0,-0.0019022236849364706,0.9649075756546763,-0.0954008664263798,52.0,0.010034727095946997,1.2123015199525347,0.5192558697936931
111,tema,5,tema,200,state,cross,62.0,0.04083881683133096,3.2005899351642246,2.9679431627247435,54.0,-0.003001783171992974,0.9382302511446076,-0.18383214114410876
112,ema,2,hull,228,state,cross,62.0,0.030337203455911003,2.1797345890679964,2.098398503697578,54.0,0.006267975806913107,1.1335554880759544,0.3647063620260526
113,tema,4,wma,158,state,off,55.0,-0.016445352838666705,0.7495915063276465,-0.8205870947592803,55.0,-0.028452272761402022,0.6075084806524934,-1.451751498315977
114,tema,3,tema,202,state,state,64.0,0.03515807976915544,2.4052146861355848,2.4446860611387455,54.0,-0.00798271214159759,0.8407901243843571,-0.505632776578839
115,tema,3,ema,271,state,cross,56.0,-0.005690893723965396,0.8875221800954117,-0.33426972641740127,55.0,-0.012719383044905396,0.7612462228666842,-0.7594251089894806
116,hull,7,wma,131,state,state,57.0,0.007639861045962855,1.1913941485420776,0.4754644255809803,61.0,-0.028924544182809195,0.5207270219866816,-1.9779695011943141
117,hull,8,ema,175,state,cross,54.0,-0.01214905150990994,0.7795937076689529,-0.6961737345325182,55.0,-0.034594340882652175,0.49567059947179487,-2.0242696071489066
118,tema,4,sma,215,state,cross,57.0,-0.011490916785717717,0.7800872032608537,-0.6913710792207951,53.0,-0.0192445643476056,0.6673092089693423,-1.1265100993084145
119,sma,8,sma,252,state,cross,44.0,-0.03376393280699733,0.5400769876128386,-1.572840077317426,46.0,-0.02991531470970721,0.5741979663282603,-1.4757096806823031
120,hull,8,linreg,182,state,off,51.0,-0.0061213835874313945,0.8895400538250372,-0.3070493697034857,48.0,0.01210062397955537,1.2625607924046223,0.6012448714397579
121,tema,4,tema,193,state,cross,63.0,0.04638309259986401,3.5843119522760434,3.347537006676971,54.0,-0.008052423405906176,0.8396227593097173,-0.5098406188764233
122,hull,5,dema,164,state,cross,61.0,0.027098051504075668,2.013793410443492,1.9119777723535254,59.0,-0.006817101404540694,0.8577325281538756,-0.4573113036138163
123,dema,5,ema,204,state,cross,54.0,-0.013174384418588179,0.7653668464098476,-0.7479191617474871,55.0,-0.025010687735425523,0.5986785066519379,-1.463774758728455
124,tema,14,dema,150,16.5,cross,45.0,0.013030398163703088,1.304086960183371,0.658628710085688,47.0,-0.02004458456660641,0.6856365248307094,-1.044796114677695
125,tema,6,tema,192,state,state,60.0,0.03998938316296088,2.882982441194997,2.7305128683889754,54.0,0.00027384705321731794,1.0060424275767221,0.01708392138619606
126,tema,8,hull,236,state,state,61.0,0.02620963419053922,1.9393116551758964,1.78027490749727,54.0,0.0053123060516883725,1.1186628203230178,0.3174266856005519
127,tema,6,tema,195,state,state,60.0,0.03998938316296088,2.882982441194997,2.7305128683889754,54.0,-0.0024390708471223395,0.9492215888476716,-0.14898101207411196
128,tema,6,tema,218,14.0,state,44.0,0.04044417533554985,3.361401571971448,2.5443317375301744,43.0,-0.01044857184439642,0.7713816492662391,-0.627184269743087
129,tema,8,tema,194,state,state,61.0,0.03850733659827211,2.7731445734913125,2.647655856925422,53.0,-1.9072038462791488e-05,0.9996185955919638,-0.0010977143454682266
130,hull,13,dema,194,state,cross,51.0,-0.0034469216743695207,0.9295590301601052,-0.1898659608357609,53.0,-0.011046519265081973,0.7932712974695241,-0.6403736965621244
131,tema,9,tema,200,state,state,58.0,0.03559282785295871,2.2850320852631136,2.235081433642805,54.0,-0.003478306306855905,0.9337948951898374,-0.19934980376939918
132,tema,17,ema,185,state,cross,51.0,-0.018904398368641665,0.688765577574063,-1.0168908373054304,52.0,-0.031264041106814244,0.533980309824872,-1.7578705617452683
133,tema,6,tema,170,state,state,61.0,0.039913602538847334,2.9629983855530284,2.7794808288326083,53.0,0.0018743490406768599,1.0417070943872728,0.1149846709013263
134,tema,6,tema,173,state,state,62.0,0.038801617717896086,2.895235486912015,2.7382397820757562,53.0,0.0022300596924003115,1.0500180912560013,0.1369837421972153
135,tema,6,tema,210,state,state,60.0,0.035503136461283696,2.560748479128907,2.4560102803913884,54.0,-0.0018133003301038756,0.9617510519070491,-0.11177598919816077
136,sma,8,tema,174,state,state,50.0,0.021933433339026216,1.6123561416584102,1.1989033046226492,51.0,-0.0038357605220107806,0.9282999482718534,-0.20515677224254955
137,tema,5,hull,195,state,state,61.0,0.02355044197872562,1.781278684347065,1.6036670388320675,55.0,-0.0009984157480435675,0.9787694909819413,-0.06188031975987857
138,sma,5,wma,140,state,cross,52.0,-0.011747604091706805,0.7915018748015669,-0.634118139460017,55.0,-0.02139215119300667,0.6557835604985418,-1.222538724484575
139,tema,2,tema,188,state,off,53.0,0.004990731584096889,1.093579640436084,0.24693125572209487,51.0,0.006814969114206886,1.1321171571180029,0.3388323702770505
140,linreg,7,tema,221,state,state,57.0,0.03255550350377393,2.2869875997059825,2.136749660529004,55.0,-0.008201824772584985,0.8433483932351705,-0.48958472314769264
141,linreg,4,tema,172,state,cross,62.0,0.03616890825139018,2.5888601391266532,2.5647284979054383,53.0,0.00014358911221155966,1.0030782665813527,0.008777524496722604
142,linreg,8,linreg,173,state,cross,57.0,0.021946913702125082,1.7599382650568918,1.4537881921217046,52.0,0.004318443125676367,1.0977053308814424,0.25788282223406345
143,linreg,2,dema,160,state,cross,63.0,0.017666944701315974,1.561145524314091,1.2507817262073926,59.0,-0.005490656189110444,0.8821512066750066,-0.3722920046729554
144,tema,3,linreg,539,state,state,56.0,0.007978279881358226,1.1580075019004725,0.43331624025977933,56.0,-0.01963305120449376,0.6514915096674498,-1.2304061034929632
145,tema,6,sma,208,state,state,55.0,-0.014958789911978302,0.7384929868347039,-0.8443882317452269,51.0,-0.02629080120215922,0.5813368311248285,-1.4993795246539645
146,tema,10,dema,179,state,state,59.0,0.005846189011600713,1.1451519659303109,0.3653477835040387,57.0,-0.011062756692586039,0.7937271533405487,-0.6740422543159315
147,linreg,4,tema,199,state,cross,62.0,0.03703442162615517,2.676416416643394,2.609253601773787,54.0,-0.0009843310470968112,0.9788674380499532,-0.06099970801612102
148,tema,11,tema,198,4.0,state,28.0,0.026100239335805107,1.8922380897039406,1.1320748865227257,26.0,0.012330416831872101,1.2732933312406114,0.48262611398380795
149,hull,5,tema,241,state,cross,60.0,0.023725263882835832,1.7591130716339891,1.5568874570577356,55.0,-0.016935337167810798,0.6880079183530967,-1.0915396806695605
150,ema,5,dema,226,state,state,54.0,0.009688063909070547,1.2191994781763766,0.5358583147948931,57.0,-0.005857677445224744,0.886653337948144,-0.3518497920449597
151,linreg,4,tema,186,state,cross,62.0,0.03712785541207435,2.6877841709147385,2.6184784965625783,54.0,-0.0004953715979880665,0.9892520620067661,-0.03076084481186307
152,tema,11,tema,190,state,state,57.0,0.031439360035506764,2.0622747072986725,1.9306952213268571,53.0,-0.003543432860880332,0.9338036500627976,-0.19894150344106906
153,linreg,6,tema,185,state,cross,60.0,0.03598563935183056,2.628283417417731,2.4781960846696243,53.0,0.004905685318548141,1.1079588912596217,0.2924422745938622
154,tema,8,tema,210,3.0,cross,25.0,0.04028418038983718,2.8700950062408577,1.7199851404354582,28.0,0.003116084915388241,1.0625944226869997,0.1266591015295255
155,linreg,2,tema,151,state,cross,62.0,0.016190406367007356,1.535317213840444,1.179062957347848,57.0,-0.006383431006807935,0.8655306373143999,-0.42777487206037274
156,wma,2,tema,200,state,cross,63.0,0.04318075119976001,3.374873347724145,3.1481386805301375,54.0,-0.0013703062475757446,0.9708227296894164,-0.08468741693555053
157,wma,2,tema,162,state,cross,62.0,0.042915474135476035,3.2211907221427336,3.068456205326699,53.0,6.481163620763078e-05,1.0013757055861436,0.003919758949088072
158,tema,4,tema,162,state,off,54.0,0.012184316741556844,1.250573303841118,0.6172064940685296,50.0,0.00797258399233232,1.1545280713993615,0.38918274345716386
159,tema,12,tema,144,state,off,52.0,0.009178447424223479,1.196914409206235,0.47163736048231764,50.0,0.015349295806650993,1.3469279832056884,0.7822105680397955
160,tema,3,tema,125,8.0,cross,49.0,0.0008197629488575011,1.0228540402407478,0.053511337803278464,37.0,-0.001780133860207172,0.9597434200105468,-0.09456213336788129
161,wma,2,tema,199,state,cross,63.0,0.04318075119976001,3.374873347724145,3.1481386805301375,54.0,-0.0013703062475757446,0.9708227296894164,-0.08468741693555053
162,wma,2,tema,180,state,cross,62.0,0.04150717136804507,3.007561860535418,2.8912506518428516,54.0,-0.0020327953084864434,0.9572971020705306,-0.1256558840946907
163,ema,3,tema,171,state,cross,59.0,0.04404725010805757,3.0680313517358373,2.918168676594261,53.0,-0.00043979482341618823,0.9908202790904629,-0.02609823734123605
164,wma,2,tema,170,state,cross,63.0,0.044604770850754115,3.2750422864349407,3.1280508940370577,54.0,-0.00038020284146542653,0.9917934708587633,-0.023539366870617053
165,wma,2,tema,159,state,cross,62.0,0.04316825254941281,3.2638926802942505,3.0909279251179105,53.0,-0.0024736490415213507,0.9500911356101154,-0.14790016599016928
166,ema,2,tema,161,state,cross,63.0,0.04037776103589548,2.9326672169749517,2.8413808192805963,53.0,0.0019528787376151355,1.0435296413812054,0.11984425876695462
167,ema,3,tema,159,state,cross,60.0,0.038462057295136035,2.6937097400004797,2.598398180216359,53.0,0.0064597110226023045,1.1458432061387802,0.38528953354864426
168,wma,2,tema,167,state,cross,63.0,0.044604770850754115,3.2750422864349407,3.1280508940370577,53.0,5.380340086404629e-05,1.0011505729266292,0.003270022801750762
169,wma,2,tema,138,state,cross,61.0,0.02925370256243463,2.2062118882046455,2.0911623275721074,55.0,-0.005854731312541537,0.8874584612879449,-0.3563293508063353
170,wma,5,sma,169,state,cross,51.0,-0.01817091161028347,0.6963100154293121,-0.9822065724600931,53.0,-0.03439592088144649,0.5050875688682939,-1.968285785435891
171,ema,7,tema,151,state,cross,56.0,0.0399227983060836,2.560001540275568,2.477135974863257,50.0,-0.0009292994420366329,0.9816292452036238,-0.050518884741727325
172,wma,4,dema,173,state,cross,59.0,0.011940996622224892,1.3177404898178169,0.7460215561716539,56.0,-0.012841097015705316,0.7713892906654438,-0.7584076045226388
173,wma,3,tema,161,state,cross,61.0,0.04272965994319945,3.084468292688045,2.9347241224206786,53.0,0.007530628375957921,1.1742344142669785,0.4516290760128796
174,wma,5,tema,135,state,off,51.0,0.00933100560096211,1.196337634755296,0.47017994521192086,50.0,0.015349295806650993,1.3469279832056884,0.7822105680397955
175,wma,3,hull,150,state,cross,59.0,0.013105982501976914,1.3630245456965644,0.8574536208519007,57.0,-0.007589918779122088,0.8312223629758909,-0.5224032861638641
176,ema,5,tema,162,10.0,cross,35.0,0.02924983321497818,2.1312569191624458,1.483644676119857,35.0,-0.01324650431590606,0.7386707133009415,-0.6551768079112328
177,wma,2,ema,122,state,cross,60.0,-0.00024214368413435401,0.9950031211878358,-0.014795625938605294,58.0,-0.023414572066945607,0.6228293316247748,-1.4343399084532094
178,wma,3,tema,176,state,cross,59.0,0.04457384452206768,3.1456874494001434,2.969060097519618,53.0,-0.0018231279066687196,0.9622568024311147,-0.1085189320097687
179,wma,3,wma,172,state,cross,56.0,-0.009933642104338058,0.8066299351992889,-0.5985274917764845,59.0,-0.023285277441788904,0.6199679862888035,-1.455214442737811
180,wma,3,tema,161,6.5,cross,37.0,0.026703985330277034,2.3134363132615055,1.5446032740950746,27.0,0.014997061167140764,1.3744281663488946,0.6364378760917044
181,wma,2,sma,176,state,off,54.0,-0.0166884593145005,0.7362845076817862,-0.8445381790477513,51.0,-0.03801294664970647,0.5137581483865233,-1.8797897050432562
182,dema,3,tema,146,state,cross,62.0,0.0238241828719282,1.925021577277066,1.7478261546653069,54.0,-0.004668251051849416,0.9093176464658149,-0.28260516918511935
183,wma,6,ema,179,state,cross,50.0,-0.028922507252656198,0.5721361171113422,-1.54105069028338,52.0,-0.0404842727523868,0.44375902499908193,-2.2830260603484085
184,wma,2,tema,163,state,off,54.0,0.015951062449411794,1.355376171011894,0.8254128457010477,50.0,0.011891917789145287,1.2493020507623422,0.5926679505024142
185,ema,4,tema,181,state,state,56.0,0.040900143324371425,2.659228950435912,2.5535764975655666,53.0,-0.002734462962495349,0.9444666703569518,-0.1601500824465797
186,wma,3,tema,134,state,cross,60.0,0.03127126950595922,2.340833486698253,2.217920005976089,54.0,0.003191345924267105,1.0727605679403889,0.1990889337322953
187,wma,6,tema,212,state,cross,54.0,0.016815777446702106,1.4533553782513045,0.9868196776762868,52.0,-0.009209267826533684,0.8263161407833303,-0.5258323523447417
188,sma,6,tema,156,state,cross,54.0,0.02708966500703956,1.8970580234830223,1.6423659702466622,51.0,0.0010996962538229026,1.023150694233462,0.06148595552360691
189,ema,3,sma,169,state,cross,55.0,-0.011899110577730857,0.780443238248004,-0.6831826915198767,54.0,-0.032245119248203474,0.5165514834035956,-1.902845879346327
190,ema,5,tema,182,state,cross,56.0,0.041411920785375325,2.713837130111226,2.5892990887721936,51.0,0.0018264966068205124,1.0386594935159577,0.10232873457031896
191,hull,2,linreg,197,state,cross,65.0,0.027436888193790466,2.1957194518171224,2.1480873343107727,54.0,0.004683222766438906,1.1144716176672906,0.2977977224090375
192,ema,5,linreg,188,state,cross,55.0,0.024395732744984286,1.858490938276263,1.5555788716571006,50.0,0.0021531739946436266,1.0450457061664686,0.12021503662472179
193,wma,8,wma,202,state,cross,51.0,-0.019845781794701173,0.677349602754226,-1.0562831544715494,54.0,-0.03648691823357865,0.4859328197095891,-2.0841200157320783
194,tema,4,dema,172,state,state,62.0,0.020347708166985026,1.621641696734652,1.354308271899699,58.0,-0.012994191326126647,0.7486903489833918,-0.8536134470568181
195,ema,2,dema,212,state,state,58.0,0.021184653373684623,1.5967295142396956,1.2906220813634581,57.0,-0.005794280900917424,0.8802413961975563,-0.3715136737047791
196,wma,4,ema,156,state,cross,54.0,-0.020196713250268276,0.6617452240618885,-1.164973414469042,56.0,-0.029142463857468975,0.5574082303976563,-1.7001290170458903
197,ema,11,hull,192,state,state,55.0,0.020670833228458262,1.5817312572811244,1.2253989118302713,52.0,0.003227440710273349,1.0664593331847014,0.178382376505952
198,wma,5,hull,181,state,cross,58.0,0.015205813901807159,1.399962169610028,0.9335599662555226,54.0,0.006506189439019795,1.148499428787512,0.3893693921986479
199,wma,2,sma,145,state,cross,57.0,-0.008027479370697605,0.8456799309345638,-0.47635456628758605,56.0,-0.02691647755684539,0.5767528005499974,-1.6215351133207137
200,hull,3,ema,206,state,state,59.0,-0.011792321524976127,0.7690343526376713,-0.7550420116385433,58.0,-0.013697600764991373,0.7382713430754098,-0.8803791347664336
201,tema,4,tema,200,state,state,64.0,0.04510479843042578,3.475420103350301,3.288877461640122,54.0,-0.00798271214159759,0.8407901243843571,-0.505632776578839
202,tema,5,tema,192,state,state,60.0,0.03622602631358372,2.6572926565632424,2.503176723409577,54.0,-0.0010540423114053957,0.9774046267144644,-0.06529199317931805
203,tema,17,tema,165,state,cross,54.0,0.03596035575237761,2.2760917710957633,2.140039541208567,52.0,0.0023738058775857602,1.0488393397865998,0.1319424919340564
204,tema,2,hull,218,state,state,62.0,0.02994325750879508,2.0317961657483075,2.0159871697886955,55.0,0.00014652736195806576,1.0032117194675652,0.009176351472768504
205,wma,4,tema,180,state,cross,57.0,0.04297440003005233,3.0033878165745334,2.7968644641985367,53.0,0.0011643039273853968,1.0238234703135944,0.06676599652948578
206,wma,4,tema,172,state,cross,57.0,0.04332030914748403,3.052613186823762,2.828774630180039,53.0,0.006721317672598301,1.1526185667473472,0.3967618126311463
207,wma,4,tema,176,state,cross,57.0,0.043180613999316546,3.032540592244355,2.813836698459301,53.0,0.0064758976786198795,1.1465496712598546,0.38288321974905803
208,wma,4,tema,165,state,cross,58.0,0.04284702208619803,3.090879888474622,2.850360232862098,53.0,0.007221725499956579,1.1648661455404228,0.427029612825694
209,wma,4,tema,156,state,cross,59.0,0.04022908310023177,2.82744899761968,2.6912172250653597,53.0,0.008546566156569268,1.2006686801319746,0.5081555847199507
210,wma,8,tema,166,state,cross,54.0,0.03187786590072145,2.1052899094533246,1.9158676724773143,51.0,2.144426383782109e-05,1.0004431019164886,0.001194583398653436
211,wma,2,dema,181,state,cross,59.0,0.022172883769111643,1.6592761898061321,1.3905803090904418,58.0,-0.016971139115342843,0.6769073050281519,-1.1406438587349406
212,wma,2,tema,144,state,cross,62.0,0.02850723804576341,2.181108586956658,2.0769857517924186,54.0,-0.00019835848139399844,0.99608065052689,-0.011670179339612933
213,wma,4,linreg,172,state,cross,56.0,0.0188759076317418,1.5753282537917848,1.2006031891498037,51.0,0.004413141086035664,1.0996876016831088,0.25847039571907704
214,wma,3,tema,157,state,cross,61.0,0.04219880746875711,3.006607916189591,2.8863383978006483,53.0,0.010530720475774033,1.2593372400770486,0.6399999498241358
215,wma,6,tema,155,18.0,cross,46.0,0.030264328223276838,2.0596644730407077,1.7025417364571487,43.0,-0.006831208261975167,0.8582328130923742,-0.3697438127660108
216,ema,9,tema,162,state,cross,55.0,0.03344590630839725,2.2750084694237187,2.084541450953916,50.0,-0.000725539894409543,0.9857092195447003,-0.039246950065925816
217,ema,2,wma,426,state,cross,54.0,-0.008780455002916302,0.8413617075736194,-0.48414201150094593,53.0,-0.015266291263263957,0.7338110490957307,-0.8568733515529917
218,ema,2,tema,136,state,off,52.0,0.00883572741591317,1.1749788315238707,0.43774908982511196,50.0,0.004305763624012364,1.0834778689091038,0.2135751246323077
219,wma,7,dema,178,state,cross,54.0,0.0073239088350863304,1.1703578253037126,0.41690704312194715,56.0,-0.009055201836106362,0.8372865640478186,-0.5212397785018111
