tf,stop_atr,tp_r,block,n,n_signals,p_lower,p_upper,ambiguous,p_star,reach_t,reach_s,win,pf,pts,pf_theory_up,pf_theory_lo,hit_tp,hit_sl,flat,t_tp,t_sl
5,0.5,4.0,research,10666,23832,0.06965424639140651,0.6265944947969118,0.5569402484055053,0.23967841417688107,0.6265944947969118,0.8709718026183283,0.21713857116069754,0.8360420704565892,-1.182695670231725,5.5483017709007125,0.24754686690196365,0.18591786986686668,0.7705794112132008,0.043502718919932494,12.0,2.0
5,0.5,4.0,locked,5753,12876,0.06943150046598323,0.6018173345759553,0.5323858341099721,0.22899008508364516,0.6018173345759553,0.8677384280832556,0.20980358074048322,0.8357013877906386,-1.6981544544922018,4.997313087485363,0.24669617703953534,0.1781679123935338,0.77802885451069,0.04380323309577612,12.0,2.0
5,0.5,5.0,research,9421,23832,0.06101040617656932,0.5675562269217859,0.5065458207452166,0.19973201181406758,0.5675562269217859,0.8709718026183283,0.18681668612673813,0.8239328279703337,-1.321686756488016,5.469813148893471,0.2707923448689319,0.14902876552382974,0.80108268761278,0.049888546863390296,16.0,2.0
5,0.5,5.0,locked,4964,12876,0.0599565082323703,0.535803044423734,0.47584653619136374,0.19082507090303763,0.535803044423734,0.8677384280832556,0.18251410153102338,0.8367020679613946,-1.7244237256027743,4.810565530302833,0.26581631387240273,0.14323126510878323,0.8053988718775181,0.05136986301369863,17.0,2.0
5,0.75,0.5,research,19888,23832,0.15328130245048674,0.8974907687143336,0.7442094662638469,0.754840920393069,0.8974907687143336,0.8214165827458879,0.6566773934030571,0.7158355711193554,-1.254213548042929,3.1041859712303883,0.06418458688131742,0.6500905068382945,0.32823813354786807,0.02167135961383749,1.0,2.0
5,0.75,0.5,locked,10629,12876,0.15610438024231127,0.8951537744641193,0.7390493942218079,0.7310890779636561,0.8951537744641193,0.8202858030444238,0.6443691786621507,0.7462040360490908,-1.6622033503032918,3.027091615221142,0.06558538542365273,0.6370307648885125,0.3417066516135102,0.02126258349797723,1.0,2.0
5,0.75,1.0,research,15065,23832,0.13758811681772407,0.8194444444444444,0.6818563276267203,0.5661306902948018,0.8194444444444444,0.8214165827458879,0.49678061732492534,0.8133047998068454,-1.230387920877024,3.6583185142386125,0.12859943189987472,0.48277464321274477,0.486292731496847,0.03093262529040823,3.0,3.0
5,0.75,1.0,locked,8039,12876,0.13940664802733768,0.8117427772600186,0.6723361292326809,0.5483168084727419,0.8117427772600186,0.8202858030444238,0.48239830824729446,0.8050320485704405,-1.8871254444056502,3.475678850203375,0.13057449463772627,0.46647592984202013,0.5027988555790521,0.030725214578927726,3.0,3.0
5,0.75,1.5,research,11967,23832,0.12487411883182276,0.754363880496811,0.6294897616649883,0.4529045522358414,0.754363880496811,0.8214165827458879,0.4016044121333668,0.8358276782937993,-1.297185142592528,3.862130533796837,0.17944865140509852,0.3808807554107128,0.5804295144982033,0.03868973009108381,6.0,3.0
5,0.75,1.5,locked,6462,12876,0.1227089158123641,0.7381950916433675,0.6154861758310034,0.43865344677819357,0.7381950916433675,0.8202858030444238,0.3910554008047044,0.8364913513567943,-1.87093496213409,3.545942254296959,0.17590196597727173,0.3681522748375116,0.5931600123800681,0.0386877127824203,6.0,3.0
5,0.75,2.0,research,10100,23832,0.11216012084592145,0.6957452165156093,0.5835850956696879,0.3774204601965345,0.6957452165156093,0.8214165827458879,0.33712871287128715,0.8429985748306978,-1.373521526915826,3.9082436228539232,0.21590993861402596,0.3092079207920792,0.6438613861386139,0.04693069306930693,8.0,4.0
5,0.75,2.0,locked,5342,12876,0.10950605778191985,0.6730351040695868,0.563529046287667,0.36554453898182804,0.6730351040695868,0.8202858030444238,0.33058779483339573,0.8349970137083633,-2.089038851429456,3.5180775021765793,0.210172547796419,0.3006364657431674,0.6518157993260951,0.04754773493073755,8.0,3.0
