sweep_bar,inv_bar_1m,gap_bars,level,src,side,pen_atr,sweep_ext,atr,zlo,zhi,tf,defn
3796,3839,2,13695.25,london,1,3.076560091827168,13670.25,8.125958620607507,13610.75,13705.25,15,close
4689,4829,9,13617.25,asia,1,0.7584825345704548,13613.25,5.273687682558554,13644.5,13648.25,15,close
6583,6764,12,13530.0,60m,1,1.0150573168694106,13518.0,11.82199251270835,13582.75,13584.25,15,close
6643,6764,8,13510.5,240m,1,0.464129988364515,13506.25,9.156917472572719,13582.75,13584.25,15,close
9587,9749,10,13469.75,60m,1,0.23450491055349484,13467.75,8.528606054685424,13499.25,13504.75,15,close
10203,10334,8,13473.0,asia,1,0.610013330476678,13469.25,6.147406642851012,13457.25,13471.25,15,close
10313,10334,1,13460.0,prevday,1,1.3488137903520732,13454.5,4.0776570045034655,13457.25,13471.25,15,close
10514,10529,1,13433.0,60m,1,1.298564910241065,13425.0,6.160646985690445,13520.75,13522.25,15,close
11578,11654,5,13778.25,asia,1,0.4876656023289834,13775.25,6.1517564201220285,13789.75,13804.0,15,close
12520,12599,5,13814.75,prevday,1,3.660205002114976,13805.75,2.458878667943334,13813.25,13821.0,15,close
13247,13319,4,13775.25,london,1,2.5228935557099974,13758.25,6.738294590956624,13813.75,13816.75,15,close
15662,15794,8,14116.75,60m,1,0.9750340452186154,14113.5,3.333216943487658,14123.75,14131.0,15,close
15855,15974,7,14105.75,asia,1,0.34165725395281615,14104.25,4.390364854384606,14119.75,14126.0,15,close
17313,17489,11,14126.5,60m,1,0.5308898248328855,14122.75,7.063612494702516,14077.25,14078.75,15,close
18680,18704,1,14235.0,asia,1,8.896348671213758,14211.25,2.6696345745585206,14218.5,14222.75,15,close
21464,21644,12,14269.0,60m,1,0.7969450026484223,14258.0,13.802709049488481,14159.25,14175.75,15,close
21589,21644,3,14165.25,240m,1,0.5522671740411768,14160.5,8.600909529426136,14159.25,14175.75,15,close
21900,22049,9,14127.5,prevday,1,2.2352437762645163,14118.0,4.250095717021149,14109.5,14110.0,15,close
