defn,tf,entry,stop,atr_p,stop_k,tp_r,fill,n,R,usd,net,pf,win,avg_w,avg_l,dd,retdd,sharpe,sortino,p90,p10
wick,5,edge,atr,14,1.0,0.75,0.844040762073549,1164,-0.10841463651999392,0.5899579748130013,686.7110826823334,1.0830070837209058,0.6469072164948454,11.898582368972349,-20.128762630544635,698.3916567532024,0.9832750377844267,0.7835856975950447,1.2917273238510076,21.733281442819575,-25.758011114851534
wick,5,edge,atr,14,1.0,1.0,0.8431546300398759,1163,-0.21668652999255614,-1.6629736799433807,-1934.0383897741517,0.8341402368213322,0.5606190885640585,14.918169066611318,-22.819343681418257,2342.041786523083,-0.8257915810483298,-1.8834199678436676,-2.9206989373075745,26.021387375490733,-31.34393758400576
wick,5,edge,atr,14,1.0,1.25,0.8431546300398759,1163,-0.31893325085525515,-3.3589520189941187,-3906.46119809016,0.7257296417570249,0.472914875322442,18.793895748370513,-23.235079705862873,4314.979671954995,-0.9053255160111225,-3.3548175459364207,-5.058187342274893,30.150350428899106,-33.678580095254
wick,5,edge,atr,14,1.0,1.5,0.8431546300398759,1163,-0.35703285317075156,-3.979655448418462,-4628.339286510672,0.7067169651373963,0.4178847807394669,22.948140171004177,-23.310392037841506,5072.229016647994,-0.9124862602456643,-3.636092212385033,-5.971909141396548,34.21169181242118,-34.76213477280137
wick,5,edge,atr,14,1.0,2.0,0.842268498006203,1162,-0.40879670352146324,-4.858495441027798,-5645.571702474301,0.6860101687178094,0.3373493975903614,31.465658899015757,-23.350792195959063,6292.176407151569,-0.8972367170217368,-4.029924282345596,-6.973123719876959,38.97037859514357,-36.12116629083277
wick,5,edge,atr,14,1.25,0.75,0.8431546300398759,1163,-0.13761556686251344,-0.8124919716052001,-944.9281629768477,0.9167914043874213,0.6337059329320722,14.126469817675083,-26.6575972267685,1737.9213460603278,-0.5437116962277341,-0.8285087824082913,-1.1443113435609187,25.815890043083048,-33.190949647315136
wick,5,edge,atr,14,1.25,1.0,0.8427115640230395,1162,-0.23661213383320764,-2.9767909855835497,-3459.0311252480847,0.7710851120803845,0.5327022375215146,18.82314120100094,-27.827910734194596,3950.6848114433815,-0.8755522878536921,-2.590014711628942,-3.618412550233258,30.832508794602184,-40.059821379038766
wick,5,edge,atr,14,1.25,1.25,0.8413823659725299,1159,-0.27347890054219637,-3.775734671218567,-4376.076483942319,0.7474495747091061,0.4659188955996549,23.984183540329994,-27.992787715218924,4796.3958763846085,-0.91236766036937,-3.0272229176776686,-4.763897877514362,37.027492543861165,-41.5588090394772
wick,5,edge,atr,14,1.25,1.5,0.8409392999556934,1159,-0.28148807097142636,-4.189816659425099,-4855.99750827369,0.7438330821824373,0.4201898188093184,28.953558044557486,-28.20889922019819,5378.781621123113,-0.9028062208741869,-3.0423538067326636,-5.084893709666443,42.22455951274141,-42.2762805591122
wick,5,edge,atr,14,1.25,2.0,0.8396101019051839,1156,-0.3379840741424291,-5.456617537492958,-6307.84987334186,0.7083630061883432,0.33391003460207613,39.69239488843616,-28.089758831530144,7107.565441677635,-0.8874838965749974,-3.5053260853371615,-5.938230533353997,49.35355466874142,-44.131704415620625
wick,5,edge,atr,14,1.5,0.75,0.8413823659725299,1159,-0.14858917152636794,-1.8584037104725402,-2153.889900437674,0.8480055168288325,0.6238136324417601,16.62095812117186,-32.50193261936909,2666.9365005940685,-0.8076269907280837,-1.5187978934158355,-1.9442777208356388,29.680000000000003,-41.964802918496126
wick,5,edge,atr,14,1.5,1.0,0.8400531679220203,1156,-0.2193082539869242,-3.8464214133832324,-4446.463153871016,0.754706877732366,0.5216262975778547,22.687692234943952,-32.779641178195696,4775.168361573141,-0.9311636401456984,-2.7619886562914227,-4.187539955359013,37.52711706856615,-47.49200585762839
wick,5,edge,atr,14,1.5,1.25,0.8378378378378378,1152,-0.23638448181151497,-4.500319671751367,-5184.368261857575,0.7461794540758988,0.4618055555555556,28.648423213251025,-32.94407969565665,5636.587608232444,-0.919770723386897,-2.898136728747076,-4.651000141244964,44.763650833868546,-48.699694730709886
wick,5,edge,atr,14,1.5,1.5,0.8365086397873283,1149,-0.2750973104754076,-5.740325725582035,-6595.634258693758,0.7085292384177619,0.402088772845953,34.70382706750047,-32.93857694887768,7194.318986128985,-0.9167836832659878,-3.567305294732601,-5.84018655381943,49.26467710106925,-50.32672809651587
