draw,cost_rt,slip,R_res,R_lck
302,0.4572870898783332,0.05830143727226378,-0.09325294506841829,0.11273809604371259
303,0.18948893144650242,0.014830399722482757,0.014409187732398437,0.19085420827522953
304,0.3938008481879222,0.04813722358696243,-0.07112091960832477,0.1263105505944204
305,0.28214746925812195,0.05357491703588788,-0.040979522193809056,0.14455396327238196
306,0.583277856224659,0.0462258129299872,-0.12519500562363656,0.09352620669789241
307,0.4880522363002962,0.027015066366676988,-0.07749984005807747,0.13517701391648204
308,0.5362856476135077,0.07895613954879582,-0.12343652782328669,0.0875067368916466
309,0.2858448023823287,0.043714826260602996,-0.03818399729721093,0.14633826475955153
310,0.3152975403610285,0.08316050062236358,-0.061881825558637235,0.12498901924674104
311,0.4015712834408331,0.03150978709142671,-0.05401535709091924,0.149322306910536
312,0.2908402032406823,0.07580691407523213,-0.052087219584122955,0.13104642813918352
313,0.1772044312254331,0.013449168708887594,0.018568371412384946,0.1933741518296579
314,0.24649470342660768,0.02366081288326599,-0.0058002927850218785,0.178575676361703
315,0.3407763047077335,0.009801942130373643,-0.027895882359774343,0.16536960013515975
316,0.5690133074586259,0.003742356977304795,-0.09258631982370231,0.1264516288940317
317,0.4887493799031989,0.05398945481047521,-0.10072481426012009,0.10825905894762661
318,0.5999671544308186,0.04566255840991354,-0.129819873622369,0.09073006774077
319,0.4649251872787532,0.053316106339394376,-0.09360398776106028,0.11259382614781546
320,0.3369425168316638,0.05294268467570539,-0.05654124969812852,0.13510847305230625
321,0.45929455492766336,0.02379582394282185,-0.0679169639765783,0.14102075327146857
322,0.5776608598969869,0.0833169279138618,-0.1367987231129181,0.07927714319439098
323,0.40300096177543515,0.03420894458929435,-0.06375051800850355,0.14841564869237298
324,0.39098753711486706,0.02710720176784851,-0.049260222872353605,0.1522572587322921
325,0.40978248258351224,0.024802287938838086,-0.05385952157439886,0.14950597873737836
326,0.25887738300915375,0.051564062527747825,-0.03347623843160524,0.14912805669656387
327,0.49509168361158634,0.01829547442445324,-0.07631223807596575,0.13603077547510697
328,0.24657552921279569,0.026077627107419232,-0.006785534102895895,0.17795861453779835
329,0.3515000467563114,0.03338970814659268,-0.04847241409738632,0.1576762927770004
330,0.3418492141516,0.008208064628607582,-0.027585862145688887,0.16557416017440146
331,0.16519075316473017,0.09386341152707228,-0.023263166661917658,0.14846185802224643
