ticks,draw,n_res,R_res,pf_res,n_lck,R_lck,pf_lck
2.0,2,448,-0.03358194048692718,0.9361222117433717,256,0.12752467291389918,1.280522814001557
2.0,3,450,-0.04118860092037617,0.9214728359081309,257,0.08227593661883278,1.1733434492206674
2.0,4,472,-0.0504335276121637,0.9051835370984291,260,0.13989816165883745,1.3116026475114955
2.0,5,453,-0.08473882791187316,0.8480383538949638,246,0.13233303441380398,1.2909586733417207
2.0,6,473,-0.11249687387130822,0.7994825644600603,255,0.12428960717351949,1.2730522914167135
2.0,7,448,-0.03172930801752894,0.9405003225066174,245,0.07415240247859095,1.1593804766360547
2.0,8,456,-0.052520550392445534,0.9001779190214163,240,0.12098771359217517,1.2591530614578077
2.0,9,449,-0.04612525132693043,0.91418734939029,251,0.14530516683960554,1.3076378814679763
2.0,10,468,-0.086636753471637,0.840104167336526,238,0.1405301202218594,1.3079946505158746
2.0,11,453,-0.1198293328154366,0.7824680085428855,248,0.1760350407953769,1.3877907271913101
2.0,12,437,-0.006781759240831057,0.9869271657347568,252,0.16238495011818554,1.3557860440333418
2.0,13,455,-0.03737447297147551,0.9313115240383374,252,0.09630214959307258,1.2106447827844746
2.0,14,455,-0.07407203335337666,0.8606822324725893,258,0.14545745251340358,1.3107380001101117
2.0,15,452,-0.14477214321742615,0.740095652106986,249,0.1571274940307984,1.340617635820234
2.0,16,450,-0.017569293752852988,0.9671426208744641,251,0.1543732468732339,1.3455732687162363
2.0,17,461,-0.000350717165052582,0.9993255600638699,255,0.12959345490028001,1.2832037807298835
2.0,18,458,-0.013228943724266121,0.9747188760512465,262,0.14488783315784898,1.311064358825081
2.0,19,448,-0.025353366550217995,0.9519804173660295,261,0.09012265519713325,1.1921693027341405
2.0,20,459,-0.03327158251604392,0.937315287329426,258,0.09876129845750513,1.2051903064527032
2.0,21,460,-0.0556802471432069,0.8974578720309347,251,0.11275296501803121,1.2501352129998209
2.0,22,449,-0.07160753790775494,0.8678237225237453,256,0.10630152963446932,1.2263851796502727
2.0,23,467,-0.05178747558951055,0.9055720513440394,243,0.1916840079559408,1.426129765548969
2.0,24,456,-0.029801049025263003,0.9437418325533897,250,0.09059616987826627,1.1961617556895099
2.0,25,453,-0.04535907768609137,0.9153853236719789,248,0.14837204849629224,1.329550782250085
2.0,26,458,-0.0676735667065039,0.8699513818324962,250,0.0721447433531648,1.1532202999256662
2.0,27,450,-0.07266907295929603,0.8662333328131513,245,0.05513078588849864,1.1134118376073068
2.0,28,451,-0.09528076008545458,0.8190908783065451,252,0.07659021477683647,1.1597759292812204
2.0,29,449,-0.0827902388461978,0.8497646527196784,249,0.13853476199253062,1.3010144763781524
2.0,30,440,-0.07395096716822283,0.8656806893560182,254,0.1583860742713998,1.3608345235566384
2.0,31,460,-0.07314070308380508,0.8658530963546882,259,0.08592176833829505,1.185810891143042
2.0,32,467,-0.0758079956452161,0.8571470361320966,249,0.09471689339738512,1.2038405745422405
2.0,33,455,-0.007394202530959746,0.9859494514544308,254,0.1444399261692616,1.3224641601612281
2.0,34,466,-0.08239495255927534,0.8506397469595096,241,0.16481911299080443,1.3746580547814964
2.0,35,464,-0.07807415009404504,0.8570731084620329,255,0.10684627285764965,1.2226837250964928
2.0,36,450,-0.026632794091017105,0.9481559048242748,250,0.09606941798848581,1.2073562619846767
2.0,37,457,-0.05749958873290318,0.8939989901024041,251,0.14623193729005834,1.3172934190056924
2.0,38,454,-0.11581996577672103,0.78698946719943,252,0.07869521548149924,1.165750050221302
2.0,39,455,-0.07465161374924388,0.8604039641499073,252,0.06114702467935748,1.1275399319671555
2.0,40,453,-0.006744708297339157,0.9871732233876402,256,0.06763249955027396,1.142549832498395
2.0,41,465,-0.04885718347830695,0.9080149021128188,251,0.13341042871133038,1.2890233467984076
2.0,42,463,-0.010978543770227351,0.9792991783365841,249,0.09850691666672261,1.2105762388600827
2.0,43,454,-0.04944195469397787,0.9079707604468248,261,0.19981508469282622,1.4476536133259412
2.0,44,459,-0.05327625505463824,0.9014031429475237,249,0.12268513752695773,1.2645466405227048
2.0,45,448,-0.039926611999451564,0.9238772021953924,252,0.10805298248102013,1.2342002886212602
2.0,46,442,-0.11073868615244117,0.8024881799239902,242,0.15650444337148547,1.340510971386634
2.0,47,452,-0.07179264759037968,0.8688825241089421,253,0.07567632127423103,1.15919347735516
2.0,48,453,0.003626325184158657,1.0069174539977919,247,0.10812633743372677,1.2335039993553285
2.0,49,452,-0.08020153464820308,0.8555162224354919,242,0.14221189300051965,1.315195558031694
2.0,50,456,-0.01150373929788483,0.97820013247133,254,0.08612234219906562,1.1819528434061815
2.0,51,459,-0.02337134560081677,0.9549354099996781,251,0.14640037630781708,1.329340438434486
2.0,52,463,-0.0869349258262308,0.8427302790481138,238,0.12265167544079182,1.2668916754789683
2.0,53,451,-0.028142530546727412,0.9459579787320742,250,0.13459853193759222,1.294239460448107
2.0,54,462,-0.01382251150884946,0.9737448745371584,262,0.14241154533064707,1.3092632903405526
