struct,flag,stop,targ,arm,off,n,gross,exp,ctrl,excess,z,p,wr,net_usd,exp_ex_2020_2022,n_ex,top5pct_share
ema34 13/34,ATR pct 0.2-0.8,2.0,3.0,1.0,0.5,129,4.520555701350059,3.561811307859307,-1.0386298790882684,4.600441186947576,1.3045361926948915,0.11666666666666667,0.6744186046511628,9189.473174277011,2.0919681467699514,88,0.8065659463701905
ema34 13/34,ATR pct 0.2-0.8,1.5,2.5,1.5,0.75,129,5.386012120213478,4.43948767160752,-0.1811076851541452,4.620595356761664,1.3197610076848079,0.09166666666666666,0.5581395348837209,11453.878192747401,-1.2258903549459397,88,1.10655494494355
ema34 13/34,ATR pct 0.2-0.8,1.5,2.5,0.75,0.4,129,0.9259231600248976,0.27232594181034875,-0.889864162489951,1.1621901043002998,0.4255824940034573,0.3416666666666667,0.5968992248062015,702.6009298706963,-1.9327221983397413,88,8.81570092783752
ema34 13/34,ATR pct 0.2-0.8,1.5,4.0,1.5,0.75,129,5.27252320789016,4.256397624905634,0.07103460072271733,4.185363024182917,1.228741799170711,0.11666666666666667,0.5581395348837209,10981.505872256534,-0.4276585244527922,88,1.0277023921862876
ema34 13/50,none,1.5,2.5,1.0,0.5,267,6.065453776112996,5.6473302894396475,-0.9585926346394377,6.605922924079085,3.355283287767426,0.0,0.6067415730337079,30156.743745607713,0.44512198559929267,181,0.7802600035883615
ema34 13/50,none,1.0,2.0,1.0,0.5,269,3.6198952467929537,2.8042824194580938,-0.5068725175118929,3.3111549369699866,2.0916477080028617,0.03333333333333333,0.48698884758364314,15087.039416684544,-1.4735136397270685,183,1.3355222497053945
ema34 13/50,none,2.0,3.0,1.0,0.5,267,5.821886029388882,5.089231301702238,-1.2869492385424999,6.376180540244738,2.861286936281761,0.0,0.651685393258427,27176.49515108995,0.6691884370949961,181,0.8593587664794818
ema34 13/50,none,1.5,2.5,1.5,0.75,266,6.906396698025352,6.155031459876186,-0.6607552667092081,6.815786726585395,2.6005250858927074,0.0,0.5413533834586466,32744.7673665413,-0.4098034287567066,181,0.9880203425386268
ema34 13/50,none,1.5,2.5,0.75,0.4,267,5.448492481313575,4.825426177712398,-0.9042500699147324,5.729676247627131,3.243160954643933,0.0,0.6217228464419475,25767.7757889842,0.3867535868623904,181,0.8559601466479937
ema34 13/50,none,1.5,4.0,1.5,0.75,266,7.3586298061238296,6.558473040400093,-0.4529678523612899,7.011440892761383,2.6570763998575635,0.0,0.5413533834586466,34891.07657492849,0.16142421288952014,181,0.9022452882858424
ema34 13/50,EMA align,1.5,2.5,1.0,0.5,199,5.64121322005928,5.235148039447296,-0.5593360124587792,5.794484051906075,2.1976729177197574,0.016666666666666666,0.5829145728643216,20835.88919700024,-0.8817983921529621,129,0.7433968795102336
ema34 13/50,EMA align,1.0,2.0,1.0,0.5,199,3.7400753843067607,2.783694225748581,-0.5099377591816177,3.2936319849301983,1.5161619227584866,0.058333333333333334,0.4623115577889447,11079.103018479354,-3.2262796102827407,129,1.3768936103816571
ema34 13/50,EMA align,2.0,3.0,1.0,0.5,199,5.249052076898048,4.429771613117473,-0.7164594803211034,5.146231093438576,1.7502742229457626,0.05,0.628140703517588,17630.491020207548,-0.7798001215236388,129,0.8991632094322607
ema34 13/50,EMA align,1.5,2.5,1.5,0.75,199,7.89601004615521,7.0627957031561746,-0.49850646203887206,7.5613021651950465,2.7295937420926255,0.0,0.5326633165829145,28109.926898561578,-1.1063932258042364,129,0.8202809290266165
ema34 13/50,EMA align,1.5,2.5,0.75,0.4,199,5.466266742477118,4.823566316425266,-0.46566030718327445,5.28922662360854,2.161447718504661,0.016666666666666666,0.6080402010050251,19197.79393937256,-0.020864790683850897,129,0.7339820568611741
