n,fill,win,pf,usd,per_sig,stop_share,tgt_share,flat_share,side,lim,stop,tp,expiry,base
3926,0.37062210893986597,0.5050942435048396,0.9015809492341627,-3.650364070299351,-1.3529056301326585,0.48726439123790116,0.4977075904228222,0.015028018339276618,1,0.5,1.5,1.0,1,0.5
3434,0.5848092643051771,0.500873616773442,0.8736239114922598,-4.757673988705747,-2.7823318251388858,0.4906814210832848,0.49446709376820036,0.01485148514851485,1,0.5,1.5,1.0,3,0.5
2948,0.3701657458563536,0.41757123473541385,0.926717396107269,-3.2356385042260185,-1.1977225402383604,0.5685210312075983,0.38466757123473544,0.046811397557666216,1,0.5,1.5,1.5,1,0.4
2708,0.5935992985532661,0.41875923190546527,0.9230682339753277,-3.410650174114047,-2.0245595509646734,0.5646233382570163,0.38774002954209746,0.047636632200886264,1,0.5,1.5,1.5,3,0.4
4351,0.3715310391939202,0.6649046196276718,0.8739936941854547,-4.072720565573585,-1.5131421040740045,0.3268214203631349,0.6623764651804183,0.010802114456446793,1,0.5,2.0,0.5,1,0.6666666666666666
3759,0.5825197582519758,0.6650704974727321,0.8535769646843429,-4.785551000078402,-2.787678011668172,0.3272146847565842,0.6624102154828412,0.010375099760574621,1,0.5,2.0,0.5,3,0.6666666666666666
3312,0.37188412306310353,0.5718599033816425,0.9116216588845556,-3.651536712807608,-1.357948528275185,0.40881642512077293,0.5591787439613527,0.0320048309178744,1,0.5,2.0,0.75,1,0.5714285714285714
2974,0.5867034918129809,0.5685944855413584,0.8849835480309475,-4.830999512436065,-2.8343642828930475,0.41358439811701414,0.5568258238063215,0.029589778076664425,1,0.5,2.0,0.75,3,0.5714285714285714
2683,0.37425024410656993,0.5124860231084607,0.9475006868333127,-2.46704277754045,-0.9232913617158638,0.4543421543048826,0.48080506895266495,0.06485277674245248,1,0.5,2.0,1.0,1,0.5
2472,0.5877318116975749,0.5080906148867314,0.9169563963032186,-3.96240043441559,-2.3288287859903325,0.45995145631067963,0.4720873786407767,0.06796116504854369,1,0.5,2.0,1.0,3,0.5
2045,0.3784934295761614,0.43471882640586795,0.9523519687791294,-2.6031424559658523,-0.9852723158338272,0.526161369193154,0.3422982885085575,0.1315403422982885,1,0.5,2.0,1.5,1,0.4
1932,0.5937307928703135,0.4280538302277433,0.9220859092571971,-4.275883984638937,-2.538723988421151,0.5284679089026915,0.33747412008281574,0.13405797101449277,1,0.5,2.0,1.5,3,0.4
2567,0.37573185011709603,0.654070899883132,0.9363245251802375,-2.9192017560868107,-1.096837076679573,0.2925594078691079,0.6349824698091157,0.0724581223217764,1,0.5,3.0,0.5,1,0.6666666666666666
2318,0.5923843598262203,0.6514236410698878,0.9127011388817527,-4.0601245736686735,-2.405154296387423,0.2924935289042278,0.6285591026747196,0.07894736842105263,1,0.5,3.0,0.5,3,0.6666666666666666
1916,0.3791806847417376,0.5673277661795407,0.9464243362541671,-3.0309226210457365,-1.1492673148473445,0.3554279749478079,0.5062630480167014,0.1383089770354906,1,0.5,3.0,0.75,1,0.5714285714285714
1821,0.594515181194907,0.5623283909939594,0.9413354669262282,-3.3634231906098866,-1.9996061476005889,0.3563975837451949,0.5112575507962658,0.13234486545853927,1,0.5,3.0,0.75,3,0.5714285714285714
1592,0.39513526929759246,0.5188442211055276,0.9632615270234399,-2.3182324231483347,-0.9160153928151276,0.4001256281407035,0.4064070351758794,0.1934673366834171,1,0.5,3.0,1.0,1,0.5
1524,0.6177543575192541,0.5216535433070866,0.962248520622036,-2.3527918995504917,-1.4534474482833195,0.39041994750656167,0.4041994750656168,0.2053805774278215,1,0.5,3.0,1.0,3,0.5
1272,0.4011352885525071,0.45361635220125784,0.951873952327901,-3.3917922067197286,-1.3605675455526631,0.4473270440251572,0.2539308176100629,0.29874213836477986,1,0.5,3.0,1.5,1,0.4
1225,0.6218274111675127,0.45387755102040817,0.9621579986519327,-2.666277864240998,-1.6579646617742245,0.446530612244898,0.2563265306122449,0.29714285714285715,1,0.5,3.0,1.5,3,0.4
5621,0.2154547893748323,0.6546877779754492,0.7115044121244577,-4.954774557207722,-1.0675299086229677,0.3440668920120975,0.6557552037004092,0.0001779042874933286,1,0.75,1.0,0.5,1,0.6666666666666666
4547,0.4456969221721231,0.6564767978887178,0.7156820297383066,-4.927968523567477,-2.196380403515126,0.34264350120958875,0.6573564987904112,0.0,1,0.75,1.0,0.5,3,0.6666666666666666
5092,0.2142376304274655,0.5657894736842105,0.7688362356976991,-5.0240646570090295,-1.0763437072319917,0.4336213668499607,0.5661822466614297,0.00019638648860958367,1,0.75,1.0,0.75,1,0.5714285714285714
4301,0.4457918739635158,0.5691699604743083,0.7694600730445076,-5.058967972978932,-2.255246812995687,0.4305975354568705,0.5691699604743083,0.00023250406882120437,1,0.75,1.0,0.75,3,0.5714285714285714
4607,0.21249019879156866,0.49381376166702845,0.7943520976863672,-5.219741007791712,-1.109143804386164,0.5059691773388322,0.4933796396787497,0.0006511829824180595,1,0.75,1.0,1.0,1,0.5
3971,0.44161476868327404,0.500881390078066,0.7986886154380242,-5.158564936165392,-2.278098461022328,0.49886678418534375,0.5003777386048854,0.0007554772097708386,1,0.75,1.0,1.0,3,0.5
3879,0.2092233009708738,0.3954627481309616,0.8330795048431248,-5.0927975571514805,-1.0655319160836352,0.6035060582624387,0.3926269657128126,0.0038669760247486465,1,0.75,1.0,1.5,1,0.4
3444,0.4390057361376673,0.3975029036004646,0.8227084993260133,-5.489141502234067,-2.409764605952087,0.6010452961672473,0.39547038327526135,0.003484320557491289,1,0.75,1.0,1.5,3,0.4
4521,0.21488663909881647,0.6646759566467596,0.8025889647468913,-4.8337483653666915,-1.0387079404830464,0.3344392833443928,0.6646759566467596,0.0008847600088476001,1,0.75,1.5,0.5,1,0.6666666666666666
3903,0.4477457841000344,0.6653856008198822,0.7997580000076083,-4.961675540257867,-2.221569305222721,0.33358954650269024,0.6651293876505252,0.0012810658467845247,1,0.75,1.5,0.5,3,0.6666666666666666
3742,0.212553251917069,0.5689470871191876,0.842101721139471,-4.98397906286254,-1.059360957298019,0.428915018706574,0.5673436664885089,0.0037413148049171567,1,0.75,1.5,0.75,1,0.5714285714285714
3376,0.4450303190087002,0.5755331753554502,0.8607439909912161,-4.392942527992471,-1.9549926146193755,0.4218009478672986,0.5731635071090048,0.005035545023696682,1,0.75,1.5,0.75,3,0.5714285714285714
3242,0.21330350680965854,0.5027760641579272,0.8860204894224556,-4.165652515554013,-0.8885482897181467,0.4919802590993214,0.4975323874151758,0.010487353485502776,1,0.75,1.5,1.0,1,0.5
2949,0.447632058287796,0.5100033909799933,0.905982407148283,-3.428115999302576,-1.5345346208171367,0.4828755510342489,0.5032214309935571,0.013903017972193964,1,0.75,1.5,1.0,3,0.5
2558,0.21427374769643157,0.4155590304925723,0.9284912129106445,-3.0817463596879016,-0.6603373419401619,0.5660672400312744,0.3858483189992181,0.048084440969507425,1,0.75,1.5,1.5,1,0.4
2381,0.44966949952785645,0.4141117177656447,0.9079203444525149,-4.027329272980878,-1.8109671386151975,0.5686686266274674,0.38177236455270896,0.049559008819823606,1,0.75,1.5,1.5,3,0.4
3479,0.21044035809339462,0.6590974417936188,0.8398213089871162,-5.152895282578357,-1.0843771284835533,0.33457890198332857,0.6573728082782408,0.008048289738430584,1,0.75,2.0,0.5,1,0.6666666666666666
3123,0.44029324686310445,0.664745437079731,0.8439217772090337,-5.060663530001573,-2.2281759769060923,0.3291706692283061,0.6621837976304835,0.008645533141210375,1,0.75,2.0,0.5,3,0.6666666666666666
2775,0.20786516853932585,0.563963963963964,0.8796178299624483,-4.956166006301871,-1.0302142822088158,0.41945945945945945,0.556036036036036,0.024504504504504504,1,0.75,2.0,0.75,1,0.5714285714285714
2543,0.43791975202342,0.5650806134486827,0.8825516259730581,-4.848872207894287,-2.123416914874319,0.41525756979944944,0.5536767597325993,0.03106567046795124,1,0.75,2.0,0.75,3,0.5714285714285714
2352,0.2094017094017094,0.4991496598639456,0.9062983300672827,-4.4073183352298555,-0.9228999932746279,0.46938775510204084,0.4723639455782313,0.05824829931972789,1,0.75,2.0,1.0,1,0.5
2197,0.4404570970328789,0.4984069185252617,0.8916386598967596,-5.157631563277705,-2.271715425926447,0.46836595357305416,0.46609012289485663,0.06554392353208921,1,0.75,2.0,1.0,3,0.5
1863,0.21843123461132607,0.4245840042941492,0.9319169918163064,-3.668908868305353,-0.8014042937803814,0.5367686527106817,0.34299516908212563,0.1202361782071927,1,0.75,2.0,1.5,1,0.4
1766,0.45282051282051283,0.4229898074745187,0.9031200349400569,-5.291636537973246,-2.396161570784808,0.5351075877689694,0.3363533408833522,0.12853907134767836,1,0.75,2.0,1.5,3,0.4
2265,0.2131764705882353,0.6512141280353201,0.9229031589219484,-3.4901568893118418,-0.7440193274627126,0.29845474613686535,0.6344370860927152,0.06710816777041943,1,0.75,3.0,0.5,1,0.6666666666666666
2117,0.4460598398651496,0.6537553141237601,0.9077401232588115,-4.247193591062342,-1.894502493105558,0.2990080302314596,0.6329711856400567,0.0680207841284837,1,0.75,3.0,0.5,3,0.6666666666666666
1768,0.21618977745169968,0.5554298642533937,0.931629311008072,-3.853020101389509,-0.8329835582363233,0.3591628959276018,0.5028280542986425,0.13800904977375567,1,0.75,3.0,0.75,1,0.5714285714285714
1703,0.45681330472103004,0.5695830886670581,0.9513794770151865,-2.713412369406942,-1.2395228715397055,0.35642982971227244,0.5055783910745743,0.13799177921315325,1,0.75,3.0,0.75,3,0.5714285714285714
1512,0.21862348178137653,0.5072751322751323,0.9506705670552921,-3.073758517532293,-0.6719957892580721,0.40476190476190477,0.4074074074074074,0.18783068783068782,1,0.75,3.0,1.0,1,0.5
1445,0.46151389332481635,0.5114186851211072,0.9558385270900432,-2.7546443293144742,-1.2713066291470505,0.4,0.4006920415224913,0.19930795847750865,1,0.75,3.0,1.0,3,0.5
1209,0.22781232334652346,0.445822994210091,0.9525256366693484,-3.3325491329794112,-0.759195760650482,0.44995864350703063,0.2588916459884202,0.29114971050454924,1,0.75,3.0,1.5,1,0.4
1194,0.48048289738430583,0.45058626465661644,0.9589267024806994,-2.8523693944293336,-1.3705147110457239,0.4463986599664992,0.2554438860971524,0.2981574539363484,1,0.75,3.0,1.5,3,0.4
3399,0.11811516141362893,0.6446013533392174,0.6776625324877174,-5.6306937492652676,-0.6650703010651786,0.35363342159458666,0.6463665784054133,0.0,1,1.0,1.0,0.5,1,0.6666666666666666
3408,0.3284186180977161,0.6499413145539906,0.7156719100368324,-4.934131050817764,-1.6204605012226019,0.3488849765258216,0.6511150234741784,0.0,1,1.0,1.0,0.5,3,0.6666666666666666
3220,0.11843895979696178,0.5630434782608695,0.7532675185150617,-5.328899056879127,-0.6311492611597745,0.4369565217391304,0.5630434782608695,0.0,1,1.0,1.0,0.75,1,0.5714285714285714
3223,0.32486644491482713,0.557865342848278,0.752976033114678,-5.489827113503139,-1.783460617560792,0.442134657151722,0.557865342848278,0.0,1,1.0,1.0,0.75,3,0.5714285714285714
3049,0.11838937640754835,0.49524434240734666,0.7863273702767248,-5.339015819465838,-0.6320827534965963,0.5044276812069531,0.49524434240734666,0.00032797638570022957,1,1.0,1.0,1.0,1,0.5
3056,0.3247954086512913,0.4911649214659686,0.7755820670964954,-5.775244088554364,-1.8757727638029689,0.5088350785340314,0.4911649214659686,0.0,1,1.0,1.0,1.0,3,0.5
2704,0.11698537682789652,0.39903846153846156,0.8207879956815005,-5.36407680371601,-0.6275185462164962,0.5994822485207101,0.39607988165680474,0.004437869822485207,1,1.0,1.0,1.5,1,0.4
2772,0.32646331409727947,0.4018759018759019,0.8463420174428589,-4.647399104164841,-1.5172053134783818,0.597041847041847,0.398989898989899,0.003968253968253968,1,1.0,1.0,1.5,3,0.4
2976,0.11781939110811988,0.6569220430107527,0.7791486789099432,-5.3887390867417535,-0.6348979580404394,0.3424059139784946,0.6565860215053764,0.0010080645161290322,1,1.0,1.5,0.5,1,0.6666666666666666
2996,0.3268244791098506,0.6555407209612817,0.7795360164201348,-5.525163371159131,-1.8057586407759088,0.3437917222963952,0.6552069425901201,0.0010013351134846463,1,1.0,1.5,0.5,3,0.6666666666666666
2650,0.11786683271805364,0.5679245283018868,0.8307383092301471,-5.225625865379196,-0.615927969721784,0.43056603773584906,0.5664150943396227,0.0030188679245283017,1,1.0,1.5,0.75,1,0.5714285714285714
2691,0.32857142857142857,0.5689334819769603,0.8238585394262626,-5.591111807930321,-1.8370795940342481,0.4295800817539948,0.5667038275733928,0.0037160906726124115,1,1.0,1.5,0.75,3,0.5714285714285714
2391,0.11819080573405832,0.5048097030531159,0.8814311190785747,-4.22149699742214,-0.49894213152923067,0.49142618151401085,0.4997908824759515,0.00878293601003764,1,1.0,1.5,1.0,1,0.5
2428,0.32551280332484245,0.49835255354200986,0.8622969122476739,-5.0478011757517685,-1.643123911345394,0.49670510708401977,0.4901153212520593,0.013179571663920923,1,1.0,1.5,1.0,3,0.5
2003,0.11968927397669554,0.42086869695456813,0.9278750669611312,-3.031237649005836,-0.362806633460334,0.5681477783325013,0.38991512730903644,0.04193709435846231,1,1.0,1.5,1.5,1,0.4
2043,0.33079663212435234,0.40822320117474303,0.8916145394439804,-4.691254403367399,-1.5518511570724733,0.5761135584924131,0.37934410181106215,0.04454233969652472,1,1.0,1.5,1.5,3,0.4
2551,0.11825514555905804,0.6640533124264995,0.8494130520643828,-4.705108683967243,-0.5564033122937343,0.3316346530772246,0.6628773030184242,0.005488043904351235,1,1.0,2.0,0.5,1,0.6666666666666666
2542,0.3283813460793179,0.6608969315499607,0.8402167487197416,-5.142705238661843,-1.6887684687609357,0.33202202989771834,0.6601101494885917,0.007867820613690008,1,1.0,2.0,0.5,3,0.6666666666666666
2147,0.11841597264353869,0.5719608756404285,0.9038510611201916,-3.8143090379532185,-0.45167511469227073,0.4145319049836982,0.5612482533768048,0.02421984163949697,1,1.0,2.0,0.75,1,0.5714285714285714
2146,0.32441421012849586,0.5615097856477167,0.8845103173056267,-4.727512577282058,-1.5336722586314882,0.41985088536812676,0.5498602050326188,0.030288909599254427,1,1.0,2.0,0.75,3,0.5714285714285714
1881,0.11952722882379106,0.5050505050505051,0.9320023065037093,-3.1206281112614347,-0.37300003032870044,0.4731525784157363,0.4790005316321106,0.04784688995215311,1,1.0,2.0,1.0,1,0.5
1897,0.33100680509509683,0.4928835002635741,0.9019131456607202,-4.63854448887186,-1.5353897915529435,0.47812335266209804,0.46389035318924615,0.05798629414865577,1,1.0,2.0,1.0,3,0.5
1552,0.12236852479697233,0.41881443298969073,0.8999384680348917,-5.390889023913306,-0.6596751372004613,0.5438144329896907,0.3389175257731959,0.1172680412371134,1,1.0,2.0,1.5,1,0.4
1570,0.33504054630815194,0.41656050955414015,0.9061409518247031,-5.084508879694607,-1.7035166327615308,0.5401273885350318,0.3375796178343949,0.12229299363057325,1,1.0,2.0,1.5,3,0.4
1837,0.11785462244177841,0.6467065868263473,0.8891228409235029,-5.013199178787442,-0.5908286964414275,0.30865541643984756,0.6309199782253675,0.06042460533478498,1,1.0,3.0,0.5,1,0.6666666666666666
1851,0.3284826974267968,0.6504592112371691,0.9116159991578267,-4.024398121859496,-1.3219451505877422,0.3063209076175041,0.6315505132360886,0.06212857914640735,1,1.0,3.0,0.5,3,0.6666666666666666
1501,0.12070767993566546,0.5556295802798135,0.9187752334796517,-4.537908740813038,-0.5477604358633189,0.37241838774150565,0.4983344437041972,0.12924716855429713,1,1.0,3.0,0.75,1,0.5714285714285714
1529,0.336784140969163,0.5618051013734467,0.9255931731705114,-4.14546922463246,-1.396128291731945,0.36625245258338784,0.49574885546108566,0.1379986919555265,1,1.0,3.0,0.75,3,0.5714285714285714
1319,0.1243284004147422,0.49962092494313876,0.9196933429293687,-5.000141318921866,-0.621659572029215,0.4094010614101592,0.3995451099317665,0.1910538286580743,1,1.0,3.0,1.0,1,0.5
1340,0.3457172342621259,0.5082089552238805,0.9528402472251535,-2.898225908422292,-1.0019666453265923,0.4,0.39925373134328357,0.2007462686567164,1,1.0,3.0,1.0,3,0.5
1078,0.1287010506208214,0.45083487940630795,0.9314750722065269,-4.731627598592502,-0.6089654430853293,0.44990723562152135,0.2569573283858998,0.29313543599257885,1,1.0,3.0,1.5,1,0.4
1113,0.35661646908042294,0.46271338724168914,0.9687986575305705,-2.1262471373856244,-0.7582547465268183,0.4420485175202156,0.2551662174303684,0.302785265049416,1,1.0,3.0,1.5,3,0.4
1194,0.03797709923664122,0.6306532663316583,0.6507388915928438,-6.006352744750259,-0.22810385423765298,0.36683417085427134,0.6331658291457286,0.0,1,1.5,1.0,0.5,1,0.6666666666666666
1857,0.17538723082735172,0.6478190630048465,0.7150219094910834,-4.826773647148666,-0.8465544638038415,0.34841141626278943,0.6515885837372105,0.0,1,1.5,1.0,0.5,3,0.6666666666666666
1163,0.037646068688699706,0.5399828030954428,0.70053423346698,-6.425417991770303,-0.24189172707179174,0.46001719690455717,0.5399828030954428,0.0,1,1.5,1.0,0.75,1,0.5714285714285714
1826,0.17680092951200618,0.5717415115005476,0.8060581104612923,-4.063212803224023,-0.7183798004150918,0.42771084337349397,0.572289156626506,0.0,1,1.5,1.0,0.75,3,0.5714285714285714
1140,0.03746179882356807,0.46578947368421053,0.7105622051760817,-7.218443344858417,-0.27041587240440984,0.5342105263157895,0.46578947368421053,0.0,1,1.5,1.0,1.0,1,0.5
1742,0.1726632966597284,0.5005740528128588,0.8206924646600747,-4.386011478132344,-0.7573032010017389,0.49942594718714123,0.5005740528128588,0.0,1,1.5,1.0,1.0,3,0.5
1097,0.037413457931175606,0.3701002734731085,0.733094074940848,-7.8863868454854975,-0.2950570024725484,0.6289881494986327,0.3691886964448496,0.0018231540565177757,1,1.5,1.0,1.5,1,0.4
1665,0.17600422832980972,0.3981981981981982,0.8173860761989395,-5.420968493759008,-0.9541133765442652,0.6012012012012012,0.396996996996997,0.0018018018018018018,1,1.5,1.0,1.5,3,0.4
1136,0.03761838532353136,0.6452464788732394,0.752504209405272,-5.96551757538165,-0.22441313880500544,0.35475352112676056,0.6452464788732394,0.0,1,1.5,1.5,0.5,1,0.6666666666666666
1756,0.17604010025062658,0.6623006833712984,0.8255821430869437,-4.122328890396099,-0.7256951911313834,0.3354214123006834,0.662870159453303,0.0017084282460136675,1,1.5,1.5,0.5,3,0.6666666666666666
1096,0.03759217972903447,0.5465328467153284,0.7689039759787127,-7.131253665636471,-0.2680793694919421,0.4516423357664234,0.5465328467153284,0.0018248175182481751,1,1.5,1.5,0.75,1,0.5714285714285714
1628,0.17319148936170212,0.5614250614250614,0.8451299862342345,-4.744847657371193,-0.8217672325745002,0.4367321867321867,0.5601965601965602,0.003071253071253071,1,1.5,1.5,0.75,3,0.5714285714285714
1050,0.037403818751781136,0.4723809523809524,0.7836899225548827,-7.740878138584804,-0.2895384028752509,0.5257142857142857,0.4714285714285714,0.002857142857142857,1,1.5,1.5,1.0,1,0.5
1537,0.17463924554027951,0.4977228366948601,0.864947802049102,-4.808020765893831,-0.8396691190976955,0.5003253090435914,0.49316851008458035,0.006506180871828237,1,1.5,1.5,1.0,3,0.5
985,0.03763707920981239,0.4020304568527919,0.8881066462176568,-4.556749747084102,-0.17150275117029692,0.5928934010152285,0.38274111675126904,0.024365482233502538,1,1.5,1.5,1.5,1,0.4
1378,0.1759897828863346,0.40783744557329465,0.9119001153795744,-3.6844181646743173,-0.6484199528635005,0.581277213352685,0.38243831640058057,0.036284470246734396,1,1.5,1.5,1.5,3,0.4
1073,0.03729320172389823,0.6430568499534017,0.7758795999150828,-7.093011064499856,-0.26452109245823524,0.35414725069897485,0.6421248835041938,0.003727865796831314,1,1.5,2.0,0.5,1,0.6666666666666666
1586,0.17411351410692721,0.6506935687263556,0.8257358996292081,-5.555607611517154,-0.9673063642404444,0.34237074401008827,0.6494325346784363,0.00819672131147541,1,1.5,2.0,0.5,3,0.6666666666666666
1007,0.03722598055524749,0.5402184707050646,0.7853736358654646,-8.698704153210814,-0.3238177916632764,0.44885799404170806,0.5372393247269116,0.013902681231380337,1,1.5,2.0,0.75,1,0.5714285714285714
1452,0.17634199659946562,0.5585399449035813,0.8480649618844791,-6.193644775722758,-1.0921996859788006,0.4297520661157025,0.5523415977961432,0.01790633608815427,1,1.5,2.0,0.75,3,0.5714285714285714
946,0.036852356836774444,0.47674418604651164,0.8316777353057632,-7.682156098528159,-0.2831055578187627,0.5042283298097252,0.4587737843551797,0.03699788583509514,1,1.5,2.0,1.0,1,0.5
1336,0.17818084822619365,0.4962574850299401,0.9145278892062593,-3.915251632931075,-0.6976228569746488,0.4842814371257485,0.4745508982035928,0.04116766467065868,1,1.5,2.0,1.0,3,0.5
869,0.0376288213388759,0.41196777905638665,0.9178285170780998,-4.173768241353622,-0.1570539794637697,0.5546605293440736,0.3429228998849252,0.10241657077100115,1,1.5,2.0,1.5,1,0.4
1163,0.17997523986381925,0.43250214961306965,0.9770078242204667,-1.1989889911567508,-0.21578833127751487,0.5374032674118658,0.3482373172828891,0.11435941530524506,1,1.5,2.0,1.5,3,0.4
926,0.03710530533739381,0.6295896328293736,0.8158426969392208,-8.384076194131158,-0.31109370715521123,0.3347732181425486,0.6177105831533477,0.047516198704103674,1,1.5,3.0,0.5,1,0.6666666666666666
1291,0.17557459540323678,0.6429124709527498,0.8711176476408334,-5.790511494942415,-1.0166667129023061,0.31061192873741283,0.6258714175058094,0.06351665375677769,1,1.5,3.0,0.5,3,0.6666666666666666
845,0.03724928366762178,0.5550295857988166,0.9283272485304799,-3.8276167232321625,-0.14257598109460778,0.3881656804733728,0.514792899408284,0.0970414201183432,1,1.5,3.0,0.75,1,0.5714285714285714
1119,0.17773189326556543,0.5558534405719392,0.9558310565642727,-2.3857291641541036,-0.4240201611639838,0.3681858802502234,0.5058087578194816,0.1260053619302949,1,1.5,3.0,0.75,3,0.5714285714285714
784,0.03772495428736407,0.5,0.9509872234830906,-2.8876940649531364,-0.1089381265962496,0.42346938775510207,0.40433673469387754,0.17219387755102042,1,1.5,3.0,1.0,1,0.5
1012,0.18023152270703474,0.508893280632411,0.9842440533233225,-0.9358115246820919,-0.16866273606024523,0.39920948616600793,0.40711462450592883,0.19367588932806323,1,1.5,3.0,1.0,3,0.5
713,0.03855721393034826,0.46143057503506313,1.0239531715513204,1.548445597392351,0.05970374815816279,0.45582047685834504,0.2650771388499299,0.2791023842917251,1,1.5,3.0,1.5,1,0.4
877,0.18659574468085105,0.45610034207525657,1.0202760087511922,1.345736126755084,0.2511086347157891,0.43443557582668185,0.26567844925883694,0.2998859749144812,1,1.5,3.0,1.5,3,0.4
8332,0.39938644425270825,0.6515842534805569,0.7060245392267654,-5.169826225917331,-2.0647585137735214,0.3469755160825732,0.6530244839174267,0.0,-1,0.5,1.0,0.5,1,0.6666666666666666
5972,0.6216947740995211,0.6485264567983925,0.6979351881999487,-5.367859983608082,-3.337170499907086,0.34963161419959815,0.6503683858004019,0.0,-1,0.5,1.0,0.5,3,0.6666666666666666
7074,0.39570397717737876,0.5569691829233814,0.7535863765818474,-5.563058009793875,-2.2013241797439096,0.44232400339270567,0.5571105456601639,0.0005654509471303364,-1,0.5,1.0,0.75,1,0.5714285714285714
5475,0.6198347107438017,0.5557990867579908,0.746887789452757,-5.768872576536322,-3.5757474647952407,0.4438356164383562,0.5557990867579908,0.00036529680365296805,-1,0.5,1.0,0.75,3,0.5714285714285714
6242,0.393494294900082,0.4913489266260814,0.7968486365097249,-5.298322770199339,-2.0848597826126376,0.5078500480615188,0.49102851650112145,0.0011214354373598205,-1,0.5,1.0,1.0,1,0.5
5006,0.6196311424681272,0.4888134238913304,0.7923991050554239,-5.436596171232185,-3.368684296718445,0.5101877746703956,0.4886136636036756,0.0011985617259288853,-1,0.5,1.0,1.0,3,0.5
4963,0.39109535066981876,0.38565383840419104,0.8035086869822092,-6.237583547474702,-2.4394899248319106,0.61212976022567,0.383034454966754,0.0048357848075760625,-1,0.5,1.0,1.5,1,0.4
4184,0.6191180822728618,0.38264818355640534,0.8018051687746145,-6.304385637870212,-3.9031591460267783,0.6144837476099426,0.38121414913957935,0.004302103250478011,-1,0.5,1.0,1.5,3,0.4
5744,0.4007535058954859,0.6563370473537604,0.7963810838658645,-5.187995189726579,-2.0791072608518433,0.34052924791086353,0.6565111420612814,0.002959610027855153,-1,0.5,1.5,0.5,1,0.6666666666666666
4712,0.632143815401127,0.6557724957555179,0.796290140513966,-5.185146257228976,-3.2777581384575982,0.34125636672325976,0.6553480475382003,0.003395585738539898,-1,0.5,1.5,0.5,3,0.6666666666666666
4642,0.40127939142461966,0.5669969840585954,0.8623929725437998,-4.42051113911199,-1.7738600196886116,0.4261094355881086,0.5648427401981905,0.00904782421370099,-1,0.5,1.5,0.75,1,0.5714285714285714
3965,0.6303656597774245,0.5621689785624212,0.8523757964842459,-4.767926669980913,-3.005537241092896,0.4305170239596469,0.5591424968474149,0.01034047919293821,-1,0.5,1.5,0.75,3,0.5714285714285714
3851,0.39993768823346143,0.4905219423526357,0.8551355792399324,-5.505410448985837,-2.201821127743739,0.49909114515710207,0.48480914048299145,0.01609971435990652,-1,0.5,1.5,1.0,1,0.5
3371,0.6308008982035929,0.48739246514387424,0.8520596980832396,-5.654656740227763,-3.566962550768673,0.5013349154553545,0.4790863245327796,0.019578760011865915,-1,0.5,1.5,1.0,3,0.5
