ema,atr,osc,dist,vwap,ent1,tf,market,research_n,research_mean,research_net,research_pf,research_sh,research_dd,locked_n,locked_mean,locked_net,locked_pf,locked_sh,locked_dd
13,10,1,2.0,2.5,630,5,NQ,259,6.4383011582999945,1667.5199999996985,1.1389479578436266,0.5870855046002886,1222.9100000000908,129,4.619147286820541,595.8699999998498,1.0617718710800872,0.2293316333495593,3204.7300000000396
13,10,1,2.0,2.5,660,5,NQ,266,6.700112781953723,1782.2299999996903,1.1455630242491786,0.6191485528098126,1162.380000000092,130,3.1357692307680667,407.64999999984866,1.0414509299894499,0.1564470359651885,3204.7300000000396
13,10,1,2.0,2.5,720,5,NQ,273,8.035494505493341,2193.689999999682,1.1738215074688563,0.7439497037026103,1241.600000000035,137,8.938759124086427,1224.6099999998405,1.1206461204106457,0.43748186283803,3389.670000000042
13,10,1,2.0,2.5,840,5,NQ,296,8.879662162160997,2628.3799999996554,1.1943049096294638,0.8416444613711088,1467.1400000001013,152,9.179671052630415,1395.309999999823,1.129091499524902,0.4947794379038151,3123.240000000049
13,10,1,2.0,3.0,630,5,NQ,274,5.127627737225113,1404.969999999681,1.1100920953754583,0.483536436175379,1175.2300000000396,139,2.918489208631929,405.6699999998382,1.0392676339912141,0.15368951021930383,3192.0800000000454
13,10,1,2.0,3.0,660,5,NQ,301,7.203588039865945,2168.2799999996496,1.1571284569412477,0.7152736209820297,1376.2600000000384,152,-0.6607894736853747,-100.44000000017695,0.9911429821095843,-0.037000471342379854,2966.6200000000536
13,10,1,2.0,3.0,720,5,NQ,317,8.45034700315341,2678.759999999631,1.1837865058842059,0.8506871627096232,1366.170000000042,163,6.161901840489634,1004.3899999998102,1.0824725253069185,0.33503953542630294,3465.000000000058
13,10,1,2.0,3.0,840,5,NQ,348,8.985459770113778,3126.939999999595,1.1994345313453418,0.9470417073745255,1252.2100000001083,184,5.453913043477097,1003.5199999997858,1.0762415887108308,0.3320834853867457,3256.7600000000675
13,10,1,2.0,99.0,630,5,NQ,280,3.5460714285702646,992.899999999674,1.0749804411982116,0.33953821189669686,1250.820000000036,142,0.3116901408439063,44.25999999983469,1.0040739608914329,0.01497944062683231,3725.3000000000466
13,10,1,2.0,99.0,660,5,NQ,322,6.530776397514364,2102.909999999625,1.1431714897484415,0.6842307176403141,1647.140000000043,157,-1.6149044585998902,-253.54000000018277,0.9786463500704786,-0.08397213825383339,3499.8400000000547
13,10,1,2.0,99.0,720,5,NQ,363,6.838539944902417,2482.3899999995774,1.150498774737126,0.7610097466849862,1898.71000000005,180,1.2855555555543914,231.39999999979045,1.01705484747555,0.07006833589239994,4607.040000000066
13,10,1,2.0,99.0,840,5,NQ,438,7.943812785386964,3479.38999999949,1.1843044650286885,0.9855920546347722,2010.4700000001176,220,4.986818181817018,1097.0999999997439,1.0704450992466037,0.31031355444289804,3341.2500000000873
13,10,1,2.5,1.5,630,5,NQ,62,28.183225806450448,1747.3599999999278,1.7467733388036577,1.2165941342000268,612.1000000000058,33,65.34818181818065,2156.4899999999616,2.356538969616875,1.9101946793502564,874.6700000000128
13,10,1,2.5,1.5,660,5,NQ,62,28.183225806450448,1747.3599999999278,1.7467733388036577,1.2165941342000268,612.1000000000058,33,65.34818181818065,2156.4899999999616,2.356538969616875,1.9101946793502564,874.6700000000128
